Time	Raw	5Hz	25Hz	50Hz	100Hz	200Hz	500Hz	1000Hz
3.558	-489.28912	-495.2529192	-491.556897	-491.0223545	-491.5711098	-491.6319259	-490.3736135	-490.66946
3.5585	-490.85575	-495.2038195	-491.5167248	-491.0367628	-491.4830436	-491.0646726	-490.0309852	-490.14887
3.559	-489.09332	-531.0997672	-497.2821896	-493.803308	-492.0559264	-491.0465168	-490.3736671	-489.27481
3.5595	-488.56793	-531.2074916	-497.2825244	-493.8151855	-492.112143	-491.1583764	-490.7405033	-490.85575
3.56	-490.67902	-531.3075656	-497.2406723	-493.7458293	-492.0234531	-491.0585278	-490.4625482	-490.50229
3.5605	-490.69333	-531.4001782	-497.1611842	-493.611997	-491.8469762	-490.9406819	-489.9937354	-490.51184
3.561	-491.74411	-531.4855158	-497.0483523	-493.4284297	-491.6242222	-490.888981	-490.2771588	-489.09332
3.5615	-489.98645	-531.5637625	-496.9062067	-493.207835	-491.3811054	-490.8641435	-491.4885346	-492.07367
3.562	-490.52139	-531.6350998	-496.7385282	-492.9611278	-491.1322272	-490.7541106	-491.7925691	-492.43189
3.5625	-488.58704	-531.6997065	-496.5488802	-492.6979992	-490.8904039	-490.5137138	-490.681617	-490.15842
3.563	-490.66946	-531.7577594	-496.340622	-492.4271678	-490.6707976	-490.2177042	-489.9184966	-489.28912
3.5635	-491.56738	-531.8094325	-496.1168892	-492.1561117	-490.4862686	-489.9737853	-489.8037533	-490.85575
3.564	-489.29392	-531.8548973	-495.8805791	-491.8908696	-490.3435788	-489.8611843	-489.3547563	-489.09332
3.5645	-488.4151	-531.8943229	-495.6343497	-491.6360548	-490.2427459	-489.9234093	-489.1911679	-488.56793
3.565	-488.41986	-531.9278755	-495.3806164	-491.3948185	-490.1752284	-490.1273076	-490.0643556	-490.67902
3.5655	-488.94525	-531.955719	-495.1215611	-491.1689983	-490.1248727	-490.3530664	-491.0722491	-490.69333
3.566	-488.59659	-531.9780148	-494.8591652	-490.9596459	-490.0749059	-490.4780596	-491.237405	-491.74411
3.5665	-489.46585	-531.9949215	-494.5952446	-490.7675665	-490.0150995	-490.4630369	-490.5787777	-489.98645
3.567	-490.53095	-532.0065955	-494.3314639	-490.5935227	-489.9435668	-490.3553355	-489.7033095	-490.52139
3.5675	-491.07544	-532.0131904	-494.0693327	-490.4381173	-489.8635234	-490.2198622	-489.5856198	-488.58704
3.568	-490.71719	-532.0148575	-493.8101944	-490.3015768	-489.7786924	-490.0594948	-490.4606728	-490.66946
3.5685	-487.90882	-532.0117454	-493.5552326	-490.1837703	-489.6928356	-489.8167158	-490.8272387	-491.56738
3.569	-492.29339	-532.0040002	-493.3054959	-490.0845463	-489.614745	-489.4798305	-489.7575285	-489.29392
3.5695	-490.87961	-531.9917654	-493.061912	-490.0038754	-489.5602014	-489.1467695	-488.5809178	-488.4151
3.57	-492.4462	-531.9751819	-492.8252703	-489.9414702	-489.5454625	-488.9493569	-488.3855361	-488.41986
3.5705	-490.37811	-531.9543882	-492.5961999	-489.8963394	-489.579602	-488.9579632	-488.6164294	-488.94525
3.571	-488.78763	-531.9295199	-492.3751694	-489.8666727	-489.6620919	-489.1659453	-488.8547898	-488.59659
3.5715	-491.23306	-531.90071	-492.1624995	-489.8499366	-489.7835733	-489.5081936	-489.5296309	-489.46585
3.572	-489.12674	-531.8680891	-491.9583827	-489.8430685	-489.9279389	-489.8804177	-490.5731002	-490.53095
3.5725	-490.18707	-531.831785	-491.7629128	-489.8428387	-490.0769466	-490.1888548	-490.8687605	-491.07544
3.573	-491.07544	-531.7919231	-491.57612	-489.8462908	-490.2159899	-490.417874	-490.0389289	-490.71719
3.5735	-489.50408	-531.7486262	-491.3979879	-489.8509022	-490.3352845	-490.6227599	-489.6677413	-487.90882
3.574	-489.32733	-531.7020146	-491.2284474	-489.8543619	-490.4248997	-490.8210066	-490.7255866	-492.29339
3.5745	-487.73687	-531.6522061	-491.0673794	-489.854506	-490.4725924	-490.9368475	-491.8499368	-490.87961
3.575	-488.43897	-531.5993159	-490.9146463	-489.8497249	-490.4696503	-490.890113	-491.6462768	-492.4462
3.5755	-489.31778	-531.5434568	-490.7701236	-489.8393635	-490.417025	-490.6980089	-490.4941127	-490.37811
3.576	-488.43897	-531.4847393	-490.6337012	-489.8236584	-490.3242666	-490.4627291	-489.7913029	-488.78763
3.5765	-489.68558	-531.4232713	-490.5052617	-489.8033036	-490.2027899	-490.2698663	-489.843712	-491.23306
3.577	-489.68078	-531.3591579	-490.3846651	-489.7791318	-490.0613589	-490.1278581	-489.9776057	-489.12674
3.5775	-490.19184	-531.2925022	-490.2717512	-489.7520824	-489.9065591	-489.9888856	-490.2541253	-490.18707
3.578	-489.16016	-531.2234044	-490.1663456	-489.7232435	-489.744617	-489.7856639	-490.495078	-491.07544
3.5785	-489.15063	-531.1519623	-490.0682698	-489.6939579	-489.5844135	-489.4879457	-489.9656762	-489.50408
3.579	-488.79242	-531.0782712	-489.9773475	-489.6658796	-489.4396993	-489.1520857	-488.8875813	-489.32733
3.5795	-491.09933	-531.0024239	-489.8933917	-489.6407177	-489.326165	-488.8901865	-488.2315676	-487.73687
3.58	-490.21573	-530.9245107	-489.8161787	-489.619789	-489.2551983	-488.78588	-488.4005292	-488.43897
3.5805	-490.74108	-530.8446192	-489.7454325	-489.6037203	-489.2298533	-488.8434849	-488.7990584	-489.31778
3.581	-489.69509	-530.7628344	-489.6808282	-489.5924737	-489.245745	-489.0094428	-489.0186035	-488.43897
3.5815	-491.27124	-530.6792389	-489.622005	-489.5855177	-489.2939808	-489.2134222	-489.3945272	-489.68558
3.582	-486.52847	-530.5939127	-489.5685776	-489.5819854	-489.3635155	-489.3885279	-489.8713545	-489.68078
3.5825	-490.39722	-530.5069331	-489.5201516	-489.5808835	-489.4440758	-489.5000331	-489.8848285	-490.19184
3.583	-489.69989	-530.4183752	-489.4763373	-489.5812901	-489.528715	-489.5736798	-489.3500142	-489.16016
3.5835	-489.88616	-530.3283114	-489.4367525	-489.5823619	-489.6131356	-489.6754802	-488.9720065	-489.15063
3.584	-487.6127	-530.2368117	-489.4010125	-489.5831595	-489.6920006	-489.8427867	-489.4305802	-488.79242
3.5845	-490.93695	-530.1439437	-489.3687258	-489.5825398	-489.7563499	-490.0321936	-490.2857672	-491.09933
3.585	-490.41153	-530.0497722	-489.3395071	-489.5793524	-489.7960755	-490.1503496	-490.6316293	-490.21573
3.5855	-488.46762	-529.9543599	-489.3130012	-489.5728006	-489.8052299	-490.1322894	-490.5735352	-490.74108
3.586	-489.35123	-529.8577669	-489.288895	-489.5626213	-489.7845638	-489.9772845	-490.3514088	-489.69509
3.5865	-487.60791	-529.760051	-489.2669171	-489.5490621	-489.7410008	-489.744562	-489.5031866	-491.27124
3.587	-490.41153	-529.6612675	-489.2468299	-489.5327541	-489.6856112	-489.5368802	-488.7419281	-486.52847
3.5875	-489.7142	-529.5614694	-489.228409	-489.5143628	-489.6281442	-489.4299551	-489.237335	-490.39722
3.588	-488.49151	-529.4607069	-489.2114233	-489.4942748	-489.5722398	-489.4095953	-489.8168428	-489.69989
3.5885	-487.9661	-529.3590282	-489.1956435	-489.4727325	-489.5180109	-489.4272444	-489.2998832	-489.88616
3.589	-490.95126	-529.2564787	-489.1808551	-489.4500386	-489.4657623	-489.4631864	-489.09403	-487.6127
3.5895	-487.97088	-529.1531016	-489.1668498	-489.4264326	-489.4142876	-489.4857922	-489.9141109	-490.93695
3.59	-489.7142	-529.0489375	-489.1534247	-489.4020729	-489.3608847	-489.4389157	-490.1590074	-490.41153
3.5905	-489.719	-528.9440246	-489.1403994	-489.3773193	-489.3062849	-489.3199324	-489.2516513	-488.46762
3.591	-488.15237	-528.838399	-489.1276185	-489.3527858	-489.2558021	-489.1990301	-488.4776204	-489.35123
3.5915	-488.67779	-528.732094	-489.1149319	-489.3290237	-489.2144157	-489.138659	-488.7767911	-487.60791
3.592	-488.84497	-528.6251407	-489.102178	-489.3062612	-489.1827447	-489.1303247	-489.59155	-490.41153
3.5925	-489.55661	-528.5175677	-489.0891881	-489.2844811	-489.1584981	-489.1241481	-489.5277622	-489.7142
3.593	-489.5614	-528.4094012	-489.075803	-489.2636932	-489.1410301	-489.1088063	-488.7732597	-488.49151
3.5935	-490.44494	-528.3006651	-489.0618733	-489.2439418	-489.1315075	-489.112199	-488.7923208	-487.9661
3.594	-490.62649	-528.1913807	-489.047244	-489.2250724	-489.1290293	-489.130726	-489.2854169	-490.95126
3.5945	-487.98999	-528.0815672	-489.0317564	-489.2067514	-489.1308663	-489.1314278	-489.3446932	-487.97088
3.595	-487.13027	-527.9712412	-489.0152585	-489.1886475	-489.1352716	-489.1002179	-489.3448337	-489.7142
3.5955	-488.35296	-527.860417	-488.9976072	-489.1704627	-489.1417925	-489.0486342	-489.2256299	-489.719
3.596	-489.92438	-527.7491065	-488.9786686	-489.151942	-489.1512133	-489.0180623	-488.7197557	-488.15237
3.5965	-486.7721	-527.6373193	-488.9583147	-489.1328193	-489.1644046	-489.0662317	-488.5160022	-488.67779
3.597	-490.65033	-527.5250626	-488.9364115	-489.1126226	-489.1788477	-489.2083416	-488.8669069	-488.84497
3.5975	-490.26824	-527.4123414	-488.9128153	-489.0906195	-489.1874276	-489.3881693	-489.3442119	-489.55661
3.598	-488.87839	-527.299158	-488.8873843	-489.0659986	-489.1810839	-489.5063486	-489.9393981	-489.5614
3.5985	-487.47894	-527.1855127	-488.8599945	-489.0381269	-489.1527739	-489.4675957	-490.4626613	-490.44494
3.599	-489.22705	-527.0714033	-488.8305569	-489.006825	-489.101822	-489.2427624	-489.9197348	-490.62649
3.5995	-487.13986	-526.9568256	-488.7990284	-488.9725418	-489.0368003	-488.9236748	-488.3637203	-487.98999
3.6	-485.73083	-526.8417728	-488.7653964	-488.9361141	-488.9717356	-488.6799812	-487.6373581	-487.13027
3.6005	-488.8927	-526.7262361	-488.7296414	-488.898157	-488.9163637	-488.6194145	-488.237457	-488.35296
3.601	-490.82708	-526.610204	-488.6917165	-488.8587383	-488.8710364	-488.7213977	-488.6082618	-489.92438
3.6015	-489.60434	-526.4936628	-488.6515588	-488.8175708	-488.8300406	-488.8979765	-488.7607628	-486.7721
3.602	-487.14459	-526.3765967	-488.6091029	-488.7742174	-488.7850573	-489.0357119	-489.6266309	-490.65033
3.6025	-488.73032	-526.2589873	-488.5642907	-488.7282602	-488.7279583	-489.0156066	-489.974286	-490.26824
3.603	-488.20017	-526.1408141	-488.5170953	-488.6796836	-488.6571573	-488.8019674	-489.0650076	-488.87839
3.6035	-487.34045	-526.0220543	-488.4675304	-488.6290227	-488.5801479	-488.483371	-488.3812009	-487.47894
3.604	-487.15418	-525.902683	-488.4156285	-488.5770149	-488.5079903	-488.1940789	-488.0515437	-489.22705
3.6045	-487.32608	-525.7826727	-488.3614202	-488.5242691	-488.4500986	-488.0544105	-487.0902587	-487.13986
3.605	-488.57272	-525.6619939	-488.3049214	-488.4710574	-488.4109845	-488.1421866	-486.8490902	-485.73083
3.6055	-487.70343	-525.5406147	-488.246113	-488.4169865	-488.3849027	-488.4068369	-488.5984069	-488.8927
3.606	-487.8754	-525.4185007	-488.1849416	-488.3610126	-488.3559761	-488.6531657	-490.1385902	-490.82708
3.6065	-485.94101	-525.2956154	-488.1213645	-488.3021561	-488.3097089	-488.7076833	-489.48532	-489.60434
3.607	-488.0521	-525.1719202	-488.0553888	-488.2401307	-488.2430945	-488.5612484	-488.2323988	-487.14459
3.6075	-489.1076	-525.047374	-487.9870626	-488.1751997	-488.1621468	-488.308559	-488.0575432	-488.73032
3.608	-488.75894	-524.9219337	-487.9164491	-488.1077574	-488.0750547	-488.0344308	-488.0837322	-488.20017
3.6085	-483.68185	-524.795554	-487.8436184	-488.0381953	-487.9901081	-487.8009763	-487.5222959	-487.34045
3.609	-490.17749	-524.6681872	-487.7686436	-487.9668309	-487.9146942	-487.6582556	-487.1566432	-487.15418
3.6095	-486.67175	-524.5397833	-487.6915881	-487.8937102	-487.8521746	-487.6119619	-487.5669314	-487.32608
3.61	-488.07119	-524.4102902	-487.6125013	-487.8185302	-487.8006442	-487.613343	-488.1584534	-488.57272
3.6105	-488.25268	-524.2796535	-487.5314299	-487.7408204	-487.7557989	-487.610727	-488.0300957	-487.70343
3.611	-485.62576	-524.1478164	-487.4484319	-487.6601678	-487.7144165	-487.6053784	-487.1846063	-487.8754
3.6115	-482.80783	-524.0147202	-487.363577	-487.5762153	-487.674004	-487.637476	-486.8925693	-485.94101
3.612	-485.60666	-523.8803037	-487.2769328	-487.4884491	-487.6289343	-487.7082812	-487.9613985	-488.0521
3.6125	-488.26226	-523.7445036	-487.1885634	-487.3961629	-487.5694426	-487.7491472	-488.6980335	-489.1076
3.613	-486.85324	-523.6072543	-487.0985535	-487.2988558	-487.4877724	-487.714006	-487.6176926	-488.75894
3.6135	-484.05921	-523.4684882	-487.0070271	-487.1965342	-487.3828203	-487.6464521	-486.6755398	-483.68185
3.614	-484.74695	-523.3281352	-486.9141284	-487.0894037	-487.2549438	-487.5765911	-487.302961	-490.17749
3.6145	-488.08551	-523.1861234	-486.8200049	-486.977613	-487.1017801	-487.4385354	-488.056813	-486.67175
3.615	-485.46337	-523.0423784	-486.7248251	-486.8615375	-486.9231253	-487.1512917	-488.2192762	-488.07119
3.6155	-484.74215	-522.8968238	-486.628795	-486.7420651	-486.7260297	-486.7125326	-487.4634575	-488.25268
3.616	-484.40307	-522.749381	-486.5321596	-486.6206271	-486.5259114	-486.23809	-485.3454368	-485.62576
3.6165	-486.51416	-522.5999691	-486.4351826	-486.4988822	-486.3420824	-485.9172998	-484.0541723	-482.80783
3.617	-484.59408	-522.4485053	-486.3380967	-486.3779425	-486.1857601	-485.8362789	-485.5453281	-485.60666
3.6175	-484.93322	-522.294904	-486.2410761	-486.257934	-486.0534451	-485.8793903	-487.3573086	-488.26226
3.618	-485.65918	-522.1390779	-486.1442686	-486.1385358	-485.9361257	-485.8871904	-486.5822545	-486.85324
3.6185	-484.95233	-521.9809371	-486.0478373	-486.0196626	-485.8306418	-485.8379372	-484.9420761	-484.05921
3.619	-486.50458	-521.8203897	-485.9519514	-485.9013269	-485.7374099	-485.7872715	-485.3406098	-484.74695
3.6195	-484.94754	-521.6573416	-485.8567566	-485.7831871	-485.6528938	-485.72148	-486.5421301	-488.08551
3.62	-482.66928	-521.4916964	-485.762385	-485.6647086	-485.5719907	-485.5926995	-486.0626818	-485.46337
3.6205	-484.24542	-521.3233557	-485.6689792	-485.5455722	-485.4944283	-485.4315037	-484.8829935	-484.74215
3.621	-486.70517	-521.1522186	-485.5766843	-485.4255593	-485.4224888	-485.3127452	-484.9037391	-484.40307
3.6215	-482.85556	-520.9781824	-485.4856256	-485.304213	-485.3550347	-485.2591912	-485.419074	-486.51416
3.622	-483.55768	-520.801142	-485.3959104	-485.1808732	-485.2875991	-485.2492486	-485.2654383	-484.59408
3.6225	-483.55289	-520.6209901	-485.3076384	-485.054876	-485.2151289	-485.2641127	-484.9770273	-484.93322
3.623	-484.0783	-520.4376173	-485.2209026	-484.9255784	-485.1318508	-485.2764892	-485.2117558	-485.65918
3.6235	-483.91113	-520.250912	-485.135789	-484.7923841	-485.0311888	-485.2356381	-485.758187	-484.95233
3.624	-481.65198	-520.0607605	-485.0523861	-484.6549205	-484.9082178	-485.0974099	-485.7619968	-486.50458
3.6245	-482.33972	-519.867047	-484.9707971	-484.51326	-484.7629994	-484.8756196	-484.5987405	-484.94754
3.625	-481.47522	-519.6696534	-484.8911394	-484.3679548	-484.601005	-484.6509391	-483.6939732	-482.66928
3.6255	-482.17255	-519.4684598	-484.8135211	-484.2196876	-484.4273942	-484.4774933	-484.4385849	-484.24542
3.626	-484.4556	-519.2633439	-484.7380211	-484.0689926	-484.2425939	-484.3121025	-485.0727988	-486.70517
3.6265	-484.10693	-519.0541812	-484.6647034	-483.9165299	-484.0470464	-484.1013255	-484.1564602	-482.85556
3.627	-481.83347	-518.8408454	-484.5936294	-483.7633345	-483.8456379	-483.8604079	-483.3001842	-483.55768
3.6275	-482.35409	-518.6232078	-484.5248403	-483.6105687	-483.644058	-483.6112421	-483.6141889	-483.55289
3.628	-481.67108	-518.4011376	-484.4583394	-483.4593009	-483.445628	-483.3323213	-484.007771	-484.0783
3.6285	-482.00064	-518.174502	-484.3940973	-483.310632	-483.2538567	-483.0141112	-483.4723813	-483.91113
3.629	-481.12182	-517.9431659	-484.3320564	-483.1658225	-483.0749899	-482.7190857	-482.4209596	-481.65198
3.6295	-480.08535	-517.7069922	-484.2721161	-483.0261056	-482.9153461	-482.5523687	-481.6917782	-482.33972
3.63	-479.54568	-517.4658418	-484.214107	-482.8923219	-482.7756561	-482.5742982	-481.7008713	-481.47522
3.6305	-482.01016	-517.219573	-484.1577747	-482.7647047	-482.6477367	-482.7381121	-482.6923494	-482.17255
3.631	-480.95944	-516.9680423	-484.1027826	-482.6429763	-482.5161744	-482.8943614	-483.8778027	-484.4556
3.6315	-480.43402	-516.711104	-484.0487384	-482.5268178	-482.3661032	-482.8876007	-483.7567401	-484.10693
3.632	-481.4848	-516.4486103	-483.995225	-482.4164023	-482.1921217	-482.6743149	-482.6124175	-481.83347
3.6325	-481.4848	-516.1804115	-483.9418003	-482.3124342	-481.9993047	-482.3187375	-481.9294598	-482.35409
3.633	-480.27164	-515.9063557	-483.8879722	-482.2157813	-481.7977883	-481.8996619	-481.9334824	-481.67108
3.6335	-481.15524	-515.6262891	-483.8331801	-482.1272037	-481.5991749	-481.4700714	-481.7916559	-482.00064
3.634	-480.80179	-515.3400556	-483.7767874	-482.0472652	-481.416081	-481.0839437	-480.9870334	-481.12182
3.6345	-479.03936	-515.0474972	-483.7180727	-481.976204	-481.2610627	-480.814503	-480.1280446	-480.08535
3.635	-480.08535	-514.7484538	-483.6562091	-481.9136237	-481.1425316	-480.7130934	-480.2901374	-479.54568
3.6355	-478.34683	-514.4427631	-483.5902455	-481.8581885	-481.0605501	-480.7518784	-481.0365266	-482.01016
3.636	-479.56479	-514.1302608	-483.5191096	-481.8076825	-481.0083662	-480.8501819	-481.1408321	-480.95944
3.6365	-478.87698	-513.8107806	-483.4416274	-481.7593077	-480.9775887	-480.9504161	-480.9532005	-480.43402
3.637	-480.77789	-513.4841539	-483.3565301	-481.7097915	-480.9599891	-481.0274607	-481.1467899	-481.4848
3.6375	-477.62082	-513.1502106	-483.2624557	-481.6553908	-480.9474205	-481.0656185	-481.1822902	-481.4848
3.638	-479.04416	-512.8087781	-483.1579568	-481.5919979	-480.9332543	-481.0677868	-480.8860084	-480.27164
3.6385	-478.52352	-512.4596823	-483.0415037	-481.5151639	-480.9123576	-481.0452602	-480.7149685	-481.15524
3.639	-477.11936	-512.1027468	-482.911481	-481.4200225	-480.8793451	-480.9827636	-480.7754544	-480.80179
3.6395	-478.34683	-511.7377935	-482.7661854	-481.3012334	-480.8271007	-480.8137101	-480.4025587	-479.03936
3.64	-479.05847	-430.1119075	-470.9914447	-475.2196144	-477.2981402	-478.2890622	-478.8755489	-480.08535
3.6405	-479.21134	-429.9163144	-470.8850936	-475.1509459	-477.2676587	-478.3002157	-478.716757	-478.34683
3.641	-476.94738	-429.7284139	-470.8152604	-475.1561873	-477.3766891	-478.5571086	-479.2021091	-479.56479
3.6415	-476.57962	-429.5480013	-470.7765467	-475.2151991	-477.5523587	-478.8085138	-479.6118508	-478.87698
3.642	-476.94738	-429.3748751	-470.7638729	-475.3103051	-477.7397733	-478.9164897	-479.4854067	-480.77789
3.6425	-476.23575	-429.2088369	-470.7724884	-475.4263949	-477.9026967	-478.8622665	-478.9122634	-477.62082
3.643	-475.8775	-429.0496911	-470.7979686	-475.5508181	-478.0210095	-478.7141683	-478.5191958	-479.04416
3.6435	-474.84109	-428.8972454	-470.8361986	-475.6730546	-478.0848605	-478.5556021	-478.1213787	-478.52352
3.644	-474.15329	-428.7513104	-470.8833587	-475.7844238	-478.0899573	-478.4412785	-477.7692033	-477.11936
3.6445	-477.46802	-428.6116995	-470.9359111	-475.8778208	-478.0338157	-478.3654955	-478.2408895	-478.34683
3.645	-476.06857	-428.4782294	-470.9905898	-475.9475178	-477.9135431	-478.2446356	-479.0156795	-479.05847
3.6455	-474.8554	-428.3507198	-471.0444093	-475.9892706	-477.7290764	-477.9844977	-478.6968643	-479.21134
3.646	-473.45596	-428.2289932	-471.0946764	-476.0005121	-477.4882436	-477.5774127	-477.4618398	-476.94738
3.6465	-474.12466	-428.1128754	-471.1389781	-475.9801573	-477.2057923	-477.0999421	-476.6868699	-476.57962
3.647	-473.60403	-428.0021951	-471.1751478	-475.9280838	-476.8973351	-476.6306143	-476.640267	-476.94738
3.6475	-470.62372	-427.896784	-471.2012389	-475.844748	-476.5756039	-476.2131218	-476.4338414	-476.23575
3.648	-472.7348	-427.7964767	-471.2155124	-475.7310345	-476.2505125	-475.8830676	-475.5818785	-475.8775
3.6485	-473.79032	-427.7011109	-471.2164221	-475.5880912	-475.9288003	-475.6763337	-474.7774466	-474.84109
3.649	-472.73001	-427.610527	-471.202592	-475.4170359	-475.6113188	-475.5798318	-475.2049769	-474.15329
3.6495	-471.84641	-427.5245684	-471.1727974	-475.2187441	-475.2913593	-475.4831459	-476.3382139	-477.46802
3.65	-471.67443	-427.4430815	-471.1259733	-474.9940779	-474.9599122	-475.2408783	-476.2393848	-476.06857
3.6505	-472.21896	-427.3659154	-471.0612375	-474.7443637	-474.6147738	-474.8049221	-474.8892951	-474.8554
3.651	-470.98669	-427.2929224	-470.9778877	-474.4714498	-474.2625859	-474.248529	-474.0158892	-473.45596
3.6515	-469.93591	-427.2239576	-470.8753692	-474.1773036	-473.9131621	-473.6770044	-473.7376156	-474.12466
3.652	-471.86072	-427.1588789	-470.7532487	-473.8636991	-473.5751241	-473.1788237	-472.8295802	-473.60403
3.6525	-468.37408	-427.097547	-470.611199	-473.5320948	-473.2544307	-472.8319712	-471.9185316	-470.62372
3.653	-468.17829	-427.0398257	-470.4489761	-473.1833791	-472.9504168	-472.6564147	-472.4108597	-472.7348
3.6535	-468.35025	-426.9855811	-470.2664014	-472.8176976	-472.6528635	-472.5655396	-473.2575051	-473.79032
3.654	-468.17829	-426.9346823	-470.0633758	-472.4347967	-472.3472381	-472.442076	-472.9047616	-472.73001
3.6545	-467.1323	-426.8870013	-469.8399026	-472.0345045	-472.0219573	-472.2380142	-472.0720826	-471.84641
3.655	-463.98474	-426.8424127	-469.5960864	-471.6168225	-471.6691721	-471.9594416	-471.8286754	-471.67443
3.6555	-467.48096	-426.8007939	-469.3321208	-471.18184	-471.2826524	-471.6068612	-471.662749	-472.21896
3.656	-464.69165	-426.762025	-469.048287	-470.7298111	-470.8584242	-471.1726824	-471.1355657	-470.98669
3.6565	-466.08631	-426.7259891	-468.7449532	-470.2612574	-470.3959854	-470.6568496	-470.8217033	-469.93591
3.657	-464.50537	-426.6925716	-468.4225675	-469.7769506	-469.8977549	-470.0589222	-470.3953154	-471.86072
3.6575	-463.44986	-426.6616608	-468.0816536	-469.2779522	-469.3696418	-469.3976978	-469.2061014	-468.37408
3.658	-465.56094	-426.6331477	-467.7228043	-468.7656018	-468.8209784	-468.7265068	-468.2771716	-468.17829
3.6585	-460.82294	-426.6069259	-467.3466592	-468.2412525	-468.2604289	-468.0810792	-468.2850281	-468.35025
3.659	-459.59545	-426.5828912	-466.9538876	-467.706098	-467.693491	-467.4549923	-467.9446897	-468.17829
3.6595	-461.69696	-426.5609425	-466.5451912	-467.161304	-467.1249824	-466.8592635	-466.6008301	-467.1323
3.66	-461.34829	-426.5409806	-466.1213005	-466.6080336	-466.5597709	-466.3450358	-465.6361753	-463.98474
3.6605	-459.43301	-426.5229093	-465.6829525	-466.0471726	-465.9984797	-465.929027	-465.7485561	-467.48096
3.661	-459.93453	-426.5066345	-465.2308777	-465.4792063	-465.4355966	-465.5499698	-465.8539685	-464.69165
3.6615	-458.71185	-426.4920644	-464.7658116	-464.9044709	-464.8636265	-465.1206924	-465.3127982	-466.08631
3.662	-458.2008	-426.4791099	-464.288507	-464.3234289	-464.2775974	-464.5817046	-464.6945589	-464.50537
3.6625	-458.89334	-426.4676839	-463.7997362	-463.7367661	-463.6766448	-463.9086058	-464.4930344	-463.44986
3.663	-458.37271	-426.457702	-463.3002876	-463.14541	-463.0643739	-463.1122142	-463.6934234	-465.56094
3.6635	-456.6294	-426.4490818	-462.7909669	-462.5505994	-462.4501368	-462.2730372	-461.6658203	-460.82294
3.664	-454.85266	-426.4417433	-462.2725841	-461.9537368	-461.8467717	-461.5278482	-460.4237306	-459.59545
3.6645	-454.16012	-426.4356086	-461.7459162	-461.3558378	-461.2617215	-460.9427593	-460.8670538	-461.69696
3.665	-456.26163	-426.430602	-461.2116884	-460.7572776	-460.6929117	-460.4608152	-461.0449578	-461.34829
3.6655	-456.09924	-426.4266496	-460.6705931	-460.1581448	-460.1344286	-460.006359	-460.2381917	-459.43301
3.666	-453.45801	-426.4236801	-460.123306	-459.5585289	-459.580969	-459.5538505	-459.3763225	-459.93453
3.6665	-452.91828	-426.4216237	-459.5704821	-458.9585046	-459.027196	-459.1000245	-458.7728711	-458.71185
3.667	-451.00778	-426.4204131	-459.0127523	-458.3581006	-458.4667938	-458.6293215	-458.5649623	-458.2008
3.6675	-449.06866	-426.4199826	-458.4507236	-457.7573381	-457.8926643	-458.1005364	-458.6939667	-458.89334
3.668	-451.52841	-426.4202686	-457.8849883	-457.1563999	-457.2993284	-457.4760829	-458.2003039	-458.37271
3.6685	-451.00778	-426.4212096	-457.3161382	-456.5558859	-456.6868828	-456.786188	-456.5609935	-456.6294
3.669	-449.24063	-426.4227458	-456.7447633	-455.9568134	-456.0609235	-456.1303774	-454.9235545	-454.85266
3.6695	-451.34692	-426.4248192	-456.1714267	-455.3602311	-455.4263229	-455.5737819	-454.805742	-454.16012
3.67	-447.66922	-426.4273739	-455.5966413	-454.766865	-454.781666	-455.0495748	-455.7125589	-456.26163
3.6705	-447.65491	-426.4303554	-455.0208808	-454.1773011	-454.1226487	-454.4105393	-455.6778143	-456.09924
3.671	-448.87759	-426.4337111	-454.4446124	-453.5925328	-453.4515868	-453.5870955	-454.2600368	-453.45801
3.6715	-446.43219	-426.4373901	-453.8683086	-453.014155	-452.7812898	-452.658019	-452.4035721	-452.91828
3.672	-447.30148	-426.4413433	-453.2924253	-452.4440141	-452.130137	-451.7851873	-450.770995	-451.00778
3.6725	-446.95282	-426.4455232	-452.7173674	-451.8836589	-451.5139206	-451.1036094	-450.1711229	-449.06866
3.673	-448.17551	-426.4498835	-452.1434596	-451.3338636	-450.9387603	-450.6258077	-450.6044233	-451.52841
3.6735	-446.95758	-426.4543797	-451.5709429	-450.7945679	-450.4006705	-450.2452015	-450.8110807	-451.00778
3.674	-445.88772	-426.4589686	-451.0000001	-450.265263	-449.8921483	-449.8434616	-450.4647803	-449.24063
3.6745	-444.48352	-426.4636087	-450.4307765	-449.7453149	-449.4075097	-449.366017	-449.7316029	-451.34692
3.675	-443.62857	-426.4682595	-449.863389	-449.23408	-448.9445886	-448.8373356	-448.637	-447.66922
3.6755	-443.95333	-426.4728824	-449.2979249	-448.7308527	-448.5035397	-448.3363066	-447.9911067	-447.65491
3.676	-443.42798	-426.4774399	-448.7344289	-448.2346332	-448.0825382	-447.9255311	-447.7836497	-448.87759
3.6765	-441.8566	-426.4818958	-448.1729011	-447.7440438	-447.6757838	-447.6212356	-447.269662	-446.43219
3.677	-442.8978	-426.4862153	-447.6133051	-447.2574298	-447.2744262	-447.4057444	-446.9534219	-447.30148
3.6775	-441.84226	-426.4903647	-447.0555741	-446.7729057	-446.8665092	-447.20921	-447.3494965	-446.95282
3.678	-439.55924	-426.4943119	-446.4996234	-446.2885197	-446.4388589	-446.9150317	-447.6968291	-448.17551
