frame_number,force
0,688.7579959881025
1,688.7075314932707
2,688.6572393930086
3,688.6072912846888
4,688.5578571759359
5,688.5091047012073
6,688.4611983517207
7,688.4142987227807
8,688.3685617825442
9,688.3241381662901
10,688.2811725002446
11,688.2398027589327
12,688.2001596597897
13,688.1623660982027
14,688.1265366253709
15,688.0927769708188
16,688.0611836113208
17,688.0318433880007
18,688.0048331730057
19,687.9802195865815
20,687.9580587650353
21,687.9383961800314
22,687.9212665095827
23,687.9066935607784
24,687.8946902438723
25,687.8852585971094
26,687.8783898617921
27,687.8740646074885
28,687.8722529077253
29,687.8729145666837
30,687.8759993971489
31,687.8814475492604
32,687.8891898886999
33,687.8991484220921
34,687.9112367666817
35,687.9253606606333
36,687.9414185094192
37,687.9593019626993
38,687.9788965151064
39,688.0000821237724
40,688.0227338354756
41,688.0467224170072
42,688.0719149836682
43,688.0981756225126
44,688.1253660085957
45,688.1533460135913
46,688.1819743065714
47,688.2111089465952
48,688.2406079662078
49,688.270329944357
50,688.3001345669845
51,688.3298831735669
52,688.3594392877295
53,688.388669129576
54,688.4174421068693
55,688.4456312819372
56,688.4731138112081
57,688.4997713546677
58,688.5254904533107
59,688.5501628737095
60,688.5736859197821
61,688.5959627124163
62,688.6169024375505
63,688.636420562714
64,688.6544390214036
65,688.6708863645065
66,688.685697878416
67,688.6988156703407
68,688.7101887221548
69,688.7197729144549
70,688.7275310220624
71,688.7334326814826
72,688.737454330434
73,688.7395791197457
74,688.7397967984715
75,688.7381035737384
76,688.7345019474805
77,688.7290005328152
78,688.7216138534386
79,688.7123621299563
80,688.7012710571934
81,688.6883715758926
82,688.6736996409484
83,688.6572959870028
84,688.6392058914523
85,688.6194789347894
86,688.5981687585911
87,688.5753328221484
88,688.5510321593587
89,688.5253311376441
90,688.4982972202372
91,688.4700007325381
92,688.44051463283
93,688.4099142875707
94,688.3782772515839
95,688.3456830535615
96,688.3122129872532
97,688.2779499085102
98,688.2429780379173
99,688.2073827680754
100,688.171250473819
101,688.1346683231229
102,688.0977240865142
103,688.0605059434228
104,688.023102284708
105,687.9856015113241
106,687.9480918296904
107,687.9106610448885
108,687.8733963535054
109,687.836384138772
110,687.7997097712876
111,687.763457418697
112,687.7277098672167
113,687.6925483571697
114,687.658052434022
115,687.6242998159913
116,687.5913662789933
117,687.5593255591336
