
 0.06619, -0.24540, -0.87997, -0.08271, -0.04333, -0.05115, -0.39192, -0.41855, -0.86983,  0.17700,  0.00000, -0.00723
 0.17651,  0.17847,  0.61598,  0.11580, -0.07222, -0.02192, -0.43547, -0.11014,  0.08698, -0.09655,  0.02840, -0.13013
-0.11032, -0.17847, -0.52798, -0.11580,  0.05778, -0.04384, -0.13064, -0.68290,  1.13078,  0.01609, -0.29822, -0.05061
 0.15444, -0.24540,  1.31996,  0.03308,  0.11555,  0.11691, -0.23951, -0.57275, -2.87043,  0.04827,  0.28402, -0.13013
-0.30889, -0.13386, -0.17599,  0.13234, -0.05778,  0.01461,  0.06532, -0.17623, -0.34793,  0.28964,  0.02840, -0.00723
 0.11032,  0.00000,  0.35199, -0.13234, -0.05778, -0.10230,  0.37015, -0.11014,  0.52190,  0.04827,  0.05680,  0.24581
 0.02206, -0.20078,  0.43999, -0.19851, -0.18777,  0.13883, -0.17419, -0.26435, -0.26095,  0.03218,  0.07101,  0.02169
-0.33095,  0.04462,  0.87997, -0.33085, -0.10111,  0.05115, -0.50079, -0.11014, -0.08698,  0.24137,  0.08521, -0.09398
-0.06619, -0.35695, -0.96797, -0.23159,  0.00000, -0.07307,  0.13064, -0.37449, -0.69586,  0.17700, -0.02840,  0.10121
 0.06619, -0.11155, -0.08800, -0.08271, -0.07222, -0.02923, -0.04355, -0.19826,  0.95681,  0.12873,  0.14201,  0.05784
 0.13238,  0.42388,  0.35199, -0.06617, -0.05778, -0.00731, -0.08709, -0.55072,  0.26095,  0.19310, -0.01420, -0.00723
 0.13238, -0.13386, -0.61598,  0.00000, -0.05778, -0.07307, -0.56611, -0.46261,  1.30474, -0.24137, -0.08521, -0.00723
 0.11032, -0.22309,  0.61598, -0.16542, -0.10111, -0.02192, -0.23951, -0.77101,  1.13078,  0.32183,  0.11361, -0.05061
 0.41920,  0.00000, -0.17599,  0.06617, -0.02889,  0.04384, -0.21773, -0.44058, -0.08698,  0.00000,  0.00000, -0.13013
-0.08825, -0.02231, -0.35199, -0.08271,  0.11555,  0.00000,  0.08709, -0.37449,  0.60888,  0.08046,  0.15621, -0.12290
-0.08825, -0.04462,  0.70398,  0.00000,  0.10111, -0.08037,  0.15241, -0.19826,  0.95681,  0.25746,  0.14201,  0.04338
-0.08825, -0.22309,  0.79198, -0.04963, -0.08666,  0.09499,  0.50079, -0.57275,  0.69586,  0.24137,  0.04260,  0.02169
-0.06619,  0.11155, -1.49596, -0.04963,  0.00000,  0.02192, -0.41369, -0.57275,  0.26095, -0.01609, -0.07101, -0.08675
-0.04413,  0.08924, -0.26399,  0.01654,  0.14444, -0.02923,  0.15241, -0.74898,  0.60888, -0.24137,  0.00000, -0.07953
 0.04413, -0.04462, -0.43999, -0.08271, -0.05778, -0.04384,  0.19596, -0.68290, -0.60888,  0.04827,  0.22722, -0.06507
 0.15444, -0.20078,  0.17599, -0.08271, -0.20221,  0.00731,  0.13064, -0.46261,  0.60888, -0.33792,  0.09941, -0.15905
 0.06619,  0.40157,  0.87997,  0.13234, -0.02889, -0.04384,  0.26128, -0.57275, -0.17397, -0.11264,  0.18462, -0.02892
-0.06619, -0.22309, -1.31996, -0.01654, -0.23110, -0.10230,  0.15241, -0.72695,  0.00000,  0.25746,  0.05680, -0.03615
-0.19857,  0.08924, -0.26399,  0.01654,  0.02889,  0.08037, -0.02177, -0.28638, -0.52190,  0.19310,  0.15621, -0.05061
-0.06619,  0.13386, -0.87997, -0.09925, -0.01444, -0.02923,  0.23951, -0.66087,  0.86983,  0.20919,  0.14201,  0.03615
 0.04413,  0.04462,  0.52798,  0.08271,  0.11555,  0.08037,  0.26128, -0.44058,  1.91362,  0.01609,  0.31243,  0.01446
 0.02206,  0.02231, -0.17599, -0.06617, -0.24555,  0.05845, -0.04355, -0.90319,  1.13078, -0.25746, -0.08521, -0.01446
-0.19857, -0.06693,  0.43999, -0.09925,  0.11555,  0.06576, -0.23951, -0.70493,  1.56569,  0.00000,  0.05680,  0.00723
-0.22063,  0.13386,  0.00000, -0.01654, -0.05778,  0.05115, -0.10887, -0.66087,  0.34793, -0.08046,  0.00000, -0.01446
 0.48539, -0.37926,  0.17599, -0.33085, -0.15888,  0.03653,  0.10887, -0.85913, -0.52190,  0.22528,  0.01420, -0.14459
 0.35301,  0.20078, -0.08800,  0.01654, -0.15888,  0.05115, -0.08709, -0.57275,  1.47871,  0.06437, -0.11361,  0.00723
-0.13238, -0.35695, -0.26399,  0.09925, -0.18777,  0.01461, -0.02177, -0.63884,  1.30474,  0.01609,  0.11361,  0.02892
 0.04413, -0.49080, -0.17599,  0.03308, -0.02889,  0.01461,  0.08709, -0.41855,  0.78284,  0.04827,  0.18462,  0.03615
 0.22063,  0.02231,  0.52798, -0.01654, -0.11555,  0.05845, -0.43547, -0.39652,  1.21776, -0.04827, -0.15621, -0.01446
 0.00000,  0.13386, -0.87997, -0.26468,  0.08666,  0.02923, -0.23951, -0.72695,  0.78284, -0.25746, -0.11361,  0.00000
-0.06619, -0.11155,  0.52798, -0.08271,  0.18777,  0.00731, -0.08709, -0.48464, -1.04379,  0.11264, -0.08521, -0.05784
 0.15444,  0.24540, -0.79198, -0.04963,  0.02889, -0.05845, -0.39192, -0.96927,  0.17397,  0.06437, -0.24142,  0.17351
-0.08825, -0.04462, -1.31996, -0.16542, -0.02889,  0.00000, -0.21773, -0.26435, -2.95741,  0.12873,  0.07101,  0.01446
 0.15444,  0.08924,  0.61598,  0.06617, -0.01444,  0.08768,  0.04355, -0.50667, -1.13078,  0.06437,  0.04260,  0.11567
-0.17651,  0.29002, -0.35199,  0.13234, -0.10111,  0.04384,  0.04355, -0.41855, -0.60888, -0.11264, -0.14201,  0.07230
-0.08825, -0.13386,  0.79198,  0.11580,  0.18777,  0.02192, -0.19596, -0.72695,  0.69586, -0.30574,  0.14201,  0.01446
 0.04413, -0.13386, -0.79198, -0.06617, -0.07222,  0.05115, -0.08709, -0.81507,  0.43491, -0.01609,  0.01420,  0.00000
-0.04413, -0.11155,  0.08800,  0.04963, -0.04333,  0.02192, -0.02177, -0.77101,  1.13078, -0.40228,  0.17041,  0.13013
-0.08825,  0.26771,  0.79198, -0.04963, -0.14444,  0.02192,  0.17419, -0.83710,  1.21776,  0.08046, -0.08521,  0.11567
 0.13238, -0.40157, -0.87997,  0.08271,  0.02889,  0.02923,  0.19596, -0.68290,  0.78284, -0.24137,  0.12781,  0.08675
 0.24270,  0.00000,  0.61598, -0.04963, -0.11555,  0.04384,  0.00000, -0.52869,  1.30474, -0.09655,  0.12781,  0.13013
 0.02206,  0.06693,  0.52798, -0.09925,  0.10111,  0.01461,  0.10887, -0.19826, -1.13078, -0.37010,  0.22722, -0.05061
 0.22063,  0.00000, -0.08800,  0.04963, -0.07222,  0.06576, -0.06532, -0.63884, -0.08698,  0.06437, -0.04260,  0.14459
 0.37508, -0.26771, -0.35199,  0.16542,  0.04333, -0.10230, -0.06532, -0.63884, -0.17397,  0.03218,  0.11361, -0.02169
-0.33095, -0.35695,  1.14397,  0.06617, -0.10111, -0.03653,  0.17419, -0.41855,  2.26155,  0.37010,  0.15621,  0.05061
