
-0.39877, -0.26882,  0.00000, -0.06644,  0.23206,  0.13206, -0.17444, -0.08825, -0.17422,  0.03223, -0.25599,  0.00000
-0.13292,  0.08961, -0.35344,  0.13288, -0.02901,  0.02935,  0.00000, -0.17649,  0.69687,  0.00000,  0.08533, -0.11584
 0.00000, -0.04480,  0.53016,  0.09966,  0.11603, -0.05869,  0.34888, -0.04412,  1.56796, -0.38676, -0.19910,  0.01448
-0.26585, -0.35843, -0.53016, -0.16610,  0.02901, -0.10271, -0.08722,  0.00000,  0.34843, -0.06446, -0.11377, -0.01448
 0.08862, -0.08961,  0.00000,  0.09966,  0.08702, -0.10271,  0.30527, -0.08825,  1.04530, -0.12892, -0.05689, -0.04344
-0.26585,  0.00000, -0.35344,  0.13288, -0.02901, -0.10271,  0.26166,  0.04412,  1.04530, -0.12892,  0.19910, -0.02896
 0.22154,  0.00000,  1.06032, -0.13288, -0.17404, -0.04402,  0.00000, -0.30886,  0.52265, -0.25784,  0.08533, -0.08688
 0.22154, -0.22402,  0.17672, -0.09966, -0.05801, -0.02935, -0.39249,  0.08825,  1.56796,  0.16115, -0.02844, -0.01448
-0.22154,  0.13441,  0.00000,  0.03322,  0.00000, -0.07337, -0.17444,  0.13237, -0.17422,  0.12892,  0.02844, -0.02896
 0.08862,  0.00000,  1.41376, -0.13288,  0.26106,  0.11739,  0.08722, -0.44123,  0.87109,  0.19338, -0.11377,  0.08688
-0.08862, -0.17921, -0.88360,  0.00000,  0.05801, -0.02935, -0.21805,  0.04412,  0.52265,  0.16115,  0.02844,  0.04344
 0.08862,  0.08961,  0.35344,  0.13288, -0.05801, -0.08804, -0.13083, -0.13237,  0.69687, -0.06446,  0.19910, -0.07240
-0.39877, -0.13441,  0.00000,  0.00000, -0.17404, -0.10271, -0.08722,  0.13237,  0.00000, -0.09669,  0.02844,  0.18824
-0.08862,  0.13441,  0.35344, -0.06644, -0.08702,  0.05869, -0.26166, -0.08825, -0.69687,  0.09669, -0.05689,  0.01448
-0.53169,  0.00000,  1.06032,  0.00000, -0.02901,  0.04402, -0.13083,  0.13237,  0.34843,  0.00000,  0.19910, -0.04344
-0.17723,  0.04480, -0.17672,  0.13288,  0.11603,  0.05869, -0.17444,  0.17649,  0.52265,  0.19338, -0.11377,  0.04344
-0.22154, -0.35843, -0.35344,  0.00000,  0.11603,  0.01467,  0.04361, -0.22061, -0.34843, -0.09669,  0.08533, -0.01448
-0.08862,  0.04480,  0.35344, -0.13288, -0.05801,  0.11739, -0.39249, -0.35298,  0.87109, -0.09669, -0.11377,  0.07240
-0.13292,  0.08961,  1.23704, -0.06644,  0.00000, -0.13206, -0.13083,  0.17649, -1.56796,  0.12892,  0.00000,  0.07240
-0.04431, -0.40323,  1.59048, -0.16610, -0.29007,  0.02935,  0.04361, -0.08825,  1.21952, -0.09669, -0.14222,  0.04344
-0.22154, -0.13441,  0.88360,  0.16610,  0.05801,  0.01467,  0.04361, -0.26474,  1.21952, -0.22561, -0.36976,  0.02896
-0.26585, -0.58245,  0.00000, -0.06644, -0.17404, -0.10271,  0.17444, -0.22061,  0.34843, -0.03223,  0.08533, -0.04344
 0.08862, -0.04480,  0.70688, -0.03322,  0.05801, -0.02935,  0.08722, -0.08825, -1.21952, -0.16115, -0.17066,  0.01448
-0.26585,  0.00000, -0.88360,  0.06644, -0.17404, -0.07337,  0.04361, -0.13237,  1.04530,  0.00000, -0.14222,  0.01448
-0.22154,  0.04480, -0.88360, -0.03322,  0.14503, -0.05869, -0.04361,  0.30886,  0.34843,  0.19338, -0.14222,  0.04344
-0.04431, -0.13441, -2.47408,  0.06644, -0.20305,  0.00000, -0.08722,  0.26474, -0.34843,  0.06446, -0.05689,  0.07240
 0.04431, -0.13441,  0.00000,  0.19932, -0.05801, -0.08804,  0.08722,  0.30886, -1.21952, -0.03223,  0.00000,  0.08688
-0.26585, -0.26882, -0.53016,  0.13288,  0.14503, -0.01467,  0.04361,  0.17649,  0.17422,  0.35453, -0.19910, -0.04344
-0.08862, -0.04480, -1.06032, -0.03322, -0.14503, -0.05869, -0.08722, -0.22061,  0.52265,  0.16115, -0.17066, -0.07240
 0.17723, -0.13441, -0.17672,  0.03322,  0.05801,  0.02935, -0.04361, -0.13237, -1.04530, -0.45123, -0.19910, -0.13032
 0.00000, -0.13441, -0.70688,  0.09966, -0.05801, -0.08804,  0.13083, -0.17649,  2.61326, -0.45123, -0.22755,  0.05792
