file_prefix,cutoff_type,cutoff_frequency,PID,propulsive_peakforce_rfd_slope_between_events,propulsive_peakforce_rfd_instantaneous_average_between_events,propulsive_peakforce_rfd_instantaneous_peak_between_events,braking_peakforce_rfd_slope_between_events,braking_peakforce_rfd_instantaneous_average_between_events,braking_peakforce_rfd_instantaneous_peak_between_events,braking_propulsive_rfd_slope_between_events,braking_propulsive_rfd_instantaneous_average_between_events,braking_propulsive_rfd_instantaneous_peak_between_events,braking_net_vertical_impulse,propulsive_net_vertical_impulse,braking_to_propulsive_net_vertical_impulse,total_net_vertical_impulse,peak_force,average_force_of_braking_phase,average_force_of_propulsive_phase,takeoff_velocity,jump_height_takeoff_velocity,jump_height_net_vertical_impulse,movement_time,unweighting_time,braking_time,propulsive_time,lowering_displacement,frame_start_of_unweighting_phase,frame_start_of_breaking_phase,frame_start_of_propulsive_phase,frame_peak_force,trial_type,trial_number
F04_CTRL2,group_cutoff,26.648000000000003,F04,7448.5686882803475,7451.440545376269,10623.14597154269,2374.9748692476987,2378.2007490759165,10623.14597154269,139.75521470883905,143.1370625939427,6627.436040237313,166.20384933112427,109.7985840902393,56.3808375790595,185.3888491334189,1913.7523484912454,849.0353360118354,1383.7459654522183,2.630814715028605,0.3527617770036209,0.3527617770036211,0.8445,0.3295,0.3575,0.1575,-0.19154347757829676,2089,2748,3463,3778,CTRL,2
F04_CTRL3,group_cutoff,26.648000000000003,F04,3096.996649970094,3112.5227531652035,5964.517973515438,4593.780891436641,4601.481807665991,9753.217971897102,5556.35930934947,5559.027866284343,9753.217971897102,170.15071209094626,97.16919932889262,72.56947318883836,183.0714910343996,1813.2767323986322,1182.0123201803394,1485.626715610353,2.59548873060111,0.3433517711864098,0.34335177118640886,0.826,0.582,0.1485,0.0955,-0.20799918604808593,2076,3240,3537,3728,CTRL,3
F04_CTRL4,group_cutoff,26.648000000000003,F04,3123.9145039931464,3130.5315301967994,5035.3614114590455,3886.2503378304978,3893.6043504930976,9045.519831805024,4466.125463896942,4474.04006953815,9045.519831805024,177.2012474820881,104.55587746697147,72.30488914347286,186.90357996695303,1734.5443175297505,1165.6774012723517,1439.4725252880385,2.6556231054229777,0.3594461813484393,0.3594461813484393,0.8665,0.598,0.1525,0.116,-0.22943011969905525,1998,3194,3499,3731,CTRL,4
F04_CTRL5,group_cutoff,26.648000000000003,F04,3086.513498310702,3090.1479987170073,4641.35524218576,3754.1270063016523,3762.3303250233753,11378.982709560194,4284.680787486514,4296.5149552006205,11378.982709560194,178.88215759620292,102.3993969483939,76.15890657412174,184.2820761773203,1710.0383335917033,1196.945779178679,1405.2749711886036,2.6142945516967293,0.34834536203013267,0.34834536203013206,0.8655,0.5945,0.151,0.12,-0.24128661928404835,1991,3180,3482,3722,CTRL,5
F04_EXTf1,group_cutoff,26.648000000000003,F04,3705.695694817687,3726.7948143166477,8125.7990305742715,4799.7097617907375,4803.849349037972,8741.98847344867,5503.525478210066,5496.754433042025,8741.98847344867,150.4352543402893,101.9779403632361,48.04548502253636,183.7709553508037,1875.834038021653,1014.2122391343717,1522.3859391411897,2.603163335411518,0.3453852880138032,0.34538528801380347,0.834,0.5875,0.15,0.0965,-0.19080488335310813,2080,3255,3555,3748,EXTf,1
F04_EXTf2,group_cutoff,26.648000000000003,F04,3738.7985989619597,3759.700808071231,6142.648268860066,5071.469284574802,5078.284297284656,7273.988987841876,5679.95557832729,5680.3384949319425,7273.988987841876,144.3962969537037,74.65690866785735,69.2983857679866,181.6539963035433,1842.184940003067,1140.3005859764335,1500.3406857410941,2.5705911314869807,0.336796063469904,0.3367960634699038,0.532,0.3055,0.1555,0.071,-0.2019038354993825,2626,3237,3548,3690,EXTf,2
F04_EXTf3,group_cutoff,26.648000000000003,F04,5352.692289193177,5360.24478222895,8787.92687787721,3775.901693658029,3781.9908000479154,8787.92687787721,2737.9583044402148,2743.084117099616,7443.382785437512,164.64445631830225,98.06136564815954,66.33949213062053,178.26127263653967,1810.5317706465646,1065.8318011184808,1406.4148140908478,2.5216129824287177,0.3240842014858844,0.3240842014858844,0.8595,0.5635,0.1785,0.1175,-0.21771658780008182,2014,3141,3498,3733,EXTf,3
F04_EXTf4,group_cutoff,26.648000000000003,F04,3281.6423992585005,3297.636146475473,6048.208669370273,4488.280904990575,4494.704011296959,8107.136190863675,5229.614366028582,5230.157470729768,8107.136190863675,165.4343366541466,93.26531846125172,71.76919576056518,178.88521509950263,1802.580024336348,1163.3415180807392,1458.2672102314632,2.532432044182202,0.3268711548624284,0.3268711548624284,0.5215,0.2745,0.153,0.094,-0.21045045156479783,2676,3225,3531,3719,EXTf,4
F04_EXTf5,group_cutoff,26.648000000000003,F04,3268.4925719947937,3274.3591350011607,6012.985639633844,3376.929547341045,3385.8225464460443,10846.360821871902,3461.016902474814,3472.256748734143,10846.360821871902,185.696797978633,109.7924395688081,75.61512224819386,181.22523529464308,1695.8820867083027,1147.0272416968762,1395.4346789081087,2.5640073332570736,0.3350730685522961,0.33507306855229624,0.915,0.6185,0.167,0.1295,-0.2345698394485259,1911,3148,3482,3741,EXTf,5
F04_INTf1,group_cutoff,26.648000000000003,F04,5022.210278962747,5039.5908148441995,8581.291063149692,4304.701982349859,4310.813172893261,8581.291063149692,3977.837091670653,3978.8144693378335,6454.081581117935,146.57647553257266,79.92290604136474,66.29610487175935,176.94455882275378,1821.7431373442107,1062.856851747829,1452.4991962495444,2.5027998772162947,0.31926642331263505,0.3192664233126355,0.877,0.615,0.18,0.082,-0.1917028069976565,1942,3172,3532,3696,INTf,1
F04_INTf2,group_cutoff,26.648000000000003,F04,1724.3303258968288,1720.1332921814444,3663.5478182432707,2910.8597399066284,2920.068696447394,11942.608464565477,4147.9625387758615,4171.148888436154,11942.608464565477,201.71240946396387,118.49187478411463,82.9053616891178,176.01489455896512,1597.7022382310988,1238.5203231266023,1319.491827742025,2.488591019496183,0.3156516443586672,0.31565164435866777,0.892,0.5805,0.1525,0.159,-0.26290156674127396,1969,3130,3435,3753,INTf,2
F04_INTf3,group_cutoff,26.648000000000003,F04,2293.2776115709917,2293.205731387438,4958.012145140208,3276.802918467459,3287.252955951665,13473.669265568606,4111.213098189301,4130.589794856155,13473.669265568606,192.27047910044197,107.17690949314223,84.7737759110668,177.66042001437816,1635.2917484517852,1242.1092495901798,1359.3542980172576,2.510780173476175,0.3213056615454155,0.3213056615454154,0.895,0.6085,0.155,0.1315,-0.24784580349699223,1937,3154,3464,3727,INTf,3
F04_INTf4,group_cutoff,26.648000000000003,F04,4182.76855183411,4184.870223059754,8387.8248962129,3520.4944270251412,3526.26484589036,8387.8248962129,3046.344546364807,3054.741575858939,8114.330935229547,172.4049700169091,99.31849944287981,72.82360274500485,174.44279895552427,1736.3969997076854,1116.7572040404034,1371.361442560233,2.4664342324644615,0.3100559542850437,0.31005595428504346,0.915,0.619,0.1725,0.1235,-0.21658184318033122,1900,3138,3483,3730,INTf,4
F04_INTf5,group_cutoff,26.648000000000003,F04,3765.258130816481,3768.1852337842683,5709.3496098252945,3554.3558081692895,3561.625665404657,9873.703591388301,3380.27770058748,3391.132053408787,9873.703591388301,176.30781554848613,104.65551267001959,71.38567170671782,174.29171079622586,1716.0081993780527,1146.9695198867817,1355.8704440944277,2.467675974190557,0.3103682320895675,0.3103682320895676,0.8605,0.573,0.1575,0.13,-0.21796480069402688,2011,3157,3472,3732,INTf,5
F05_CTRL1,group_cutoff,26.648000000000003,F05,1058.859582112701,1057.8571731769105,4688.394344570581,920.3648029207827,922.257585323542,5567.793352626613,671.8655991135697,678.9531819752129,5567.793352626613,183.40371852643258,108.05183412170813,75.26379711458276,136.73369684624777,1220.3809300626053,832.83736592679,785.3766010407908,2.4569214261480723,0.30766885291872975,0.3076688529187291,1.07,0.3365,0.2625,0.471,-0.36269782816325125,1657,2330,2855,3797,CTRL,1
F05_CTRL2,group_cutoff,26.648000000000003,F05,985.9891461357589,984.9013991320764,4674.825241555693,1084.2957231529417,1086.6726691853387,7015.981576471124,1254.5439116255266,1262.9210433108424,7015.981576471124,189.28453954300278,110.83978974407842,78.29312417580815,139.5675043122122,1258.9622112199092,871.3479650081491,817.9440602488218,2.5099675966843518,0.32109772356806426,0.32109772356806365,1.0325,0.3755,0.2405,0.4165,-0.3612224247523823,1741,2492,2973,3806,CTRL,2
F05_CTRL3,group_cutoff,26.648000000000003,F05,1122.3520149685899,1121.1851035312275,3938.7412364461925,934.6418294698545,936.1758920606965,4733.848042695434,635.4680365529267,641.3069302451868,4733.848042695434,178.31197771835542,108.53336451680639,69.69068215015164,138.01668356846483,1210.6461201892844,798.3011267771324,799.4052714864697,2.4876899730664177,0.3154231091791638,0.31542310917916416,1.0715,0.3595,0.2745,0.4375,-0.35142769369558924,1648,2367,2916,3791,CTRL,3
F05_CTRL4,group_cutoff,26.648000000000003,F05,865.394278747124,863.8675785296642,4065.5070497143315,910.0744584038013,911.1973396700739,4065.5070497143315,993.686490509864,999.7676529152849,3810.9637873959728,174.71378789770293,107.04421488910042,67.54215448161422,139.2855080658645,1215.2350993044495,809.3064962964268,782.5293403679332,2.5037582912623133,0.31951098782185416,0.31951098782185416,1.135,0.3985,0.2565,0.48,-0.3679091211431467,1511,2308,2821,3781,CTRL,4
F05_CTRL5,group_cutoff,26.648000000000003,F05,907.7663122576926,906.2798837836381,4583.872696742881,1005.5584529737159,1006.6929414220334,4583.872696742881,1193.3273788977199,1199.494242666247,3435.0585342816776,170.68933925841543,104.98174946925307,65.56146264166125,140.3142814454544,1261.2751101660199,813.4167206208376,789.1120671316035,2.528340114149092,0.32581568464910515,0.3258156846491056,1.0935,0.381,0.244,0.4685,-0.3585908695913161,1600,2362,2850,3787,CTRL,5
F05_EXTf1,group_cutoff,26.648000000000003,F05,1116.6127608950167,1115.9972438481782,5773.887400206295,973.6784942668064,975.6068321762802,5773.887400206295,720.3593484603741,726.7961025795505,5405.906968265539,164.56763502548,99.4213078527188,65.05546409646657,136.35187826831708,1227.0071251416923,803.695946466306,787.4889833578114,2.450418623591862,0.3060423766995839,0.30604237669958406,1.1025,0.4025,0.2525,0.4475,-0.30252611267764296,1559,2364,2869,3764,EXTf,1
F05_EXTf2,group_cutoff,26.648000000000003,F05,1077.4546161072085,1076.1261791609877,4443.652182691731,1008.9737253222629,1010.5643260170352,5249.1934049667325,881.8356058400251,888.845542529406,5249.1934049667325,178.82829523483508,109.95437592486029,68.76779774407207,138.77504047886916,1237.6326816875735,831.0523387379388,799.7071038601008,2.4984332023367424,0.31815333672470075,0.318153336724701,1.0745,0.3875,0.2405,0.4465,-0.3110753746011908,1652,2427,2908,3801,EXTf,2
F05_EXTf3,group_cutoff,26.648000000000003,F05,999.5186999742643,998.6566598766624,4437.309571405873,930.076995316859,932.3813943143807,6654.789040087606,814.0396486867336,821.6351791833565,6654.789040087606,170.58487557194917,99.11366493318377,71.36083651804097,137.11943263601248,1214.9104811208947,810.748817562609,786.8113597102955,2.466972454869156,0.31019128914796884,0.3101912891479683,1.092,0.3735,0.269,0.4495,-0.3432024463670681,1577,2324,2862,3761,EXTf,3
F05_EXTf4,group_cutoff,26.648000000000003,F05,887.8375697130897,886.9396568492978,3972.7908093000297,817.0680775260474,818.5189686665898,4430.07208831422,688.46829135034,694.1873449912957,4430.07208831422,153.8325052391018,88.87791954903209,64.86195383104409,136.15295616503963,1162.774188386164,787.7665789944158,761.977126380846,2.4481889508447785,0.3054856849662822,0.30548568496628287,1.107,0.352,0.268,0.487,-0.31468745551503313,1499,2203,2739,3713,EXTf,4
F05_EXTf5,group_cutoff,26.648000000000003,F05,1193.7030658613396,1192.4581446615296,3713.1344336020993,895.7112611257797,897.4951606558014,4973.098850206821,434.0727510066843,440.5487939678925,4973.098850206821,162.0217646886919,97.08194445779625,64.88063398722964,136.12420636900748,1162.3915434904973,787.0226228992108,797.1921494249183,2.445000011368211,0.3046903698058385,0.3046903698058393,1.1145,0.4275,0.2695,0.4175,-0.33548401596920735,1519,2374,2913,3748,EXTf,5
F05_INTf1,group_cutoff,26.648000000000003,F05,879.3760128194451,878.6415696903896,3750.7089871357894,772.6423344723413,774.3856521878937,5406.016667155549,592.7584498077829,598.6776682596366,5406.016667155549,180.92582580555455,109.39285102312604,71.45028827428995,135.68041249561603,1119.4720014299676,803.2102214105968,781.2809044334174,2.443818457308651,0.30439595577382444,0.3043959557738242,1.094,0.3515,0.2765,0.466,-0.34282597482463706,1595,2298,2851,3783,INTf,1
F05_INTf2,group_cutoff,26.648000000000003,F05,979.9800939831331,979.2649606636198,6143.125234178151,921.9335693437489,924.000972134752,6143.125234178151,822.9671184239277,829.7786075340489,6037.369498559623,161.68620213026506,90.69053117192189,70.89167174556084,131.11884763253983,1175.2864483080982,826.6741664314636,778.6659107084265,2.357073184723811,0.28316992854964573,0.2831699285496459,1.0645,0.3815,0.2525,0.4305,-0.3317817434511507,1604,2367,2872,3733,INTf,2
F05_INTf3,group_cutoff,26.648000000000003,F05,1190.101187562339,1189.3616709818127,3678.788348153583,1000.4126552400984,1004.4862813411871,10747.587492755265,722.79373784138,733.9116456615425,10747.587492755265,190.43269596194827,111.84906416596527,78.4875407670427,136.78011769318064,1201.7413438850963,837.5096161423717,822.0304970128061,2.466931946849797,0.3101811024662655,0.3101811024662642,0.9365,0.2775,0.2675,0.3915,-0.3466110366534647,1924,2479,3014,3797,INTf,3
F05_INTf4,group_cutoff,26.648000000000003,F05,1179.624485130398,1178.6526980134254,4477.058214801829,1014.0175197783192,1016.9255992718462,7628.2791815439705,758.3998053664066,767.2965377713047,7628.2791815439705,156.4664697744463,82.61238133642314,73.75514903959207,136.66485349349165,1214.1579309199292,831.5077236141806,798.8577287043095,2.4554850718369305,0.30730922212099976,0.30730922212100015,1.008,0.3505,0.2585,0.399,-0.33174299224913095,1699,2400,2917,3715,INTf,4
F05_INTf5,group_cutoff,26.648000000000003,F05,873.3346657644141,872.0113941010706,4128.340846525156,942.597698873138,944.3025206901766,5041.254729595385,1074.8009985827352,1082.2855838893006,5041.254729595385,183.67490691599323,107.59349295364021,75.95184279700112,137.75823132873631,1203.363634788169,858.5151573120588,785.1523443487616,2.488353551498862,0.3155914065880224,0.3155914065880224,1.059,0.358,0.241,0.46,-0.35309843102989547,1661,2377,2859,3779,INTf,5
F06_CTRL1,group_cutoff,26.648000000000003,F06,,,,7346.340682412129,7372.22556801764,12493.840631942032,7346.340682412129,7372.22556801764,12493.840631942032,73.13064744778613,,73.13064744778613,143.54530765986902,1523.3470124397613,1209.2271597936603,1224.5774895423542,2.2888456510428683,0.2670139864575867,0.26701398645758734,0.793,0.6695,0.1235,0.0,-0.1751655421767905,3940,5279,5526,5526,CTRL,1
F06_CTRL2,group_cutoff,26.648000000000003,F06,,,,8329.76173875483,8354.956219469366,12260.598103576922,8329.76173875483,8354.956219469366,12260.598103576922,74.28834065570298,,74.28834065570298,145.39638587646698,1609.5654733190831,1241.8163824558196,1261.034981334176,2.317554587923694,0.273754295005411,0.27375429500541065,0.772,0.653,0.119,0.0,-0.19357543230310076,4003,5309,5547,5547,CTRL,2
F06_CTRL3,group_cutoff,26.648000000000003,F06,1120.7116646516176,1122.291274838355,1744.5119651227724,2528.02521997229,2535.107363669849,9844.55895675579,3783.918962378713,3795.911594842257,9844.55895675579,159.56000092114357,95.25025215053205,64.01196812407072,143.42566785341197,1368.572329751826,1020.8443340453782,1135.149534852736,2.2886829416285015,0.26697602483696686,0.2669760248369673,1.6615,1.3625,0.158,0.141,-0.21629001923878444,2406,5131,5447,5729,CTRL,3
F06_CTRL4,group_cutoff,26.648000000000003,F06,306.2511820735814,321.8319292846579,646.5572922423016,7048.60369400644,7074.696321518271,13947.545580663369,7626.519623600685,7653.51326942401,13947.545580663369,84.70583002934691,9.375748313955436,74.86243957553177,143.92508960692845,1554.5045484119364,1228.871419727319,1237.4707623561283,2.2926544598877916,0.2679033879940561,0.2679033879940558,0.744,0.611,0.1225,0.0105,-0.21817130211701227,4068,5290,5535,5556,CTRL,4
F06_CTRL5,group_cutoff,26.648000000000003,F06,163.75781097407355,164.48726013087082,434.210125350859,3580.3482950584166,3591.0725585269442,9749.48137036874,5913.944059659421,5931.494969884262,9749.48137036874,137.20101895922124,70.65396680450463,66.1561879297848,142.6286836603849,1412.0284803255588,1116.1760246857812,1178.677775624098,2.273576084279212,0.26346321157015257,0.26346321157015207,0.901,0.678,0.1325,0.0905,-0.19149355471793567,3870,5226,5491,5672,CTRL,5
F06_EXTf1,group_cutoff,26.648000000000003,F06,602.4403864607983,611.6425981175801,1224.091289611999,5986.456597698933,6006.406313896444,12908.493905716692,7390.071718916658,7412.823313729843,12908.493905716692,108.78201216440027,31.80459234396898,76.50237718808262,134.64648581110913,1588.5576537112643,1215.1805748379013,1233.8158307697809,2.1374117275899303,0.2328506061793563,0.23285060617935605,0.3805,0.2185,0.1285,0.0335,-0.26548845903967005,4867,5304,5561,5628,EXTf,1
F06_EXTf2,group_cutoff,26.648000000000003,F06,116.19787036100018,117.05192241375164,327.350173888728,3427.4631956154594,3434.7028297101724,7633.416170361219,4943.732839503024,4953.896511165773,7633.416170361219,117.29834406936203,49.67146311142365,67.26010100308102,134.7076202079972,1357.693540428604,1070.3372093421538,1115.7240712106716,2.144659330263734,0.23443239770067725,0.23443239770067767,0.549,0.3325,0.1485,0.068,-0.22963488857879663,4496,5161,5458,5594,EXTf,2
F06_EXTf3,group_cutoff,26.648000000000003,F06,427.65130839189794,438.56842902141426,911.0625731688924,4414.990233769241,4426.630536824711,8068.664742821362,4988.511586049544,5000.255908495049,8068.664742821362,83.01024959804346,15.066193248516038,67.57973263323944,140.10017787978796,1353.6913128237536,1079.9557279525498,1127.7327506160605,2.2317472794505764,0.2538580998641717,0.2538580998641722,0.4835,0.3165,0.146,0.021,-0.20784095973375583,4526,5159,5451,5493,EXTf,3
F06_EXTf4,group_cutoff,26.648000000000003,F06,686.960069200701,692.0497819830966,1081.6868731973227,4747.338000933664,4757.414823966222,9298.437219449552,6371.48917362685,6383.560840759472,9298.437219449552,112.98479906120113,45.46471599983788,67.09820784920989,138.76773108598275,1496.1025026110628,1123.6632997290315,1171.0289885973368,2.2111033962814233,0.24918339597590441,0.2491833959759051,0.4735,0.288,0.1325,0.053,-0.20090499789954316,4657,5233,5498,5604,EXTf,4
F06_EXTf5,group_cutoff,26.648000000000003,F06,548.5417156628286,556.6106456092818,1692.3569288193248,4585.7905544486275,4598.135840716448,9435.048677248647,6188.593464228757,6202.636479972476,9435.048677248647,110.39523925015773,44.42043956115442,65.56256427298135,145.79020047067084,1469.7491358374393,1108.4232572781084,1213.8628506365994,2.3225965232226726,0.27494671812874855,0.2749467181287492,0.4735,0.287,0.1335,0.053,-0.20332424519751693,4669,5243,5510,5616,EXTf,5
F06_INTf1,group_cutoff,26.648000000000003,F06,654.0014387143401,659.0409176733366,1119.3842024381738,5032.109125303849,5048.586554483711,12230.627758977003,6989.799554266638,7011.391514033065,12230.627758977003,118.07395871295758,47.86706638024865,69.77843528344604,142.6915387009842,1508.9173437878308,1184.7908017508878,1191.3854546334865,2.2733298210491655,0.26340614043177524,0.26340614043177496,0.4345,0.2565,0.123,0.055,-0.16893132877885336,4743,5256,5502,5612,INTf,1
F06_INTf2,group_cutoff,26.648000000000003,F06,579.1409023435023,586.7358827238868,1413.1029774984345,5298.204353949573,5312.356935717575,11179.410796590382,7067.85314830185,7084.464830590208,11179.410796590382,109.88352225002568,41.10990522648815,68.3361687793107,138.6482003970038,1517.745604366256,1168.4219121535748,1174.8128548495408,2.2095853662482763,0.24884136038422677,0.24884136038422597,0.763,0.5925,0.124,0.0465,-0.187500868377185,4069,5254,5502,5595,INTf,2
F06_INTf3,group_cutoff,26.648000000000003,F06,,,,5782.323345123325,5799.320588483775,12230.475107692066,5782.323345123325,5799.320588483775,12230.475107692066,73.73415480239282,,73.73415480239282,140.45744489607353,1417.7981513368618,1148.067767243707,1143.836584273492,2.2362198123595403,0.254876608011689,0.25487660801168904,0.452,0.313,0.139,0.0,-0.23757760442060513,4561,5187,5465,5465,INTf,3
F06_INTf4,group_cutoff,26.648000000000003,F06,483.86538497247903,496.68831244832836,1003.7574597387575,6060.001286816426,6083.765906687672,13843.69981034717,6922.974700197036,6948.432677224713,13843.69981034717,91.13162985010327,16.67875084187042,74.01724126091301,143.86433107006948,1496.8355012421648,1205.0355945003334,1200.0053093844776,2.291568031914854,0.26764954357258497,0.2676495435725849,0.781,0.6355,0.126,0.0195,-0.20151759428583133,3982,5253,5505,5544,INTf,4
F06_INTf5,group_cutoff,26.648000000000003,F06,,,,4977.410479556282,4989.39633836785,7863.112338692998,4977.410479556282,4989.39633836785,7863.112338692998,70.86587356446606,,70.86587356446606,137.57575222040026,1366.0746741724513,1086.0490558326628,1110.1159258534599,2.192727495095431,0.2450588107924303,0.24505881079243022,0.4345,0.2835,0.151,0.0,-0.2278618766564462,4572,5139,5441,5441,INTf,5
F07_CTRL1,group_cutoff,26.648000000000003,F07,1070.7862139432145,1074.6843943559738,2341.894915768178,3043.2480847996403,3044.5010366520505,6471.094326760853,5035.566954355963,5034.148047830303,6471.094326760853,179.91613099172014,127.2384702500157,52.30268785893148,194.03018177650878,1693.4898077322475,1134.080117181479,1445.4285288904316,2.434691450963429,0.3021265270843225,0.3021265270843233,0.9235,0.624,0.149,0.1505,-0.30955511268757563,1867,3115,3413,3714,CTRL,1
F07_CTRL2,group_cutoff,26.648000000000003,F07,956.8397281935415,958.78089897689,2224.921131267445,1987.6249166054856,1989.6587582794327,5361.524826630484,2782.8020619518425,2784.907392598537,5361.524826630484,189.78076316511178,127.93832194695042,61.52633481853498,195.08883771695247,1581.886791602801,1052.537911671871,1390.3561753331269,2.4492253237171813,0.3057443774891708,0.30574437748917105,0.8955,0.4925,0.2275,0.1755,-0.328880940035363,1917,2902,3357,3708,CTRL,2
F07_CTRL3,group_cutoff,26.648000000000003,F07,1623.2501821688468,1628.7004083096544,3431.915170158958,1918.4466274991987,1919.7974673245617,6311.951276400359,2073.4247612976337,2072.623423307388,6311.951276400359,173.85114494121694,121.48534267004617,52.055431368778656,186.87018922659954,1657.6985395508464,954.465759775637,1391.3094333995252,2.348952718066107,0.2812221647150944,0.2812221647150947,0.887,0.4295,0.3,0.1575,-0.28569389375381393,1927,2786,3386,3701,CTRL,3
F07_CTRL4,group_cutoff,26.648000000000003,F07,1742.570549966174,1747.2609213538424,3277.9383477102965,1800.3751161811376,1801.8419027134007,5716.029215101153,1827.7748341117779,1827.7136217064633,5716.029215101153,176.92842052304522,118.6747031975165,57.95531780767441,191.1829784108913,1649.9603481061442,960.0192636744466,1420.9717895521057,2.39733148434731,0.2929254967300141,0.292925496730014,0.8855,0.4035,0.327,0.155,-0.30900969841795445,1938,2745,3399,3709,CTRL,4
F07_CTRL5,group_cutoff,26.648000000000003,F07,523.8221247367773,528.7333752479543,3630.973217842402,1547.8538579249587,1549.0184507839344,5812.9950440132525,2120.5132829312433,2119.5826684374883,5812.9950440132525,197.73382954119523,141.32521011184707,56.055209228466616,191.417472094645,1584.823094300679,948.0049125895384,1380.1846801063691,2.409315437004111,0.29586141054976095,0.29586141054976184,0.921,0.401,0.3335,0.1865,-0.3086883657910408,1892,2694,3361,3734,CTRL,5
F07_EXTf1,group_cutoff,26.648000000000003,F07,352.8273211080982,354.0056451099437,1426.592566929292,1918.975660671346,1920.2218273205044,6887.028656446142,3753.9723528026725,3755.2980081121696,6887.028656446142,220.36017825439689,152.14408244876554,67.87162978925764,188.5093492961752,1546.8093363639157,1152.5718237619374,1358.0450811154394,2.3655285391015752,0.2852051615343544,0.2852051615343545,0.9275,0.529,0.1835,0.215,-0.35021178786558255,1919,2977,3344,3774,EXTf,1
F07_EXTf2,group_cutoff,26.648000000000003,F07,524.0659804695331,524.978801429732,1702.50442248513,1555.0240793913185,1555.8718604125122,5151.277412085328,2504.3812477034644,2505.1691367344933,5151.277412085328,232.67596978248923,164.13567832628382,68.21594354331192,188.83043404700123,1555.7926770360025,1045.8918637379281,1359.368784560268,2.369184478419081,0.28608741553424527,0.28608741553424527,0.9115,0.414,0.259,0.2385,-0.33256698618225405,1998,2826,3344,3821,EXTf,2
F07_EXTf3,group_cutoff,26.648000000000003,F07,1394.4870383035993,1400.697809142433,4170.812209040159,1533.7115612423477,1534.7402237781807,4227.7648989968,1601.5025716849066,1600.007969276692,4227.7648989968,180.78490226622233,118.49863343436806,62.011265321321524,183.37208169775928,1566.1948237243748,962.2314905490118,1352.2703312099661,2.301632258584269,0.27000566023219785,0.2700056602321983,0.8905,0.379,0.344,0.1675,-0.3083048300794296,1909,2667,3355,3690,EXTf,3
F07_EXTf4,group_cutoff,26.648000000000003,F07,2505.58908952537,2510.1744171982477,4199.978744879365,1789.1344675714886,1790.5516561652262,4199.978744879365,1439.3113163828627,1439.18159835878,4005.471436952008,177.01555649447036,122.45165422285612,54.31900078737801,192.84838397510296,1689.925368799705,941.8291405427462,1420.6464171564958,2.4186870459823986,0.29816753447518146,0.2981675344751822,0.883,0.3755,0.341,0.1665,-0.27855149751876807,1961,2712,3394,3727,EXTf,4
F07_EXTf5,group_cutoff,26.648000000000003,F07,1264.4320158442845,1270.1337933297264,3558.7357389400713,1587.7446250859075,1588.5635852909281,6047.56459584157,1726.9424884870464,1725.6592178684466,6047.56459584157,168.29712900139086,117.24750279232501,50.736007011736,183.08282253295232,1608.786986164565,922.7788264491401,1383.3691974163826,2.2944660867173625,0.26832694307319505,0.26832694307319443,0.9,0.38,0.3635,0.1565,-0.2845872531940177,1901,2661,3388,3701,EXTf,5
F07_INTf1,group_cutoff,26.648000000000003,F07,976.2998989255108,981.1494149712545,3361.540654613171,1838.5549493261876,1839.2108560445022,4600.15227766335,2354.951689307369,2353.09608138227,4600.15227766335,181.22622695041505,121.42260391430622,59.485388734878356,191.6942934565983,1577.982271330666,1003.0622495398293,1406.3256767837206,2.403020586853734,0.29431742817751605,0.2943174281775158,0.836,0.4035,0.2705,0.162,-0.2993102514101135,2035,2842,3383,3707,INTf,1
F07_INTf2,group_cutoff,26.648000000000003,F07,1573.361462535572,1574.9514347872648,3237.9899855377153,1473.5043392962857,1474.3478443233812,4399.557485327357,1408.1164156344123,1408.4711228640679,4399.557485327357,208.4338227064078,152.4025181527299,55.793830713317206,185.1685402836204,1606.2919237194728,948.9461897706789,1347.9626822970047,2.319099747149152,0.27411945143869826,0.274119451438698,0.967,0.4085,0.3375,0.221,-0.30872287391055014,1850,2667,3342,3784,INTf,2
F07_INTf3,group_cutoff,26.648000000000003,F07,1214.3901343781413,1218.0071602142061,2886.712672790978,1599.5927465301195,1601.0615689990736,4817.022439234192,1850.7573765674256,1850.8255005807519,4817.022439234192,203.87017537556633,137.86290579247554,65.72328755506074,194.6622386417098,1594.54399596089,996.5639284377647,1388.524773352669,2.4408392647830452,0.3036542465090029,0.30365424650900225,0.899,0.391,0.3075,0.2005,-0.31658081823438305,1959,2741,3356,3757,INTf,3
F07_INTf4,group_cutoff,26.648000000000003,F07,1062.4409928719504,1066.0858176957772,3842.8734024988953,1389.736491236184,1390.7569176333996,3972.1380822337233,1661.7743080584041,1660.613416282852,3972.1380822337233,239.87020119178968,168.985222462609,70.62980830870472,192.83398391488032,1565.182623229165,1011.6381774304031,1343.1003044154336,2.4193413846580105,0.29832888560239246,0.2983288856023932,0.966,0.402,0.308,0.256,-0.3224322952821358,1891,2695,3311,3823,INTf,4
