file_prefix,cutoff_type,cutoff_frequency,PID,propulsive_peakforce_rfd_slope_between_events,propulsive_peakforce_rfd_instantaneous_average_between_events,propulsive_peakforce_rfd_instantaneous_peak_between_events,braking_peakforce_rfd_slope_between_events,braking_peakforce_rfd_instantaneous_average_between_events,braking_peakforce_rfd_instantaneous_peak_between_events,braking_propulsive_rfd_slope_between_events,braking_propulsive_rfd_instantaneous_average_between_events,braking_propulsive_rfd_instantaneous_peak_between_events,braking_net_vertical_impulse,propulsive_net_vertical_impulse,braking_to_propulsive_net_vertical_impulse,total_net_vertical_impulse,peak_force,maximum_force,average_force_of_braking_phase,average_force_of_propulsive_phase,takeoff_velocity,jump_height_takeoff_velocity,jump_height_net_vertical_impulse,movement_time,unweighting_time,braking_time,propulsive_time,lowering_displacement,frame_start_of_unweighting_phase,frame_start_of_breaking_phase,frame_start_of_propulsive_phase,frame_peak_force
F07_CTRL1,participant_cutoff,21.8,F07,1070.4401679408618,1074.4407189408403,2381.1826040050946,3037.8644248657088,3038.9317809319373,6468.1991887732875,5005.288681790556,5003.422842923034,6468.1991887732875,179.46871511560107,126.79226333101064,52.301412124459446,191.0893431331756,1693.0192300485112,1693.0192300485112,1131.6956834818018,1426.4365480307529,2.3978726128266272,0.29305775062915373,0.29305775062915385,1.07,0.6225,0.15,0.2975,-0.309116944678246,1860,3105,3405,3705
F07_CTRL1,group_cutoff,26.648,F07,1070.7870965704533,1074.6857306836243,2341.895669183694,3043.248448964238,3044.5016273633964,6471.095594102051,5035.566794838497,5034.147885419139,6471.095594102051,179.92418181899257,127.24251439595402,52.306681103511494,190.96290255703843,1693.4899207723684,1693.4899207723684,1134.080114229313,1426.0021939951077,2.396285650873085,0.29266997556474234,0.29266997556474134,1.07,0.6235,0.149,0.2975,-0.30911361569630363,1860,3107,3405,3706
F07_CTRL1,literature_cutoff,50,F07,1062.2902575661933,1066.0757944060363,2277.3840906277765,3033.6784213604083,3035.357316564007,6480.564112174092,5038.14356776862,5037.6804749997955,6480.564112174092,180.84539370462105,128.14973866131092,52.320678989027584,190.89039316127327,1693.2357302985124,1693.2357302985124,1134.1739706363956,1425.753112941812,2.3953738595845913,0.2924472949633629,0.2924472949633634,1.07,0.6235,0.149,0.2975,-0.30911685619342416,1860,3107,3405,3708
F07_CTRL1,no_cutoff,none,F07,1051.256971061094,1048.3398424437303,6299.805000000168,2998.7853016393447,2998.229780327869,10326.049999999814,5024.475304347826,5026.376170568561,10326.049999999814,184.4903624666759,131.79309191158984,52.32273598072196,190.85472679363613,1695.176758,1695.176758,1133.008952993311,1425.6520751430976,2.394915349082414,0.2923353480769899,0.29233534807698924,1.066,0.619,0.1495,0.2975,-0.3091566906810538,1868,3106,3405,3716
F07_CTRL2,no_cutoff,none,F07,962.7808988764045,966.1889241573033,7723.143999999855,1975.202628992629,1979.7031855036855,9662.35300000012,2762.1505240174665,2767.500296943231,9662.35300000012,191.78678975947113,129.93999084928515,61.53094577436899,192.8286385716832,1585.094604,1585.094604,1050.7776224213974,1378.6662382797526,2.420861949248255,0.2987040049601458,0.29870400496014665,1.0425,0.4895,0.229,0.324,-0.328936541372967,1915,2894,3352,3708
F07_CTRL2,participant_cutoff,21.8,F07,954.7139950375905,956.6559692063015,2236.3733032313175,1992.7211901614653,1994.5726926988193,5445.4268198371865,2798.784299649253,2800.565546561372,5445.4268198371865,189.77608410873745,127.94113529152565,61.51873729606393,193.36151323895996,1581.7180631176052,1581.7180631176052,1054.3022894593876,1380.3170070617923,2.4275481354363757,0.3003562665576261,0.3003562665576262,1.044,0.494,0.226,0.324,-0.3289531641217743,1912,2900,3352,3703
F07_CTRL2,group_cutoff,26.648,F07,956.8393501805839,958.7810938097298,2224.9207373363897,1987.6247899328862,1989.658879778161,5361.525191874942,2782.8021291703767,2784.907457525237,5361.525191874942,189.7813080519789,127.93856736220297,61.526633625591614,193.1515413964286,1581.8867362956228,1581.8867362956228,1052.5379095717922,1379.6761463274286,2.4249078022463064,0.29970325430147865,0.2997032543014784,1.044,0.4925,0.2275,0.324,-0.32896996850590204,1912,2897,3352,3703
F07_CTRL2,literature_cutoff,50,F07,956.7199200984329,958.7052890029966,2131.1932308936957,1975.041143717576,1977.3405503776032,5310.98258435051,2762.127853676477,2764.6699882086314,5310.98258435051,190.98114363502998,129.13753141704478,61.5278184010747,192.84328925238682,1582.682125217359,1582.682125217359,1050.7701584854174,1378.747339457651,2.42102590867517,0.2987444674045072,0.298744467404508,1.044,0.491,0.229,0.324,-0.3290318162565552,1912,2894,3352,3706
F07_CTRL2,trial_cutoff,29,F07,957.6026599713994,959.5441261217146,2207.679655279964,1984.5054624037082,1986.5411617429843,5349.920556108933,2776.687624280061,2778.796017793678,5349.920556108933,189.78215174132748,127.93848914905752,61.527589033311756,193.0795247891513,1581.954519495575,1581.954519495575,1052.5437696683086,1379.4555108372901,2.4240028087138876,0.29947959310157063,0.29947959310157074,1.044,0.4925,0.2275,0.324,-0.3289739561261242,1912,2897,3352,3703
F07_CTRL3,trial_cutoff,17,F07,1590.4164605177,1595.9949226782214,3557.824678275967,1906.8556318599747,1908.1490682322037,6203.847177803051,2076.1505885280917,2075.151536103584,6203.847177803051,176.4597223823651,124.11694397955863,52.032088174492,184.11771134399882,1657.9685741216197,1657.9685741216197,954.3877289988213,1374.601127336606,2.31435594144386,0.27299915513233924,0.27299915513233985,1.041,0.43,0.3,0.311,-0.2855883906502808,1918,2778,3378,3699
F07_CTRL3,participant_cutoff,21.8,F07,1614.6110852244171,1620.1071146957058,3471.5116890079807,1913.5409982736046,1914.8910270583885,6276.008414938115,2071.4756356679254,2070.635194090006,6276.008414938115,174.72638489174108,122.36456861830379,52.051361154660015,183.83758486664598,1658.1266934799544,1658.1266934799544,954.4486914134363,1373.6474915252816,2.3108456118977867,0.27217163313084897,0.2721716331308488,1.0405,0.4295,0.3,0.311,-0.28548234593107513,1919,2778,3378,3695
F07_CTRL3,no_cutoff,none,F07,1682.4432549019607,1676.1366895424837,7546.26500000013,1944.6925701657456,1941.9586674033146,10168.335000000196,2078.6630050083468,2077.7542020033384,10168.335000000196,169.9014852819741,117.54015228370507,52.05047743443806,183.73976158741908,1659.995117,1659.995117,954.742713178631,1373.3520801513687,2.3095980721988476,0.27187784174845225,0.2718778417484516,1.039,0.4285,0.2995,0.311,-0.2855273703506074,1922,2779,3378,3684
F07_CTRL3,literature_cutoff,50,F07,1645.0124827049217,1650.6823074654715,3503.8477347423322,1931.1495908754448,1932.3578838736055,6373.154435758246,2079.4815365825725,2078.376995389528,6373.154435758246,171.6582589548166,119.29638239881217,52.05136705752001,183.75124958432974,1657.3152248175627,1657.3152248175627,955.0392634183602,1373.4101269626342,2.3097348385142764,0.27191004201052854,0.27191004201052854,1.0405,0.4305,0.299,0.311,-0.28558378518328426,1919,2780,3378,3688
F07_CTRL3,group_cutoff,26.648,F07,1623.2540919550552,1628.7042831868673,3431.9155432910193,1918.4479555188416,1919.7987830660866,6311.952400325565,2073.42473388983,2072.623395502677,6311.952400325565,173.85349064395706,121.48614939521894,52.0569677831241,183.7757010843595,1657.6991495348116,1657.6991495348116,954.4657573689452,1373.4315905163962,2.3100702858759425,0.27198902781279094,0.2719890278127914,1.0405,0.4295,0.3,0.311,-0.285457596235403,1919,2778,3378,3693
F07_CTRL4,no_cutoff,none,F07,1799.7442475570028,1776.3453159609123,9113.280999999959,1812.08330625,1810.809769791667,11405.76099999994,1817.8843644716694,1827.0128131699848,11405.76099999994,175.64542344830306,117.37522348495204,57.972083219084055,188.96617111723305,1653.580688,1653.580688,960.3239837519142,1408.2456089438017,2.3695976647534085,0.2861872116618148,0.2861872116618147,1.029,0.3995,0.3265,0.303,-0.30870979413178024,1942,2741,3394,3701
F07_CTRL4,literature_cutoff,50,F07,1756.462646874924,1761.0846415784497,3274.9722735318355,1805.136892990771,1806.7481312394,6008.4333317941055,1828.1343578987166,1828.3230827764546,6008.4333317941055,176.5136613771617,118.24529490917593,57.970042460125654,188.97963967810045,1651.0553643100288,1651.0553643100288,960.0412419709439,1408.2846644493304,2.3697716575981733,0.28622924103749203,0.28622924103749137,1.0335,0.4035,0.327,0.303,-0.3086859589509767,1933,2740,3394,3703
F07_CTRL4,group_cutoff,26.648,F07,1742.5711633921003,1747.262104430519,3277.939931556117,1800.375302912437,1801.8422743963595,5716.027933871606,1827.7748185872142,1827.7136087838373,5716.027933871606,176.93901987860357,118.67811382842014,57.96249554472406,189.2529012230837,1649.9604336845878,1649.9604336845878,960.0192633564902,1409.1924744448029,2.373196045856074,0.2870570576996384,0.28705705769963924,1.0335,0.4035,0.327,0.303,-0.3086990238930675,1933,2740,3394,3704
F07_CTRL4,participant_cutoff,21.8,F07,1731.044285040115,1735.6954932019191,3289.655731581617,1797.3365019425523,1798.7398529703241,5621.309229313163,1828.8607824573198,1828.7196631965844,5621.309229313163,177.36686191157366,119.11231199468135,57.95596483614618,189.46228032127064,1649.3812952327512,1649.3812952327512,959.9992604609364,1409.8818196388174,2.375822512566909,0.2876927936401498,0.2876927936401499,1.0335,0.4035,0.327,0.303,-0.3086921342238484,1933,2740,3394,3705
F07_CTRL4,trial_cutoff,30,F07,1750.3404409840289,1755.0297442667863,3264.7961873309687,1802.8581153463574,1804.3416583765459,5771.333786920644,1827.6715119487417,1827.640406786203,5771.333786920644,176.50753241557143,118.24508798702581,57.96406080615607,189.15624496327962,1650.2391024800804,1650.2391024800804,960.0245003256164,1408.8777356839805,2.3719824583131874,0.28676354651098224,0.28676354651098157,1.0335,0.4035,0.327,0.303,-0.30870741552321057,1933,2740,3394,3703
F07_CTRL5,trial_cutoff,16,F07,528.4348819842655,533.534265309088,3832.1110439617187,1546.3308053332796,1547.273599456386,5571.708898755955,2120.137202903338,2118.7368522890456,5571.708898755955,198.90598894226335,142.54441974195078,56.00866654781427,189.593817957939,1585.4912018443274,1585.4912018443274,947.8445493978483,1368.8174884283835,2.3864209691271574,0.2902652926549338,0.29026529265493356,1.0575,0.4015,0.3335,0.3225,-0.30824904459403074,1885,2688,3355,3731
F07_CTRL5,participant_cutoff,21.8,F07,521.3396280620522,526.3372599581027,3725.853632055223,1545.552816570501,1546.672242251416,5739.891725322697,2121.384819105236,2120.3238439905354,5739.891725322697,198.54044807082374,142.134631541494,56.052475580442064,189.22344098824385,1584.7417430021574,1584.7417430021574,947.9715815658972,1367.6366737256078,2.3817753205602483,0.28913627306982026,0.28913627306981926,1.0575,0.4015,0.3335,0.3225,-0.30823131761682593,1885,2688,3355,3730
F07_CTRL5,literature_cutoff,50,F07,529.0899028353724,533.8626706219239,3523.4237757322844,1549.5065828625943,1550.7611490765041,5692.2415171908215,2120.1443964310406,2119.4315125900844,5692.2415171908215,197.35134648040273,141.2783051257932,55.72025097483248,189.14707010622513,1584.5136409750082,1584.5136409750082,946.9721632612865,1367.54765235002,2.380819841874076,0.2889043384027166,0.28890433840271607,1.057,0.4005,0.3335,0.323,-0.30823359840999587,1886,2687,3354,3727
F07_CTRL5,no_cutoff,none,F07,533.1009736842097,536.3059605263155,7718.262000000104,1541.2238567335244,1540.5715319961794,10006.10300000012,2115.5667286356825,2112.716835082459,10006.10300000012,200.16869874146806,144.09583310005704,55.72083167292807,189.11407265176717,1586.642212,1586.642212,946.9731255112443,1367.4531598356589,2.38040344559909,0.2888032907145779,0.28880329071457694,1.056,0.3995,0.3335,0.323,-0.30826001521116064,1888,2687,3354,3734
F07_CTRL5,group_cutoff,26.648,F07,532.2112405665965,537.1994528619268,3698.1560298788827,1547.850852402781,1549.0154371129072,5812.994146241108,2118.195018809287,2117.212401241836,5812.994146241108,197.74697332330052,141.6833334945418,55.71114151792771,189.18289040131972,1584.8215270604105,1584.8215270604105,947.198168348321,1367.678404168788,2.381266758498273,0.28901281218801594,0.2890128121880155,1.057,0.401,0.333,0.323,-0.30824249907470574,1886,2688,3354,3728
F08_CTRL1,group_cutoff,26.648,F08,-54.188546116671795,-53.280041013495904,4174.46006544854,1207.1697971692356,1208.2343879545874,5627.963111133315,2693.007167650093,2694.2556220780075,5627.963111133315,184.34883385447455,125.28328676678662,58.748084571434354,139.5000442549989,1156.217981661739,1174.9958557471832,785.7008278688057,921.5397703861081,2.5527043140232206,0.3321253473411193,0.33212534734112037,1.125,0.526,0.236,0.363,-0.37815923415508385,1750,2802,3274,3830
F08_CTRL1,participant_cutoff,24.2,F08,-54.625641249364165,-53.71050054360339,4168.537774651311,1209.1489801287714,1210.17976539646,5582.7680157189025,2692.477667085312,2693.6441877074662,5582.7680157189025,183.73104909262503,124.66925192942401,58.74442940993699,139.5668912107821,1155.9644358490607,1174.953175774343,785.6852076001891,921.7267079647983,2.5539268910906556,0.33244355581223145,0.33244355581223145,1.125,0.526,0.236,0.363,-0.3781611367386867,1750,2802,3274,3828
F08_CTRL1,trial_cutoff,25,F08,-54.147949468026596,-53.217432128244106,4173.022230079863,1208.2989626607334,1209.351969787624,5600.248374593444,2692.743954676542,2693.9409911081893,5600.248374593444,184.04043781914183,124.97724608539644,58.74578387598518,139.54157557247225,1156.1486595645256,1174.9695460532082,785.6910153028048,921.6559498678944,2.553463807952275,0.33232300807961945,0.33232300807961895,1.125,0.526,0.236,0.363,-0.37816066723093383,1750,2802,3274,3829
F08_CTRL1,literature_cutoff,50,F08,-57.756595142069884,-56.837711100920025,4179.687039093813,1205.924778496112,1207.090651140115,5752.724599671783,2689.1440178934695,2690.5997881772623,5752.724599671783,183.73488466472685,124.66316627453674,58.75427055394147,139.4272091975904,1155.262287247848,1175.3897288216194,785.727249769129,921.3359894025245,2.551374809322481,0.3317794810216782,0.33177948102167754,1.125,0.526,0.236,0.363,-0.37813993420400765,1750,2802,3274,3828
F08_CTRL1,no_cutoff,none,F08,-58.486435897436046,-57.795375457875714,8057.494999999995,1218.134977428852,1219.526865554465,9815.124999999884,2691.7825285412264,2693.983405919662,9815.124999999884,181.25726371350592,122.18693578726496,58.75255497382402,139.41816323833294,1156.563721,1177.631592,785.19688997463,921.3388917710346,2.551183756579944,0.33172979407937586,0.3317297940793753,1.111,0.5115,0.2365,0.363,-0.37824238730888976,1778,2801,3274,3820
F08_CTRL2,literature_cutoff,50,F08,-335.85902143511424,-335.5091866098798,3345.334693156299,1072.6026469324213,1074.4070133396656,6376.46597826283,2783.084961712789,2786.6557592577733,6376.46597826283,189.57828648030647,125.8370467479768,63.404038886558155,138.03928196606327,1111.824385834861,1211.3721850881166,798.3804114020531,896.1636382736594,2.525364472547555,0.3250492211623543,0.3250492211623545,1.145,0.5175,0.2425,0.385,-0.4069328799316286,1710,2745,3230,3819
F08_CTRL2,participant_cutoff,24.2,F08,-336.32049803098704,-336.16876285951673,3406.414923326345,1075.7436479109344,1077.3246247101295,6448.334416934173,2784.7779853705383,2788.088786572773,6448.334416934173,188.99543481905997,125.26082366531773,63.39721844964794,138.10836475807412,1112.3451484438299,1211.140100727729,798.3501627701002,896.3103707962405,2.5266400475844204,0.3253776722761163,0.32537767227611725,1.1455,0.518,0.2425,0.385,-0.40684262907359714,1709,2745,3230,3817
F08_CTRL2,trial_cutoff,25,F08,-336.3528255975827,-336.2243719745937,3399.5317853199085,1075.7143858269478,1077.291131210723,6454.0489353289595,2784.7524334685963,2788.08205980821,6454.0489353289595,188.99584211194667,125.26012101320288,63.398300704700674,138.09236220120602,1112.393696035371,1211.208712175927,798.3546170510832,896.2694638589771,2.526347895596454,0.32530243066180586,0.3253024306618055,1.1455,0.518,0.2425,0.385,-0.40684131751235814,1709,2745,3230,3817
F08_CTRL2,no_cutoff,none,F08,-319.88369676320264,-333.30061499148195,7379.273000000045,1080.1004440298507,1077.3203843283582,11563.29400000011,2774.514239175258,2784.6080680412365,11563.29400000011,189.00453459417213,125.26124096265212,63.406017523838045,138.04270697281822,1114.872192,1212.793945,798.3890998865979,896.1597813784135,2.5254361922740287,0.32506768405950787,0.32506768405950903,1.1395,0.512,0.2425,0.385,-0.4068628484706761,1721,2745,3230,3817
F08_CTRL2,group_cutoff,26.648,F08,-335.6362154753765,-335.46102481996695,3382.0112551304046,1073.4784336664643,1075.0912431934007,6458.452858529054,2784.753749840783,2788.1124511519033,6458.452858529054,189.57243562484814,125.8349246359933,63.40005410778237,138.06858872630565,1112.3468590221153,1211.3174839234389,798.3616179069513,896.2084164543553,2.5259147579008108,0.3251908952182014,0.32519089521820116,1.1455,0.518,0.2425,0.385,-0.40683724153659234,1709,2745,3230,3819
F08_CTRL3,no_cutoff,none,F08,-166.5269057971017,-174.7124710144923,8601.92899999977,1329.5350813704495,1326.1750770877945,10708.190999999992,3491.383816753927,3494.9968743455493,10708.190999999992,182.8905962080301,122.49100367916006,60.06618039221007,133.8284588683401,1158.612793,1206.866699,854.1465313612565,902.5218030555557,2.4366717895790346,0.3026182166223392,0.30261821662233945,0.9765,0.416,0.191,0.3695,-0.3784157099351516,2047,2879,3261,3813
F08_CTRL3,literature_cutoff,50,F08,-172.13541627662295,-171.7974199510353,3589.3880646667676,1326.469354033584,1327.1173595612463,5439.42308656557,3478.5127578733072,3479.605946328231,5439.42308656557,182.27667704012347,121.87688149504893,60.06670618665537,133.84222549151335,1157.7288250836805,1205.6576836777535,853.3167777490229,902.5213021130263,2.4369603034838816,0.30268988383059386,0.3026898838305925,0.9775,0.4165,0.1915,0.3695,-0.37826214417856957,2045,2878,3261,3811
F08_CTRL3,group_cutoff,26.648,F08,-169.93426193265887,-169.5973065075291,3586.816727460944,1329.6121534053484,1330.2442779225557,5450.00211292319,3488.6449503579765,3489.702056552259,5450.00211292319,182.27520749316437,121.87700365676152,60.06510939815157,133.82795892682202,1158.3450179313006,1205.68638893087,854.1303816550787,902.474623587641,2.4367059395410466,0.3026266990721006,0.3026266990721008,0.9775,0.417,0.191,0.3695,-0.3782424333407081,2045,2879,3261,3811
F08_CTRL3,participant_cutoff,24.2,F08,-169.99436239479263,-169.6714477002339,3590.481140365009,1332.0995387783228,1332.7370201925266,5448.752352139098,3496.534057791552,3497.6248125104416,5448.752352139098,181.9660168921897,121.56856408712693,60.06436468623412,133.84597472545192,1158.3978998458972,1205.6268667409715,854.9553020391598,902.5242969195767,2.4370300821282864,0.3027072182058207,0.3027072182058195,0.9775,0.4175,0.1905,0.3695,-0.3782517092532409,2045,2880,3261,3810
F08_CTRL3,trial_cutoff,21,F08,-173.3471129795325,-173.02787213174102,3584.501169587369,1332.8437422739762,1333.4933246260553,5418.201990592992,3504.929501955352,3506.0554715294033,5418.201990592992,181.65062365091802,121.25524195075563,60.062315906638275,133.91488139825827,1157.5118465345172,1205.471987394944,855.7783782448537,902.7104353683853,2.4382768347178057,0.30301701950670135,0.30301701950670257,0.9775,0.418,0.19,0.3695,-0.37826816579675115,2045,2881,3261,3809
F08_CTRL4,literature_cutoff,50,F08,-155.91760932339534,-159.72442665846282,3413.8552807132946,1217.9465439096723,1219.4093439301578,5808.8641546518775,3167.251180172297,3176.1907671213417,5808.8641546518775,180.49674161880017,103.53138838338509,76.66249131251126,110.71292570965397,1112.5375613557057,1215.2713560669438,952.240057027335,862.5320777948879,1.9744578679031173,0.1986994837983957,0.19869948379839544,0.991,0.4445,0.191,0.3555,-0.6810982587191872,2018,2907,3289,3831
F08_CTRL4,no_cutoff,none,F08,-148.76212820512833,-155.16545238095205,8239.013999999966,1215.3292693965516,1215.1283405172414,9136.780000000144,3165.0515287958115,3173.715803664921,9136.780000000144,181.61909629376294,104.65362719710495,76.66251417318902,110.70648532078079,1113.974365,1218.46814,952.2429208664921,862.5207339084506,1.9743368818195206,0.19867513368566908,0.19867513368566952,0.9905,0.444,0.191,0.3555,-0.681138131298956,2019,2907,3289,3835
F08_CTRL4,trial_cutoff,25,F08,-154.90165200954732,-158.59006894988184,3290.0450418335386,1218.9717981118529,1220.492002534083,5935.796891203849,3164.6930978911137,3173.589910054567,5935.796891203849,180.2236839871547,103.2612642255854,76.65961951087289,110.74793612022309,1112.7787394551046,1215.2556811873292,952.2228284322043,862.620411668368,1.975091255721717,0.1988269861584296,0.19882698615842948,0.991,0.4445,0.191,0.3555,-0.6810320100576595,2018,2907,3289,3830
F08_CTRL4,participant_cutoff,24.2,F08,-156.2911963032994,-160.03960523693692,3288.8412852680776,1219.5716831280272,1221.0565757636007,5942.208117005997,3164.5087378215258,3173.391491314099,5942.208117005997,179.94335512760387,102.9813533601548,76.65921443730718,110.76677279986757,1112.4557325135322,1215.2892585406112,952.2203313295046,862.6723248566879,1.9754284651645444,0.19889488384211762,0.1988948838421169,0.991,0.4445,0.191,0.3555,-0.6810246232855544,2018,2907,3289,3829
F08_CTRL4,group_cutoff,26.648,F08,-153.40130067662824,-157.07862834220262,3294.8817282954697,1218.4965219396847,1220.0293788734048,5921.553000569111,3165.011233609951,3173.936551414921,5921.553000569111,180.50246975246574,103.53925074698098,76.66040158685351,110.71971686876012,1113.1412727621766,1215.2069081961233,952.2275331140031,862.5430484390205,1.9745858376715582,0.19872524109750705,0.1987252410975074,0.991,0.4445,0.191,0.3555,-0.6810449289425605,2018,2907,3289,3831
F08_CTRL5,literature_cutoff,50,F08,-456.03916659972714,-458.083346350481,3694.5179670229554,1144.2585321216234,1145.5557385760337,7544.835156085901,3530.7373945539616,3537.01751609737,7544.835156085901,197.09923019739554,124.80241107086815,71.94276535327967,136.05706716944147,1107.7706514918123,1270.5495741163222,896.3246688491444,886.6767056483679,2.4872500160837956,0.3153115516059552,0.315311551605955,1.139,0.5485,0.2005,0.39,-0.39353049294993275,1722,2819,3220,3818
F08_CTRL5,trial_cutoff,25,F08,-456.1917355460211,-458.2196094252152,3569.9275589658646,1145.608555082558,1146.967207188495,6857.628456328763,3536.2954888457125,3542.7085309844574,6857.628456328763,196.80719848044356,124.51883180764727,71.93411324681256,136.0813479997562,1108.3692187297963,1269.871151735935,897.1886594715988,886.7707437708581,2.487665216311224,0.31541683121532965,0.31541683121532965,1.139,0.549,0.2,0.39,-0.39362720047222116,1722,2820,3220,3817
F08_CTRL5,group_cutoff,26.648,F08,-455.30714391901694,-457.3316784195071,3586.3121618104633,1144.338385675859,1145.7272661233337,6905.414866558742,3535.808452420198,3542.3003882148814,6905.414866558742,197.0948581186151,124.80292785886812,71.93770711845782,136.06275425755973,1108.3425846819296,1269.8834172504012,897.2058091185529,886.7191600140578,2.487328971222844,0.31533157039166626,0.3153315703916667,1.139,0.549,0.2,0.39,-0.3936174780415875,1722,2820,3220,3818
F08_CTRL5,no_cutoff,none,F08,-456.14814502529555,-458.83060370994974,7904.662999999826,1149.6438350100602,1151.0372665995976,11749.389999999898,3524.2938204488783,3531.7146907730676,11749.389999999898,195.66993855493905,123.37371995476602,71.94264368194993,136.04635366002705,1108.701294,1273.256104,896.3260779900248,886.6599174775354,2.487041216892078,0.31525861439959374,0.31525861439959496,1.135,0.5445,0.2005,0.39,-0.39356661644955115,1730,2819,3220,3813
F08_CTRL5,participant_cutoff,24.2,F08,-456.4857985546235,-458.4862462292095,3560.1097003000323,1145.5290553375864,1146.8862902719807,6836.456828564871,3536.53622477171,3542.9048010000074,6836.456828564871,196.8059695096843,124.5197039437065,71.93199787192293,136.09428349284894,1108.3107847551748,1269.8767877834857,897.1784462123527,886.8055540652209,2.4879000524060344,0.3154763848502522,0.3154763848502512,1.139,0.549,0.2,0.39,-0.39363091653349314,1722,2820,3220,3817
F09_CTRL1,trial_cutoff,17,F09,,,,6157.212389497448,6167.782748814256,9143.59373805928,6157.212389497448,6167.782748814256,9143.59373805928,85.8153118029811,,85.8153118029811,179.30988673600103,1774.620715683317,1775.4790222853344,1381.6906718206915,1476.5622279324764,2.132889907211472,0.23186642998392265,0.23186642998392273,0.735,0.3045,0.1545,0.276,-0.22332435882795032,2389,2998,3307,3307
F09_CTRL1,no_cutoff,none,F09,11.149333333302517,7.9753333333258825,2254.150999999838,6033.761936507935,6039.90304126984,14882.689999999711,6150.705870550161,6157.027851132685,14882.689999999711,88.21809639249395,2.370595602354949,85.37254606176803,178.820809189568,1775.025391,1778.11084,1378.7670155954695,1474.9643479782608,2.1272252669167746,0.2306364595417504,0.23063645954174963,0.7315,0.3005,0.1545,0.2765,-0.22264750113545448,2396,2997,3306,3312
F09_CTRL1,literature_cutoff,50,F09,,,,6125.996759698144,6137.268720311673,9376.419206436025,6125.996759698144,6137.268720311673,9376.419206436025,85.84302138073272,,85.84302138073272,178.77613736903396,1773.839598572291,1775.1620240643094,1380.0433380336813,1474.443302979806,2.1266180304602194,0.23050480364314485,0.23050480364314457,0.7345,0.3035,0.155,0.276,-0.22298751727137178,2390,2997,3307,3307
F09_CTRL1,group_cutoff,26.648,F09,,,,6143.684727146637,6154.904925398475,9227.689907691907,6143.684727146637,6154.904925398475,9227.689907691907,85.83852825089696,,85.83852825089696,178.88944558566405,1774.1271200566582,1775.1022049362177,1381.8256702597362,1474.9367960724742,2.127932923138424,0.23078993503447692,0.23078993503447662,0.735,0.3045,0.1545,0.276,-0.22311813930038987,2389,2998,3307,3307
F09_CTRL1,participant_cutoff,19.4,F09,,,,6158.68508931928,6169.482886769317,9172.658577726223,6158.68508931928,6169.482886769317,9172.658577726223,85.81975273568666,,85.81975273568666,179.1252797639129,1774.342518897583,1775.079467678604,1383.5261487547432,1475.8657407654764,2.1307080655608654,0.23139229666901756,0.23139229666901806,0.735,0.305,0.154,0.276,-0.22325803825906845,2389,2999,3307,3307
F09_CTRL2,trial_cutoff,17,F09,,,,5148.210625031786,5158.257896616381,7460.762822584249,5148.210625031786,5158.257896616381,7460.762822584249,82.82920361461862,,82.82920361461862,179.21044328613547,1686.196141420424,1687.4788620332642,1320.9457084415058,1431.5827854042952,2.1305632300276294,0.23136083981374947,0.2313608398137493,0.811,0.347,0.1675,0.2965,-0.24281473867762657,2378,3072,3407,3407
F09_CTRL2,participant_cutoff,19.4,F09,,,,5149.051175405445,5159.265310728833,7386.806226681452,5149.051175405445,5159.265310728833,7386.806226681452,82.84290889169696,,82.84290889169696,179.01588660045235,1686.2683512538674,1687.5842870973977,1321.025820366751,1430.9092740640651,2.128254677442185,0.2308597335399867,0.2308597335399868,0.811,0.347,0.1675,0.2965,-0.2427892934845657,2378,3072,3407,3407
F09_CTRL2,group_cutoff,26.648,F09,,,,5145.20226654854,5155.367583077332,7314.952995846281,5145.20226654854,5155.367583077332,7314.952995846281,82.85046816510673,,82.85046816510673,178.76995132124563,1686.21986214132,1687.7911251469702,1321.0661602997877,1430.0346273027242,2.1253453990024016,0.2302290043354066,0.23022900433540652,0.811,0.347,0.1675,0.2965,-0.24270207537200547,2378,3072,3407,3407
F09_CTRL2,literature_cutoff,50,F09,,,,5139.293416487432,5149.101614745937,7468.295025329106,5139.293416487432,5149.101614745937,7468.295025329106,82.84355188202571,,82.84355188202571,178.63145259703958,1685.9255296615713,1687.3611212063518,1321.0308848591787,1429.6031905879202,2.1236846639227984,0.2298693451468343,0.22986934514683274,0.811,0.347,0.1675,0.2965,-0.24277497610671236,2378,3072,3407,3407
F09_CTRL2,no_cutoff,none,F09,1398.5351999999693,100.34180000000633,1920.2879999997094,5066.180782352942,5071.926344117647,12618.653000000166,5120.92176119403,5146.129098507463,12618.653000000166,84.99244551132696,1.7190791409220014,82.84332738961201,178.61633519720678,1686.546143,1689.177979,1321.0407410656717,1429.605268212838,2.1234819298272436,0.2298254590368417,0.22982545903684115,0.8065,0.3425,0.1675,0.2965,-0.24289850799487922,2387,3072,3407,3412
F09_CTRL3,literature_cutoff,50,F09,,,,4711.261526630905,4721.207556733942,6634.58198221284,4711.261526630905,4721.207556733942,6634.58198221284,84.84664095017796,,84.84664095017796,171.62717484035792,1657.268693169922,1658.695320268063,1306.9176297403021,1395.1495349909028,2.040753640218954,0.21226684098200366,0.21226684098200316,0.7995,0.3205,0.1765,0.3025,-0.2428986790740123,2320,2961,3314,3314
