sport,cutoff_type,jump_type,trial_num_in_block,overall_recording_number,cutoff_frequency,PID,propulsive_peakforce_rfd_slope_between_events,propulsive_peakforce_rfd_instantaneous_average_between_events,propulsive_peakforce_rfd_instantaneous_peak_between_events,braking_peakforce_rfd_slope_between_events,braking_peakforce_rfd_instantaneous_average_between_events,braking_peakforce_rfd_instantaneous_peak_between_events,braking_propulsive_rfd_slope_between_events,braking_propulsive_rfd_instantaneous_average_between_events,braking_propulsive_rfd_instantaneous_peak_between_events,braking_net_vertical_impulse,propulsive_net_vertical_impulse,braking_to_propulsive_net_vertical_impulse,total_net_vertical_impulse,peak_force,maximum_force,average_force_of_braking_phase,average_force_of_propulsive_phase,takeoff_velocity,jump_height_takeoff_velocity,jump_height_net_vertical_impulse,movement_time,unweighting_time,braking_time,propulsive_time,lowering_displacement,frame_start_of_unweighting_phase,frame_start_of_breaking_phase,frame_start_of_propulsive_phase,frame_peak_force
FHOC,literature_cutoff,CMJ,10,20,50,P06,-934.8557276790312,-933.9833255269242,1736.126722458168,1494.1170977794905,1498.0950300061986,6596.939974196372,4547.682935498776,4555.56496267641,6596.939974196372,206.72950276176744,132.97827227336109,72.95541968747781,148.94033293712792,1233.2077637410694,1439.9661671586487,1062.000868460534,1139.4420911637828,2.2728932479226875,0.2633049804512,0.2633049804512007,0.849,0.372,0.175,0.302,-0.3258419085098067,1150,1522,1697,1917
FHOC,literature_cutoff,CMJ,1,3,50,P07,882.3122029642171,911.840489238091,1633.1527585280128,3936.164045692698,3945.540866603723,6489.846012865193,4529.358288524849,4534.82079602007,6489.846012865193,65.2933337891495,16.794347515079323,47.8688120798661,121.94906446687862,1175.379320745604,1175.379320745604,867.2025660861157,981.908150510653,2.298169007488553,0.2691937200296086,0.269193720029609,0.839,0.434,0.139,0.266,-0.2662077469468329,1160,1594,1733,1760
FHOC,literature_cutoff,CMJ,2,4,50,P07,-372.65550409469637,-370.1594670652792,1966.938321756199,1630.9514508812174,1638.3378647365687,6901.060400702292,4324.990532233966,4338.952520334999,6901.060400702292,164.2243798516621,107.81748317831565,55.76622850483662,123.8716054793822,1087.7176600922924,1169.2000819260097,899.6575548233544,959.0144278618554,2.3337781002432734,0.2776004190201377,0.27760041902013666,0.961,0.529,0.148,0.284,-0.29563162501996304,1038,1567,1715,1914
FHOC,literature_cutoff,CMJ,3,5,50,P07,-70.99771178729766,-68.47629947750193,1443.0066786925308,1767.460757824417,1770.4711311261842,5928.8718730641995,4025.433240636121,4029.0441499213157,5928.8718730641995,147.5984053350521,104.15586486833159,42.84410510004914,121.42906285341121,1106.2927890669123,1128.2908334385536,809.9074259232395,974.9016375973458,2.2892234680608583,0.26710214509279223,0.2671021450927926,0.978,0.56,0.149,0.269,-0.27775050215781083,1021,1581,1730,1913
FHOC,literature_cutoff,CMJ,4,8,50,P07,-1000.8553604579153,-1000.4751003116766,2220.2236597970477,1729.3594593056162,1741.5239458545147,10011.71810620837,5443.254618542773,5471.4491189482305,10011.71810620837,175.03587925067023,106.1359863899614,68.15663425685945,121.33757352810696,1078.663916792727,1264.012231214461,1024.3506507355796,954.7404463202002,2.287076958700041,0.2666014788489617,0.2666014788489615,0.741,0.325,0.136,0.28,-0.2955308124105982,1258,1583,1719,1904
FHOC,literature_cutoff,CMJ,5,12,50,P07,,,,5999.608055673993,6040.521329495489,14784.867229345255,5999.608055673993,6040.521329495489,14784.867229345255,67.53962335096992,,67.53962335096992,121.04205013600821,1254.4190942557966,1269.5218223421386,1072.788402972542,993.1487258997407,2.280360714247098,0.26503797079926267,0.2650379707992625,0.769,0.389,0.123,0.257,-0.26929538072569187,1230,1619,1742,1742
FHOC,literature_cutoff,CMJ,6,13,50,P07,445.22922055654135,483.15124555436586,910.946418664651,5645.593985365402,5675.413476876266,11615.400491551729,6161.332639726612,6190.348574197446,11615.400491551729,68.60090031073916,8.224237453081525,59.63291227853735,122.66578751387395,1269.6603888658983,1269.6603888658983,1015.9935400447733,1008.6475871425757,2.3137211396728867,0.2728494144836494,0.2728494144836495,0.782,0.409,0.121,0.252,-0.2681421383855312,1217,1626,1747,1759
FHOC,literature_cutoff,CMJ,7,15,50,P07,-941.6879519162492,-944.8177104208036,3025.511231959914,1736.3958931543882,1746.7335079266363,9983.66099163011,5458.144766083436,5487.1980687182995,9983.66099163011,173.09102096665197,104.4489217357348,67.90074746199296,121.62914438538864,1083.220709586926,1272.5756336850918,1022.3757787303437,965.6955396311919,2.2928894367467896,0.2679583062765041,0.26795830627650413,0.75,0.34,0.136,0.274,-0.29296855255740206,1249,1589,1725,1914
FHOC,literature_cutoff,CMJ,8,17,50,P07,,,,7120.035287583868,7164.810480209578,15022.43218348507,7120.035287583868,7164.810480209578,15022.43218348507,67.46903304507164,,67.46903304507164,120.63765981549057,1338.177967046867,1355.7695930086568,1110.2192224342646,996.7134322704065,2.275998943508421,0.2640250352115927,0.2640250352115928,0.708,0.339,0.115,0.254,-0.2706360689804304,1291,1630,1745,1745
FHOC,literature_cutoff,CMJ,9,19,50,P07,506.1395000404597,533.4029306285161,863.4674332692521,5054.850753618567,5075.974187586394,9002.679057342466,5592.1001142773985,5612.498351794016,9002.679057342466,67.1576471171127,10.041745733953707,56.403743345801,120.06871679838254,1240.725216701908,1240.725216701908,967.4731728176554,990.3562604982934,2.262802628448498,0.260972259699971,0.26097225969997023,0.754,0.37,0.127,0.257,-0.26509317321003273,1245,1615,1742,1757
FHOC,literature_cutoff,CMJ,10,20,50,P07,-959.7072028539626,-960.6478560751983,1977.688674773497,1816.7349046146767,1831.6672849970341,14337.093379038153,5805.1160272481975,5842.850146378574,14337.093379038153,174.64890517532743,104.43269245412503,69.48783586707505,120.81417253883032,1074.4647287916703,1265.3276777299566,1074.2868429538046,970.7699787788902,2.279565865541132,0.2648532382946121,0.2648532382946135,0.881,0.485,0.126,0.27,-0.2905734331195995,1118,1603,1729,1910
FHOC,literature_cutoff,CMJ,1,2,50,P08,,,,3171.840273980889,3177.95287677958,5988.906151081785,3171.840273980889,3177.95287677958,5988.906151081785,47.502123681108344,,47.502123681108344,117.61311218638211,1081.8303753966825,1082.8369576852845,827.5392957908833,950.6854118085993,2.1175421201849067,0.22854152042595258,0.22854152042595277,0.902,0.442,0.169,0.291,-0.27204987929716695,1097,1539,1708,1708
FHOC,literature_cutoff,CMJ,2,3,50,P08,-41.12729463936609,-41.462981832255345,1212.5133647728362,1034.7350619553372,1037.1340743843152,3464.362504160439,2369.0153375360233,2374.805913711729,3464.362504160439,156.7376280236082,106.3872365615099,49.86695403581419,115.49129197166218,1017.9406241629995,1028.4992221052894,790.5985939065907,890.8003332811879,2.0789673940535565,0.22029079640865623,0.22029079640865634,1.007,0.467,0.204,0.336,-0.32037452654166176,992,1459,1663,1916
FHOC,literature_cutoff,CMJ,3,9,50,P08,-141.95836343307363,-143.24914531546202,1941.2673015255132,1152.94960877089,1157.0011660611842,4854.119584668486,2906.1677059683916,2917.4524303408007,4854.119584668486,160.10183556801098,103.8382589267534,55.74477356411641,115.48101691879953,1029.7043903599722,1070.1916245766506,860.0509812196873,900.8531879240456,2.0770707522867613,0.21988903720719125,0.21988903720719116,0.916,0.412,0.178,0.326,-0.31008253637265054,1083,1495,1673,1914
FHOC,literature_cutoff,CMJ,4,10,50,P08,-51.966405747688896,-52.73647471355825,1198.847421517712,890.6514651538694,892.5490194778502,3526.006361262698,2095.601668051616,2100.909250260264,3526.006361262698,156.31195142047457,103.74864475767943,52.11924609211252,113.54069881449854,974.5949267243882,991.3484063918238,791.7126332370665,865.8764245261242,2.0444066390241553,0.2130274467729889,0.21302744677298927,1.01,0.443,0.212,0.355,-0.33641941635693173,989,1432,1644,1915
FHOC,literature_cutoff,CMJ,5,11,50,P08,-41.99882026772846,-41.91681888739852,1312.8236284360755,894.6139226143803,896.0556191330948,3686.1670108957333,2050.6134340995054,2053.7333129061362,3686.1670108957333,159.61192200763284,105.34516754487748,53.811810524122166,114.21127640302159,988.4923276143414,1000.000004367699,788.4471519360119,867.3351551311636,2.0556987994899374,0.2153872351796315,0.21538723517963168,0.995,0.417,0.222,0.356,-0.34567311572752446,1004,1421,1643,1917
FHOC,literature_cutoff,CMJ,6,12,50,P08,-150.6100569681782,-150.9091636087434,1711.8699659081758,996.7721734510219,999.1322232665071,4075.1736778973136,2548.4134280593703,2554.36953919625,4075.1736778973136,159.1921769129239,102.91559520285165,55.784734190684794,112.60033641036253,997.110158962155,1036.6205935641226,834.948388938779,870.1591493181197,2.028167758351351,0.20965670010274942,0.2096567001027495,0.946,0.405,0.193,0.348,-0.33043978839018645,1053,1458,1651,1912
FHOC,literature_cutoff,CMJ,7,14,50,P08,-115.56570330685179,-115.5547926409972,1171.880899215932,1051.5823521472514,1053.8896039665929,4368.04062597669,2534.8330059535074,2540.058524655405,4368.04062597669,157.91826801953684,104.71783687355847,52.71358875185031,115.74218632420609,1003.3850560321848,1032.5463390450498,820.5512033722881,899.8453713870957,2.0843803522125404,0.22143942164575298,0.2214394216457527,0.905,0.385,0.192,0.328,-0.3107176578989081,1094,1479,1671,1915
FHOC,literature_cutoff,CMJ,8,15,50,P08,-107.14078684329263,-108.00270599177567,1891.2538909126306,986.4622377297956,988.3090463697018,3988.993863800075,2453.758758136904,2459.239889990378,3988.993863800075,156.9203147867701,102.15846215064207,54.27254167918963,110.18671549736644,1005.4021681338169,1035.515603191316,818.8601731078345,858.0199316284517,1.9837180815690731,0.20056765683710925,0.20056765683710925,0.968,0.415,0.199,0.354,-0.3341983234169132,1031,1446,1645,1912
FHOC,literature_cutoff,CMJ,9,18,50,P08,-303.90341423044396,-304.45356814899975,982.6790181375691,960.495134127397,962.8088475706336,4346.751634046959,2626.9075799118336,2632.9957236729197,4346.751634046959,160.03813802970103,102.49742706346305,57.027991093371654,112.87520924632592,979.8374334960561,1058.283802379529,839.100561539967,873.4961926088789,2.0305114426331445,0.21014152490642884,0.21014152490642946,0.919,0.378,0.195,0.346,-0.3268169716890259,1080,1458,1653,1910
FHOC,literature_cutoff,CMJ,10,19,50,P08,9.803160033572674,9.727774904460562,2118.092153652222,1000.6199129195395,1002.2152747692694,3295.622635400796,2260.784909308488,2264.5052017817934,3295.622635400796,151.33618032497714,101.3306085089699,49.54019188760401,112.31242736973567,1013.6791934826764,1013.6791934826764,787.3020718015424,870.6862538437975,2.0190786532607996,0.20778178430445687,0.20778178430445698,0.994,0.441,0.206,0.347,-0.32895276719340477,1005,1446,1652,1914
FHOC,literature_cutoff,CMJ,1,4,50,P09,,,,6509.218789639855,6541.616652731255,17973.85064021824,6509.218789639855,6541.616652731255,17973.85064021824,96.02779765801026,,96.02779765801026,155.15892864297993,1515.1841698585465,1547.24529261765,1315.7948764674584,1205.3288662116984,2.461695597961656,0.3088657093284299,0.30886570932843,0.699,0.296,0.138,0.265,-0.3037611231692865,2601,3193,3469,3469
FHOC,literature_cutoff,CMJ,2,5,50,P09,,,,6808.053645387305,6837.86511165465,17288.95751684357,6808.053645387305,6837.86511165465,17288.95751684357,94.51175490486554,,94.51175490486554,154.73886266291936,1540.4755205285767,1557.9023100878403,1320.1188025266015,1234.540276795495,2.4550317114027123,0.3071957545358272,0.30719575453582665,0.6605,0.274,0.135,0.2515,-0.2850664466574288,2678,3226,3496,3496
FHOC,literature_cutoff,CMJ,3,8,50,P09,,,,6781.41348120848,6809.881662409348,16470.350917051896,6781.41348120848,6809.881662409348,16470.350917051896,96.06571618796659,,96.06571618796659,153.2807712263237,1549.437921141796,1572.6674720544413,1318.141894085768,1210.8359886804876,2.433980631583006,0.30195013837518897,0.30195013837518914,0.684,0.2875,0.1375,0.259,-0.30428712391742896,2631,3206,3481,3481
FHOC,literature_cutoff,CMJ,4,9,50,P09,,,,6903.394793630577,6934.960061980608,17244.289889302338,6903.394793630577,6934.960061980608,17244.289889302338,96.79947646736595,,96.79947646736595,155.15877501565484,1555.9318899681487,1587.0414621967416,1331.8602346703167,1204.627857781796,2.4614585944109892,0.30880623914371674,0.3088062391437163,0.705,0.304,0.136,0.265,-0.30645558055305067,2589,3197,3469,3469
FHOC,literature_cutoff,CMJ,5,10,50,P09,,,,6736.433517655362,6759.563363104784,15014.623780147987,6736.433517655362,6759.563363104784,15014.623780147987,96.77415981961576,,96.77415981961576,154.08031740389515,1576.5656341093188,1585.4556940725136,1300.832983722621,1209.2489630454622,2.447298162002442,0.3052634196605775,0.30526341966057674,0.7015,0.2985,0.142,0.261,-0.3065084432607962,2596,3193,3477,3477
FHOC,literature_cutoff,CMJ,6,12,50,P09,,,,6708.065024656065,6734.286999361742,14989.622584039927,6708.065024656065,6734.286999361742,14989.622584039927,96.92253473099984,,96.92253473099984,154.69065919019073,1566.2152589194932,1576.745135996713,1304.425324044879,1204.5679721978356,2.456380778445386,0.30753346221793887,0.30753346221793826,0.7085,0.3025,0.1415,0.2645,-0.30699747393726884,2582,3187,3470,3470
FHOC,literature_cutoff,CMJ,7,15,50,P09,,,,6049.732778761841,6075.047362784461,16087.653970444691,6049.732778761841,6075.047362784461,16087.653970444691,97.93949893870477,,97.93949893870477,154.41615740010653,1510.0116507706293,1536.5259747792634,1282.3544548932055,1173.5595829594442,2.4557729610482197,0.3073812862495179,0.307381286249519,0.7325,0.307,0.1475,0.278,-0.3186426419001692,2534,3148,3443,3443
FHOC,literature_cutoff,CMJ,8,18,50,P09,,,,6190.54951014128,6217.808249671483,14670.096672071959,6190.54951014128,6217.808249671483,14670.096672071959,100.32937934179708,,100.32937934179708,153.0783114919662,1521.7734002587204,1539.628748908333,1303.3176791556637,1180.4280111679507,2.4341316295472324,0.30198760397361185,0.3019876039736113,0.736,0.3175,0.1465,0.272,-0.3187676154409267,2527,3162,3455,3455
FHOC,literature_cutoff,CMJ,9,19,50,P09,-994.8550203267553,-996.1338107209003,1601.3229330759495,1737.1177035955068,1745.5880995204952,12383.581889848225,5352.963955845559,5374.337686604696,12383.581889848225,222.33893490388806,128.91505765986065,93.01317347565262,152.76166292179445,1236.7855148661758,1467.2626379411008,1226.3652708887005,1144.9232299181501,2.428482183837681,0.300587447360705,0.30058744736070586,0.7565,0.3135,0.153,0.29,-0.3275080963080603,2486,3113,3419,3824
FHOC,literature_cutoff,CMJ,10,22,50,P09,,,,6155.844167317328,6182.266244314655,15430.674646424712,6155.844167317328,6182.266244314655,15430.674646424712,93.26185017679286,,93.26185017679286,155.21942017524574,1503.6100506547446,1518.5608081060482,1265.9141602693478,1195.2750413318324,2.4690314817039356,0.3107092995741657,0.31070929957416643,0.7415,0.3285,0.144,0.269,-0.2997214285558553,2516,3173,3461,3461
FHOC,literature_cutoff,CMJ,1,3,50,P10,-359.3400989560609,-357.90406815815464,2135.5529937114334,1356.897434372779,1366.3715026943883,7350.503344719415,3477.5357657848517,3496.9418919662085,7350.503344719415,173.6204054812844,102.9882894548238,70.03027233890563,121.65616846838459,1029.9001157186813,1109.9844797377782,909.1922611581718,929.8877328861763,2.363264557235856,0.284659498852558,0.2846594988525582,0.76,0.299,0.174,0.287,-0.31203166761877693,1239,1538,1712,1927
FHOC,literature_cutoff,CMJ,2,7,50,P10,-213.0146575879441,-213.90327164046684,3311.925481336366,1181.3713842288275,1189.0015081705453,6742.528046550491,2940.4430062130627,2958.8198457782837,6742.528046550491,176.08176036847732,102.24350528788594,73.2665895704034,119.3705289278572,1024.0813201416158,1078.404868041644,882.2137875014141,882.8493117589679,2.3187404507049636,0.27403451976225573,0.27403451976225607,0.791,0.279,0.195,0.317,-0.34888509965967557,1208,1487,1682,1928
FHOC,literature_cutoff,CMJ,3,8,50,P10,11.043677374185249,12.153723164246804,2862.1118877999834,1167.1634751730564,1173.4931968968015,5826.898603432288,2407.748646327096,2419.679390171461,5826.898603432288,165.18154705303309,101.57979930384512,63.076748296519426,118.79561641091388,1032.8976569195456,1032.8976569195456,794.2121729565724,889.5054793159173,2.307706279944764,0.2714326337663864,0.2714326337663868,0.818,0.289,0.219,0.31,-0.3275591360519759,1181,1470,1689,1924
FHOC,literature_cutoff,CMJ,4,9,50,P10,-128.70291182473986,-128.13550415746903,3456.9869307840127,1025.9439040654458,1034.513130060779,8275.638978998468,2459.854135891863,2478.3605037178595,8275.638978998468,177.843522341528,104.46024677663928,72.85291635337109,119.00612944385263,1001.3151235137507,1036.1363410815366,845.212931587843,860.0554273578543,2.311208990568219,0.2722572374150543,0.27225723741505464,0.845,0.294,0.215,0.336,-0.36011502201391654,1154,1448,1663,1930
FHOC,literature_cutoff,CMJ,5,13,50,P10,-78.4419546399386,-76.34788821599574,2533.2961569044855,1157.4297677607842,1165.0566491810994,6757.0479585542635,2546.3141796015966,2560.1588912083107,6757.0479585542635,168.956230129134,101.55793531707519,66.86426709137596,117.81201110576912,1021.0187340739685,1044.7659760860643,824.672898271617,889.1949869976432,2.2885776681872536,0.26695146500129496,0.266951465001295,0.821,0.303,0.21,0.308,-0.33807798044778486,1178,1481,1691,1927
FHOC,literature_cutoff,CMJ,6,14,50,P10,-380.82031736479416,-382.17954433850844,2544.1286701762583,1135.1758652814017,1142.9591603343345,6732.240024868341,3068.2715267508893,3087.712746716108,6732.240024868341,173.7706696182629,100.95793888602019,72.2299162160675,114.66394374229328,995.8092977478843,1092.0910576410618,888.7698868623316,871.4424376853725,2.2272052151707813,0.2528258445710462,0.25282584457104607,0.794,0.291,0.189,0.314,-0.3410933697560177,1205,1496,1685,1926
FHOC,literature_cutoff,CMJ,7,15,50,P10,-627.8039262436517,-629.4404940927708,2055.4890022085747,1243.100226479996,1253.270594497949,7981.677884075849,3597.85890145976,3622.8897232414424,7981.677884075849,174.0654068636014,100.19294713442834,73.24471374242604,115.87996894609903,994.5952349435751,1137.3839969094743,927.4192700455457,895.9597786260757,2.252553919052373,0.2586136166278392,0.25861361662783866,0.763,0.292,0.174,0.297,-0.3285022335506104,1236,1528,1702,1921
FHOC,literature_cutoff,CMJ,8,16,50,P10,-190.16266080310626,-191.6219037036099,4247.822538929235,1132.7947186819415,1141.153181942882,7580.634465552779,2836.603464988442,2857.6059437603335,7580.634465552779,171.3701102352167,98.00134811813945,72.8060662646341,110.47144927164732,1019.1303656731687,1075.1891174644868,874.3876541672207,839.9991229774349,2.144899849350891,0.23448498286164499,0.23448498286164565,0.884,0.354,0.198,0.332,-0.3591394159565204,1115,1469,1667,1922
FHOC,literature_cutoff,CMJ,9,19,50,P10,-478.96832603046084,-482.3733466630019,2870.1436015890213,1275.1447769776548,1287.4374638907532,9958.386685046746,3758.3771818385417,3792.8925270240807,9958.386685046746,176.71703587815156,100.53496801640651,75.56149608547966,116.07972380634841,1011.7916998707196,1144.6865070521371,961.5716927207527,882.3948127005649,2.2570678214549997,0.25965112898305903,0.25965112898305925,0.778,0.303,0.166,0.309,-0.333546877828342,1221,1524,1690,1925
FHOC,literature_cutoff,CMJ,10,20,50,P10,-565.0231278029324,-568.1265034284453,2273.710174572945,1156.1449283199784,1165.6615701545134,7912.063269106613,3464.074821757518,3490.5137597316616,7912.063269106613,176.91601770751078,101.14186224667404,75.1616780615001,113.89914407868477,983.0050865450454,1134.0148446416933,933.3749584971811,875.6660605419708,2.214452160169468,0.24993875482564848,0.24993875482564964,0.785,0.301,0.176,0.308,-0.3409051710401528,1214,1515,1691,1927
FHOC,literature_cutoff,CMJ,1,2,50,P11,453.01134594660306,478.0850438228508,3281.942673536367,5175.118010890533,5196.716994859207,11964.00454570714,7794.101539346831,7813.773371064245,11964.00454570714,128.09571159104863,62.13434868257731,65.03334737787961,148.3757839589406,1604.4971767933657,1604.4971767933657,1195.3042942536251,1336.8221675210307,2.257027463787641,0.2596418436438161,0.25964184364381626,0.614,0.28,0.119,0.215,-0.1977167526050613,1385,1665,1784,1850
FHOC,literature_cutoff,CMJ,2,5,50,P11,381.30495597306435,397.52415616094754,545.9844498537714,4866.644137157165,4882.302008808221,7409.699930540868,5309.276293195069,5324.878770582623,7409.699930540868,79.5515555997748,11.363679289065002,67.37972794709623,144.71698387426244,1460.0419401684587,1460.0419401684587,1091.8447411264776,1224.878864558043,2.197994667821759,0.2462375412728279,0.2462375412728284,0.72,0.317,0.152,0.251,-0.2566954035323796,1279,1596,1748,1763
FHOC,literature_cutoff,CMJ,3,6,50,P11,142.2496856741046,139.40562350248797,1994.2847143270774,3037.868395486599,3052.1273595563566,9592.136100926204,6060.302523247086,6092.413551203825,9592.136100926204,181.6920710304438,112.57806801483393,68.28352380422895,146.1757569449117,1495.757713729697,1495.757713729697,1146.7760431523313,1258.4812997724978,2.2221136065896316,0.25167119676813354,0.25167119676813465,0.682,0.305,0.137,0.24,-0.22857568606101195,1317,1622,1759,1902
FHOC,literature_cutoff,CMJ,4,7,50,P11,-514.6459762617544,-515.0055306414067,1829.9315106446156,2723.370326962472,2734.7314986779556,8901.05069765565,6559.1742553973245,6584.41997956397,8901.05069765565,180.50088618702392,116.29828654529592,63.34880100592093,143.84318100558085,1420.2472535863817,1499.599346463276,1136.3389683525243,1229.7702453790891,2.185205345069845,0.2433803465913262,0.24338034659132599,0.807,0.429,0.13,0.248,-0.23482336656317462,1192,1621,1751,1905
FHOC,literature_cutoff,CMJ,5,10,50,P11,-226.71177573536528,-231.85401668315313,2285.013555982732,2451.3737975314466,2463.6980938675442,9001.859617068782,5588.559754786855,5621.344851941218,9001.859617068782,189.07881296683814,115.71505726527053,72.57692021828049,143.31084012018707,1393.887983153158,1449.583358849753,1166.247826433482,1202.654780495725,2.1796062596532133,0.24213473226908616,0.24213473226908694,0.735,0.337,0.14,0.258,-0.24302922899789325,1264,1601,1741,1905
FHOC,literature_cutoff,CMJ,6,11,50,P11,-1398.2782992767209,-1403.2557403129344,2415.793713178253,2094.5756894830183,2108.1623789252644,9735.566225005663,6491.17511589388,6528.129242302019,9735.566225005663,209.42898661567534,124.43716692799751,84.06279676611938,143.85030015026692,1321.683159777918,1585.3336207145978,1236.331368991505,1184.439281055511,2.1870876715234546,0.24379982074056503,0.24379982074056503,0.691,0.28,0.143,0.268,-0.2757531598637198,1308,1588,1731,1911
FHOC,literature_cutoff,CMJ,7,13,50,P11,-597.8163425131426,-598.167480727337,1777.8643419949804,2415.697391694959,2431.395806199029,10212.445019894454,5789.983896899806,5823.653289447565,10212.445019894454,191.25832000737557,115.60494161337122,74.82788398782404,139.38287945344624,1376.3129066931722,1471.3659217876725,1175.7466857216884,1192.5896277835664,2.1170561693943033,0.2284366373277513,0.2284366373277513,0.753,0.355,0.142,0.256,-0.2480202672589716,1246,1601,1743,1902
FHOC,literature_cutoff,CMJ,8,16,50,P11,-721.7679622190203,-722.4548736375508,2126.09093839454,2094.2732126611595,2107.6955512348095,8928.725555809739,5352.046336542152,5381.791140793031,8928.725555809739,195.14038645969765,120.86042057396956,73.45727583013897,140.37709383878064,1340.0505040474493,1468.1199562527186,1128.0371280009272,1176.591594315788,2.134299165599209,0.23217293212423443,0.23217293212423412,0.761,0.342,0.153,0.266,-0.26396527857167373,1238,1580,1733,1910
FHOC,literature_cutoff,CMJ,9,20,50,P11,-622.0735032221087,-625.1704210823441,2194.848607932334,1980.5984834321368,1991.4393852199535,7960.551883688313,5133.8356980324725,5161.562804393891,7960.551883688313,201.59880219627112,122.80768439242391,77.98726574148544,141.08619375438306,1331.0503154199619,1456.653923482318,1147.836182409283,1164.811821936225,2.1447191839739017,0.23444548308387758,0.23444548308387808,0.828,0.399,0.156,0.273,-0.27495012083215836,1171,1570,1726,1915
FHOC,literature_cutoff,CMJ,10,21,50,P11,-550.1116716427362,-554.6280049823487,3169.206725199241,1862.3814878201442,1871.0292977790164,7943.092298134696,4840.768104440984,4865.6679431634175,7943.092298134696,202.466637725162,121.67080055560993,80.00951349863507,142.0632671698589,1321.6084537959257,1443.5858023977094,1142.4736552724285,1136.1591074929447,2.156823289629461,0.23709922032049185,0.23709922032049174,0.806,0.352,0.162,0.292,-0.3056198548435883,1193,1545,1707,1907
FHOC,literature_cutoff,CMJ,1,2,50,P12,-694.0345773875803,-691.842959022474,2457.385379120824,2831.9735846862877,2847.089428768296,8754.68037660583,6761.723139364034,6791.243082336635,8754.68037660583,178.498314183572,111.62303798155972,65.99130551596733,142.67495017994815,1441.8759826715714,1544.5281997187321,1166.0174116225214,1231.0600732773748,2.1242089852882304,0.22998286509578253,0.22998286509578228,0.865,0.484,0.131,0.25,-0.23700613617967095,1134,1618,1749,1895
FHOC,literature_cutoff,CMJ,2,3,50,P12,-408.58951950341543,-409.1256435015049,5344.195415254566,1648.5494148132746,1653.220133431057,6335.678469330072,4132.853810900643,4143.812574426118,6335.678469330072,194.89789848896316,120.71435772641576,73.42552348571029,137.53550433965947,1327.0263796389056,1417.5856769601914,1062.6928955670967,1086.3537301351482,2.0461850694678985,0.21339823335949787,0.21339823335949742,0.884,0.378,0.183,0.323,-0.33461676462612533,1115,1493,1676,1897
FHOC,literature_cutoff,CMJ,3,4,50,P12,-371.78550668932854,-366.46577101277995,3995.987389025511,1571.9743418710443,1579.7606061680924,8171.788345184585,3478.5330450044244,3488.7386316325847,8171.788345184585,205.63398669096716,120.41339323222104,84.4972607798405,143.51160796588067,1306.2576205460591,1395.9246104424876,1064.0578863694536,1130.1383141050696,2.1394477616099254,0.23329443041068912,0.23329443041068854,0.822,0.308,0.209,0.305,-0.3120397301452816,1177,1485,1694,1899
FHOC,literature_cutoff,CMJ,4,8,50,P12,-536.4160059206481,-537.5120411242749,1633.577874601935,2108.9719211839347,2117.3029525208835,7957.646196457441,4901.325844238772,4919.607668035217,7957.646196457441,192.07939996175938,116.5139618476958,74.76980494408045,143.2600530197969,1361.5090254858528,1454.0099204647843,1121.7861738166,1179.0780174499052,2.136540499990876,0.23266082100414182,0.23266082100414234,0.801,0.363,0.162,0.276,-0.263942086613482,1198,1561,1723,1894
FHOC,literature_cutoff,CMJ,5,9,50,P12,-526.7393458708084,-524.7156861956544,2860.838320384384,1634.027116159245,1637.2203979783997,5889.446479863371,3569.500392574791,3573.741345413927,5889.446479863371,191.5959010698489,118.17159612005186,72.67141665527821,140.08050707171384,1311.7380489084023,1416.0631220987573,1004.2107103959481,1139.4113937967854,2.088393134226126,0.22229285846497565,0.2222928584649751,0.811,0.307,0.211,0.293,-0.2915314737706931,1188,1495,1706,1895
FHOC,literature_cutoff,CMJ,6,10,50,P12,-210.7113458761283,-210.6780151887999,2981.7550178386737,1470.7739886861511,1475.2734690943778,5092.038675156073,3122.0981513280312,3130.983671148261,5092.038675156073,197.50975616351252,122.49112168261571,74.32109883471618,142.15071521605933,1310.2072025301866,1356.3529872770587,993.6393874044277,1110.8783471281558,2.11674439682467,0.22836935991277454,0.22836935991277482,0.855,0.316,0.223,0.316,-0.3284934921016664,1144,1460,1683,1902
FHOC,literature_cutoff,CMJ,7,11,50,P12,100.40174834855738,102.55016407955252,3512.944958873093,1752.8079634740552,1760.6511900042317,6557.103467510955,3270.8079314362353,3283.8827544900614,6557.103467510955,187.31372944220487,115.17325024485686,71.4574669389894,139.49356951615556,1362.1775543868412,1362.1775543868412,1002.9863333887466,1135.6205342126862,2.0751047196226904,0.219472966228357,0.21947296622835757,0.811,0.307,0.209,0.295,-0.2838485979233969,1188,1495,1704,1896
FHOC,literature_cutoff,CMJ,8,14,50,P12,258.7722811863062,256.74480438363105,3791.536209773156,1642.1387768953227,1649.0176171389855,5856.025741260906,3165.948571661092,3182.637923575087,5856.025741260906,188.01381131165854,117.00023412819527,70.39005282705992,140.53497067551595,1337.2080957247638,1337.2080957247638,1016.7627143425793,1102.4101917262678,2.095621691898321,0.22383436674591134,0.22383436674591126,0.904,0.389,0.197,0.318,-0.2848144893123808,1095,1484,1681,1898
