sport,cutoff_type,jump_type,trial_num_in_block,overall_recording_number,cutoff_frequency,PID,propulsive_peakforce_rfd_slope_between_events,propulsive_peakforce_rfd_instantaneous_average_between_events,propulsive_peakforce_rfd_instantaneous_peak_between_events,braking_peakforce_rfd_slope_between_events,braking_peakforce_rfd_instantaneous_average_between_events,braking_peakforce_rfd_instantaneous_peak_between_events,braking_propulsive_rfd_slope_between_events,braking_propulsive_rfd_instantaneous_average_between_events,braking_propulsive_rfd_instantaneous_peak_between_events,braking_net_vertical_impulse,propulsive_net_vertical_impulse,braking_to_propulsive_net_vertical_impulse,total_net_vertical_impulse,peak_force,maximum_force,average_force_of_braking_phase,average_force_of_propulsive_phase,takeoff_velocity,jump_height_takeoff_velocity,jump_height_net_vertical_impulse,movement_time,unweighting_time,braking_time,propulsive_time,lowering_displacement,frame_start_of_unweighting_phase,frame_start_of_breaking_phase,frame_start_of_propulsive_phase,frame_peak_force
FHOC,literature_cutoff,CMJ,9,16,50,P12,-583.712829404469,-583.9892205354677,2242.725222199573,1773.1189436940315,1778.3846875140985,7011.930113136594,4417.703433275488,4429.187968058089,7011.930113136594,190.0228506599406,118.90125658421063,70.36087141645517,137.39803266617994,1305.7538310542277,1418.4956454339758,1069.0190961229234,1127.9521656761358,2.0492817258667886,0.2140446275214864,0.2140446275214863,0.919,0.454,0.172,0.293,-0.27693994113179843,1080,1534,1706,1899
FHOC,literature_cutoff,CMJ,10,21,50,P12,262.2694572195806,263.93850890890315,3942.9302384464536,1401.049992814573,1403.7847423057447,3942.9302384464536,2535.0255472467175,2538.8214979245404,3501.8687867630506,187.79666011641518,121.56420397462327,65.63176858309916,141.90091312296317,1320.2266765694405,1320.2266765694405,935.400540185902,1082.1461230609073,2.118129638519184,0.22866835706286484,0.22866835706286448,0.927,0.354,0.237,0.336,-0.3186910819645403,1072,1426,1663,1899
FHOC,literature_cutoff,CMJ,1,2,50,P13,328.02450176624615,389.5390324833182,698.4819636489265,5824.397351471189,5851.956057479791,13365.094030259002,6066.88438895817,6092.9450438766935,13365.094030259002,78.80944737750767,4.128741978671851,73.85655752724986,138.51815101468495,1427.9500839304224,1427.9500839304224,1147.5435293342327,1199.4038509928862,2.259296222683564,0.26016408877840064,0.26016408877840125,0.67,0.301,0.136,0.233,-0.25256608550727466,1329,1630,1766,1772
FHOC,literature_cutoff,CMJ,2,6,50,P13,667.174524928015,697.9020228604786,1021.047711406718,5001.698980775229,5025.0876862387095,8956.940968238458,5476.715359498212,5499.299813732215,8956.940968238458,81.70652259725489,12.036341843434121,68.87471879079875,135.32699635161265,1406.9111009576598,1406.9111009576598,1074.7123145864039,1171.004618782554,2.2116466598635847,0.24930585871996686,0.24930585871996686,0.699,0.314,0.146,0.239,-0.24779872778743953,1300,1614,1760,1776
FHOC,literature_cutoff,CMJ,3,9,50,P13,206.01360071969208,224.28418238751223,490.1297833258286,4278.519444064497,4296.071314718697,6462.154133491858,4637.1048642332225,4654.593452156662,6462.154133491858,78.25741854811537,9.578558474782762,67.94422808370258,135.8838430716209,1338.3145511447763,1338.3145511447763,1030.162540693447,1140.7587793256232,2.2197083613221094,0.25112666714185955,0.25112666714185944,0.715,0.303,0.159,0.253,-0.2651206423460713,1284,1587,1746,1760
FHOC,literature_cutoff,CMJ,4,11,50,P13,-184.6340574049157,-184.15942301488823,1550.5239340406843,1562.4276547123945,1569.9775956560209,6111.304065026576,3568.6688515943606,3584.3437324814054,6111.304065026576,194.99691851444206,119.32215156859186,75.0271542067062,135.5236543422356,1209.9997094086723,1249.1564322080815,1014.8117871769422,1063.9825148106581,2.212858692909492,0.24957918423981174,0.24957918423981174,0.767,0.291,0.182,0.294,-0.313042551507548,1232,1523,1705,1914
FHOC,literature_cutoff,CMJ,5,14,50,P13,-206.79612655389113,-205.92454965374756,2206.226130792522,1381.7087202952785,1390.3342868185173,7627.76842580823,3127.4912747532762,3144.638552644471,7627.76842580823,197.7749775470896,120.35926046592837,76.78067754974781,133.58429022385454,1190.4091216763447,1238.7415551814847,982.7118217395089,1039.3922299887479,2.1803622133570006,0.24230272076631185,0.24230272076631165,0.792,0.284,0.202,0.306,-0.32221062541944134,1207,1491,1693,1915
FHOC,literature_cutoff,CMJ,6,16,50,P13,260.96726275688513,262.6951090764419,2193.977893468924,1624.7183026941786,1632.2590700410594,6124.633081043488,3088.956261363694,3102.7382702346486,6124.633081043488,187.2190216114858,115.69193900878949,70.94342982547188,134.07518057302786,1238.052196692974,1238.052196692974,975.6728038463312,1061.8179466884699,2.189359835541001,0.24430665083996525,0.24430665083996583,0.777,0.295,0.19,0.292,-0.29541401812858514,1222,1517,1707,1911
FHOC,literature_cutoff,CMJ,7,17,50,P13,-645.5580671555973,-642.9233907880737,1701.177752790507,1427.1542390370223,1435.768181357973,7189.88613656105,3795.9683032571593,3811.4156923820265,7189.88613656105,190.41042683217142,117.24061671500979,72.4812017804462,128.40802904396566,1155.8487195873054,1295.345110363792,1001.0755349584916,1028.6187029471766,2.0961816831882683,0.22395400861029566,0.2239540086102954,0.835,0.351,0.182,0.302,-0.3180535801603098,1164,1515,1697,1905
FHOC,literature_cutoff,CMJ,8,19,50,P13,-432.50822824223286,-430.6478093365027,1757.3358656732598,1720.4461706431423,1727.9328687299917,5659.13830491493,3971.821342048992,3985.1915206509548,5659.13830491493,183.6562117336563,111.73290042825607,71.22964505348918,131.38721286770556,1216.4310694555911,1299.8079998663745,1010.5481230747149,1082.9654822320745,2.1426682612385255,0.2339973128297108,0.23399731282971117,0.779,0.33,0.175,0.274,-0.30008327232781745,1220,1550,1725,1908
FHOC,literature_cutoff,CMJ,9,20,50,P13,-296.69610746385484,-299.9559702949585,1874.3730654866667,1451.209218544362,1457.4313485456648,5473.268703222508,3609.8245391883897,3627.756671266872,5473.268703222508,196.41209479436327,120.81457613356316,74.93827878984288,137.5207609054308,1191.8567602203875,1277.2682494399048,1011.701940562329,1050.3462012721216,2.2469452887181136,0.2573273766815763,0.2573273766815764,0.817,0.327,0.183,0.307,-0.32086881710361526,1182,1509,1692,1918
FHOC,literature_cutoff,CMJ,10,21,50,P13,-453.8068554109206,-452.2559092352127,1812.0347434844589,1219.4393005159093,1226.5820110534557,6336.1989990030415,3137.5507475539825,3151.1035294331487,6336.1989990030415,201.65961623539528,122.12051877391224,78.89526847352876,134.28680360330475,1138.3375459389795,1249.08145415787,987.1744314055416,1026.6334111888125,2.192856904833081,0.24508773726167785,0.24508773726167804,0.823,0.301,0.205,0.317,-0.3502965474159636,1176,1477,1682,1917
FHOC,literature_cutoff,CMJ,1,4,50,P14,-820.7262172765236,-820.9097844644716,1489.5281408678275,1191.362569633396,1195.5064051700688,5536.680203203054,3518.475358534263,3527.6241194443605,5536.680203203054,194.86178649336625,120.84346014543488,73.32064006782767,138.18366554685716,1103.5179848283592,1291.5600646774417,965.8852829430859,1039.4272631953047,2.282836735269976,0.2656138409733987,0.2656138409733985,0.805,0.295,0.198,0.312,-0.3446849322139468,1194,1489,1687,1916
FHOC,literature_cutoff,CMJ,1,5,50,P14,-820.7262172765236,-820.9097844644716,1489.5281408678275,1191.362569633396,1195.5064051700688,5536.680203203054,3518.475358534263,3527.6241194443605,5536.680203203054,194.86178649336625,120.84346014543488,73.32064006782767,138.18366554685716,1103.5179848283592,1291.5600646774417,965.8852829430859,1039.4272631953047,2.282836735269976,0.2656138409733987,0.2656138409733985,0.805,0.295,0.198,0.312,-0.3446849322139468,1194,1489,1687,1916
FHOC,literature_cutoff,CMJ,2,7,50,P14,-1076.2588954794196,-1074.1119552171613,1828.274741555564,1326.2439889927577,1329.4305998163272,6269.9772173604,4122.59980534562,4126.996524527437,6269.9772173604,187.98998906956362,121.3889660809393,65.84763964320626,139.44114396247812,1118.2272738846011,1351.164575802818,955.4898632645097,1057.3342022117577,2.3044001608852156,0.2706554587914275,0.27065545879142766,0.869,0.384,0.183,0.302,-0.34948875871191204,1130,1514,1697,1910
FHOC,literature_cutoff,CMJ,3,11,50,P14,,,,4461.717223293587,4481.086942393134,6517.57635744143,4461.717223293587,4481.086942393134,6517.57635744143,81.76037917652755,,81.76037917652755,138.19672604609693,1363.3668966706662,1366.9065629554354,1067.8165792843183,1067.2821918946356,2.286231670831574,0.2664044471311586,0.26640444713115824,0.763,0.297,0.173,0.293,-0.33530462040867,1236,1533,1706,1706
FHOC,literature_cutoff,CMJ,4,13,50,P14,-1046.5780958715143,-1044.3809701993187,1148.3692485064967,1301.2468078186032,1307.433408203343,5400.565232768888,4118.636692246744,4129.610662286537,5400.565232768888,188.3578841949223,114.8782649994077,72.75787181719475,136.69760367841312,1095.493634609583,1318.3542516106,1010.8839981890959,1044.1148561238488,2.2611607483910383,0.2605936763539409,0.2605936763539419,0.857,0.377,0.175,0.305,-0.34417033137885367,1142,1519,1694,1904
FHOC,literature_cutoff,CMJ,5,18,50,P14,-1338.5580208987542,-1340.8219042030646,1509.8599067365285,1283.0684060080844,1289.4723663933871,7907.694123279594,4664.811370893829,4682.396336748573,7907.694123279594,200.7293199293287,117.7256580941438,82.21725415238626,131.6279005510247,1086.9965938669018,1383.6359231042397,1081.7007892140468,1019.3579151004686,2.1779346201838594,0.24176346635042875,0.24176346635042942,0.778,0.298,0.169,0.311,-0.3504895011032277,1221,1519,1688,1906
FHOC,literature_cutoff,CMJ,6,20,50,P14,,,,4507.236530719691,4525.324023080897,7031.89201429463,4507.236530719691,4525.324023080897,7031.89201429463,83.14729805183406,,83.14729805183406,130.41718612764393,1374.8628539143624,1376.8034866997334,1072.9232942428182,1022.9027910474395,2.158137490227565,0.23738824804922187,0.23738824804922212,0.788,0.31,0.174,0.304,-0.339668952921555,1211,1521,1695,1695
FHOC,literature_cutoff,CMJ,7,21,50,P14,,,,5001.2654146626855,5028.817838113258,9520.34197420458,5001.2654146626855,5028.817838113258,9520.34197420458,87.04416331673073,,87.04416331673073,130.54937769144183,1391.9440602397722,1396.8019068435044,1139.1590463987363,1019.1357341322412,2.1610087107174665,0.23802031844020216,0.23802031844020208,0.761,0.293,0.16,0.308,-0.33849418514318114,1238,1531,1691,1691
FHOC,literature_cutoff,CMJ,8,22,50,P14,-898.8462356827866,-897.7004569745167,1676.0731165612815,1086.3493839991565,1090.0693330441,4074.0393789210357,3302.8299302459864,3309.4239529677975,4074.0393789210357,188.67905445466212,116.49487273289125,71.50294087763535,131.96647179058704,1067.1995156676614,1274.76437119925,941.181470587321,1001.2544439939804,2.1852432913514814,0.24338879930665927,0.2433887993066596,0.845,0.315,0.206,0.324,-0.3540174643053488,1154,1469,1675,1905
FHOC,literature_cutoff,CMJ,9,24,50,P14,-1259.636811500942,-1260.810714797664,1278.564510572236,1183.9029722944329,1188.8048988359405,6032.602057416923,4063.3174202262803,4075.378973279863,6032.602057416923,193.09873198547473,113.7299425765762,78.61785236262864,130.26263995202984,1070.2706308024415,1346.5215765974538,1021.1704379660807,1009.2440004128595,2.150649682089262,0.23574383563051188,0.23574383563051152,0.814,0.314,0.185,0.315,-0.3492679271691214,1185,1499,1684,1902
FHOC,literature_cutoff,CMJ,10,25,50,P14,,,,4892.590024636896,4915.969103638878,8062.280343170627,4892.590024636896,4915.969103638878,8062.280343170627,83.34589560210544,,83.34589560210544,132.42517326305736,1398.7695053307316,1402.6607177898832,1100.135891351623,1035.675061974707,2.192313626844967,0.24496631184761128,0.2449663118476112,0.764,0.298,0.165,0.301,-0.33551257578921956,1235,1533,1698,1698
FHOC,literature_cutoff,CMJ,1,5,50,P15,,,,5868.450520116372,5908.4706694662445,12050.73958725622,5868.450520116372,5908.4706694662445,12050.73958725622,61.266352135602276,,61.266352135602276,111.26849108083265,1213.6909333681688,1256.730812511951,1025.8955768340625,956.1383646958503,2.1301625628375307,0.23127382997525775,0.23127382997525764,0.724,0.352,0.12,0.252,-0.24762534346699128,1275,1627,1747,1747
FHOC,literature_cutoff,CMJ,2,6,50,P15,,,,5947.49980816913,5989.9620611966775,12003.086142636428,5947.49980816913,5989.9620611966775,12003.086142636428,61.45557572133057,,61.45557572133057,111.09230591246572,1241.3788619791778,1263.862151612145,1015.5106910765975,983.5498898757859,2.124745284007176,0.23009900723296303,0.23009900723296303,0.66,0.299,0.123,0.238,-0.2397511406031654,1339,1638,1761,1761
FHOC,literature_cutoff,CMJ,3,8,50,P15,-1989.793961193545,-2002.3026817677426,2013.605979168904,1705.8440690987957,1726.883625145153,16283.130488847499,7665.476568399056,7740.616498455138,16283.130488847499,169.1261091296861,97.71112023397262,70.56089892026566,109.96862118267138,1008.401457215555,1429.7620197624208,1152.1853993247687,950.5035611073637,2.1043860603033826,0.22571053469924526,0.22571053469924485,0.699,0.336,0.111,0.252,-0.26151183983358706,1300,1636,1747,1926
FHOC,literature_cutoff,CMJ,4,9,50,P15,-1485.660792978158,-1493.254562415012,1581.3719685099204,1640.3210744217508,1654.755482992675,13784.94058709382,6291.172145431372,6338.3801846967945,13784.94058709382,169.9576603752868,97.93401381975731,71.25150443159184,111.91419755537818,1011.2264567340662,1349.6299126338208,1094.7479336384404,947.2154246520139,2.142889677799398,0.2340456764128037,0.23404567641280435,0.672,0.291,0.123,0.258,-0.2677574037669828,1327,1618,1741,1924
FHOC,literature_cutoff,CMJ,5,14,50,P15,-1894.7594351127505,-1901.4976822792532,1974.0952650592662,1564.4947315436161,1583.0598026947782,13721.348298568511,7116.743015840811,7175.920976056459,13721.348298568511,175.002493331428,102.11642620454913,72.04237325113503,113.37015334173701,992.5226674042793,1392.674528159494,1120.892534274809,954.1776319029245,2.172347064135767,0.24052455489598812,0.2405245548959887,0.688,0.311,0.119,0.258,-0.28143002952226714,1311,1622,1741,1932
FHOC,literature_cutoff,CMJ,6,15,50,P15,-1261.1020833229923,-1268.7081852472445,1547.2131436883355,1578.1923263482427,1595.385740635625,13842.168832187308,6043.211760911878,6099.404414403041,13842.168832187308,171.71096724694564,98.31975249199832,72.64361833411787,110.91114972791694,1012.5898413917434,1335.5415769419924,1101.2295585354861,926.64483533376,2.1234718647405972,0.2298232803437772,0.2298232803437772,0.699,0.306,0.124,0.269,-0.2793772816289155,1300,1606,1730,1925
FHOC,literature_cutoff,CMJ,7,17,50,P15,-1670.3243265972062,-1676.2868922243133,1517.422883031133,1545.322240323966,1558.0481387244886,10985.60289943876,5997.7559483686655,6036.3581815766765,10985.60289943876,164.3882851468027,96.92526782400175,66.68195859052423,110.97890344180456,991.6638110489549,1317.5163307329653,1028.253885701956,945.8958609059664,2.125101072383263,0.23017607379431668,0.23017607379431695,0.69,0.303,0.13,0.257,-0.265399921792898,1309,1612,1742,1922
FHOC,literature_cutoff,CMJ,8,19,50,P15,-1232.4627314020895,-1238.4263258051512,2871.5228429501294,1596.5263933538101,1612.6860744654202,12152.52967486222,6042.0807322559385,6093.00556060489,12152.52967486222,170.40742323478298,98.30971942935622,71.33036991849019,109.40754296561288,1034.8278515341835,1316.9220178692553,1081.844051774111,916.4192461088691,2.0935624132874793,0.22339467779460215,0.2233946777946026,0.752,0.353,0.126,0.273,-0.2859705947420942,1247,1600,1726,1924
FHOC,literature_cutoff,CMJ,9,21,50,P15,-1364.713604519589,-1371.1794421244424,1529.130020894052,1562.7726557621213,1578.049405140289,11638.228782251012,5908.260073367785,5955.810975298875,11638.228782251012,169.17483028305205,97.20404881331652,71.21070085410184,110.40510612757313,1011.5889602867246,1319.490126887688,1071.318443034263,931.9039292608273,2.1153756019359413,0.22807410485554772,0.2280741048555475,0.708,0.316,0.128,0.264,-0.2726894287289701,1291,1607,1735,1925
FHOC,literature_cutoff,CMJ,10,22,50,P15,-1159.4675279490164,-1164.7192047959286,2215.881009736506,1405.984239865329,1418.2817472932238,10121.644669373462,5272.7521217884,5311.5005736304975,10121.644669373462,170.5476141272019,99.30645104338075,70.51059728977181,111.2049448098581,1000.3505624295691,1262.2357197711904,1025.5899317693963,911.1910914038704,2.13076239955572,0.23140409803060394,0.23140409803060444,0.766,0.348,0.138,0.28,-0.29415017894652906,1233,1581,1719,1927
FHOC,literature_cutoff,CMJ,1,2,50,P16,418.13871573931465,503.24898558650165,843.2627548419405,10760.178061386827,10825.85142261043,20555.9402276614,11257.391491466034,11322.130385928891,20555.9402276614,82.79601422353245,4.664087942935054,76.96758708991779,151.25047744735758,1813.8985652790675,1813.8985652790675,1392.643999292176,1395.5988153562043,2.2932884290815942,0.26805157079304415,0.26805157079304454,0.636,0.328,0.104,0.204,-0.20539593116728166,1363,1691,1795,1800
FHOC,literature_cutoff,CMJ,2,4,50,P16,,,,8709.631617173307,8746.671937544377,17000.622547712643,8709.631617173307,8746.671937544377,17000.622547712643,80.69056801970754,,80.69056801970754,152.3274967485206,1696.6191374487241,1697.0572310530415,1317.580725029879,1308.338887534762,2.3118111648355715,0.27239912649635073,0.27239912649635095,0.654,0.301,0.121,0.232,-0.2459996958875689,1345,1646,1767,1767
FHOC,literature_cutoff,CMJ,3,5,50,P16,,,,8270.771692462105,8322.337013847828,17590.748458184185,8270.771692462105,8322.337013847828,17590.748458184185,85.7377592786146,,85.7377592786146,145.41365548393057,1653.0036439316636,1665.8566112311241,1354.1452047458006,1241.2788161401572,2.2039118884819766,0.2475651178487356,0.2475651178487354,0.699,0.33,0.122,0.247,-0.26470496356798956,1300,1630,1752,1752
FHOC,literature_cutoff,CMJ,4,11,50,P16,615.8507863206069,698.6989899401669,1269.1377379343612,8451.95602115326,8485.592067821553,13723.570121079858,8978.753011730247,9009.080678099293,13723.570121079858,83.31585240118359,7.487992408710639,74.76193986275172,150.42073144896636,1718.319651755688,1718.319651755688,1279.5192887271623,1321.3002319390864,2.281428460464766,0.2652862293689414,0.26528622936894125,0.652,0.308,0.119,0.225,-0.23428258549001452,1347,1655,1774,1782
FHOC,literature_cutoff,CMJ,5,12,50,P16,319.2934965081046,404.2694488425429,571.2762835479807,8975.716074582007,9019.631396172335,15146.537563358841,9195.794614702529,9238.666021951909,15146.537563358841,84.72469018808121,2.168442216677419,81.4728035088519,149.95806476718397,1731.1484269869045,1731.1484269869045,1341.4542776399742,1308.7562902815025,2.275736968075151,0.2639642583009113,0.2639642583009115,0.638,0.292,0.118,0.228,-0.23564176853334498,1361,1653,1771,1774
FHOC,literature_cutoff,CMJ,6,13,50,P16,,,,8621.582990774274,8657.229400730048,13366.484231114038,8621.582990774274,8657.229400730048,13366.484231114038,77.19643203381145,,77.19643203381145,150.32520665401694,1692.8737358020853,1692.8939299761116,1288.8390150568541,1318.6648870392796,2.2809835400442373,0.26518276809137314,0.2651827680913733,0.651,0.305,0.121,0.225,-0.23597341464066668,1348,1653,1774,1774
FHOC,literature_cutoff,CMJ,7,18,50,P16,,,,7906.901270096248,7947.05378168477,13639.817209212692,7906.901270096248,7947.05378168477,13639.817209212692,88.00526370568733,,88.00526370568733,148.62104516456878,1687.9957199895332,1697.609360205328,1316.7159471031482,1259.0364402024268,2.256702050086098,0.2595669797585524,0.2595669797585524,0.684,0.308,0.132,0.244,-0.2620852961373789,1315,1623,1755,1755
FHOC,literature_cutoff,CMJ,8,19,50,P16,,,,9197.262179575217,9247.506049434347,15873.34423088946,9197.262179575217,9247.506049434347,15873.34423088946,83.09047888958138,,83.09047888958138,149.23209641851741,1732.1864497290865,1733.9650849550749,1355.3139702827182,1313.1822620883913,2.26426521574675,0.26130973329463186,0.26130973329463186,0.632,0.289,0.118,0.225,-0.23783199625488405,1367,1656,1774,1774
FHOC,literature_cutoff,CMJ,9,20,50,P16,,,,7679.772619509355,7710.521756367256,13650.384800677071,7679.772619509355,7710.521756367256,13650.384800677071,83.41254805685165,,83.41254805685165,145.26639910870105,1654.3037132071743,1656.1532722470383,1286.9910959244455,1235.7490673725154,2.2046232041229064,0.24772494761249492,0.2477249476124955,0.695,0.316,0.131,0.248,-0.26276723872428676,1304,1620,1751,1751
FHOC,literature_cutoff,CMJ,10,21,50,P16,,,,7445.791480948906,7481.68287083745,12831.816200468456,7445.791480948906,7481.68287083745,12831.816200468456,81.91743466522887,,81.91743466522887,150.91011663758187,1644.2320294077242,1655.0394899086389,1261.478839148043,1259.9209258335486,2.2901708577325373,0.2673232700105701,0.2673232700105707,0.716,0.334,0.134,0.248,-0.2744213260610182,1283,1617,1751,1751
FHOC,literature_cutoff,CMJ,1,2,50,P17,2301.19543523147,2353.5669684891145,4815.755255834898,5669.108688783359,5687.926177300995,10267.849650158198,6960.142102644917,6966.097207345549,10267.849650158198,96.33539173495132,40.72656609638341,54.77673466196927,120.0332617319414,1506.257194558588,1506.257194558588,1025.8081991416866,1171.460144519565,2.0808712190685537,0.2206944459912257,0.2206944459912258,0.651,0.331,0.12,0.2,-0.18601914997082905,1348,1679,1799,1845
FHOC,literature_cutoff,CMJ,2,3,50,P17,690.518041018728,732.3369037556861,1181.5188687758055,4488.119988425539,4496.5524208561965,7745.686660197913,4859.91318607376,4865.077016935967,7745.686660197913,63.216963261026365,9.121877630114069,53.40005356212224,121.0242305618194,1271.1586818534736,1271.1586818534736,941.7169658522733,1043.5713834653193,2.0981311974111843,0.22437077072120742,0.2243707707212073,0.783,0.385,0.143,0.255,-0.2533092457635708,1216,1601,1744,1758
FHOC,literature_cutoff,CMJ,3,4,50,P17,,,,4754.232559980962,4779.986884756444,9741.784854343452,4754.232559980962,4779.986884756444,9741.784854343452,69.0964529200763,,69.0964529200763,121.79004951850385,1285.618675079238,1285.618675079238,1023.0757466596347,1020.0331915014906,2.1103710767650194,0.22699623249981382,0.22699623249981365,0.766,0.344,0.152,0.27,-0.272139492926992,1233,1577,1729,1729
FHOC,literature_cutoff,CMJ,4,6,50,P17,270.428864881088,271.66129820579135,692.1025419242214,1991.5775600239506,2001.634426594627,6585.3249929391895,3598.674233199515,3616.9707814155277,6585.3249929391895,157.4655513332089,95.48638421216353,61.380614792220285,120.83676235385717,1206.314327623053,1206.314327623053,937.2179010483862,1031.3029647868448,2.095662042077846,0.2238429864732868,0.2238429864732869,0.742,0.315,0.166,0.261,-0.2582716553396421,1257,1572,1738,1893
FHOC,literature_cutoff,CMJ,5,7,50,P17,333.72135611848506,336.89352251998434,1023.3580491244793,1724.4998541383213,1746.5131116147843,15607.338512190152,2841.33713285122,2878.4803574030325,15607.338512190152,164.70515755765229,93.84411435188655,70.29889140824756,116.12178803711328,1182.45288194391,1182.45288194391,923.195105299919,993.4810234274952,2.0100423285436433,0.2059261041048497,0.2059261041048498,0.755,0.284,0.198,0.273,-0.26509724599397627,1244,1528,1726,1885
FHOC,literature_cutoff,CMJ,6,9,50,P17,965.0944325313119,986.4179725318816,2211.68850458425,3700.648121269419,3709.956286455566,6038.744489412464,4702.400176300276,4707.308345075507,6038.744489412464,85.55124975618597,35.760452940841965,49.12492634963221,115.67436115887283,1282.9317892712806,1282.9317892712806,914.043622853634,1060.0536138625012,2.0057527783557494,0.20504812476461814,0.2050481247646187,0.814,0.437,0.142,0.235,-0.22714512771867146,1185,1622,1764,1816
FHOC,literature_cutoff,CMJ,7,13,50,P17,,,,4975.7631122614775,5000.584600153822,8764.040098797006,4975.7631122614775,5000.584600153822,8764.040098797006,66.20633160847956,,66.20633160847956,122.31387337124671,1283.8002619632457,1285.1422027625392,1024.5229498324343,1041.6976829563346,2.121988953921977,0.22950240165988203,0.22950240165988225,0.724,0.321,0.145,0.258,-0.2616817607367051,1275,1596,1741,1741
FHOC,literature_cutoff,CMJ,8,15,50,P17,794.338789637864,806.4264296398883,2096.0129160746,3131.02630482224,3142.821452229824,5935.037723442074,4508.2792111229655,4519.901962233163,5935.037723442074,120.39097929556328,64.042657707434,55.66842204551408,115.62562907580592,1317.114180239044,1317.114180239044,936.3508219349002,1074.9532246479191,2.0060358303452217,0.20510600166303988,0.20510600166303952,0.784,0.405,0.151,0.228,-0.2105439033114975,1215,1620,1771,1860
FHOC,literature_cutoff,CMJ,9,16,50,P17,542.7625117594694,615.4994008004303,1237.2659316448262,5792.984289142501,5825.250503655068,12969.961364676303,6156.461181422866,6185.925580006543,12969.961364676303,75.56205654941607,6.438211654369944,68.32294258279094,118.6535379679086,1372.2246394631431,1372.2246394631431,1094.4192877889802,1088.7173231123734,2.0573371073967444,0.2157306816244446,0.21573068162444403,0.659,0.301,0.13,0.228,-0.2260609320832798,1340,1641,1771,1780
FHOC,literature_cutoff,CMJ,10,21,50,P17,111.75570795114709,166.2869985975558,220.8182892439654,4796.287812933846,4828.579307148986,10395.021022619912,4859.592300839018,4891.583257264546,10395.021022619912,69.28535474154299,0.7184057827502675,67.84876399433155,117.64055912459146,1283.987390018935,1283.987390018935,1026.3010176116165,1045.0819404980682,2.040981578050223,0.21231426105710394,0.21231426105710402,0.684,0.29,0.148,0.246,-0.24176577068342506,1315,1605,1753,1755
FHOC,literature_cutoff,CMJ,1,2,50,P18,9.328725034074957,11.514911200213689,1390.1909959729528,1745.420996791055,1755.5894630309422,11779.004652635893,3782.1772932657245,3801.7104456256516,11779.004652635893,215.48834191759443,133.62624286687162,81.18729252268486,150.62081499914638,1301.9992027881037,1307.1912511965202,1080.111300834627,1151.9382267384808,2.3653848063585543,0.2851705036774666,0.2851705036774668,0.781,0.315,0.179,0.287,-0.30808385914710046,1218,1533,1712,1922
FHOC,literature_cutoff,CMJ,2,3,50,P18,-476.58730994663756,-475.3684650435404,2711.304662204697,1566.1798732269388,1569.2147573792763,5990.112712990027,4066.6162067290215,4071.874002312123,5990.112712990027,205.48223741906588,135.40310793132988,69.33528926691876,150.53442120850315,1262.3825864808816,1370.703088885666,1005.9094576319079,1121.68846394845,2.3628007396834776,0.28454777448770585,0.2845477744877061,0.87,0.383,0.183,0.304,-0.340543748166844,1129,1512,1695,1919
FHOC,literature_cutoff,CMJ,3,4,50,P18,-938.4932595238461,-940.3711208897149,1722.339909830247,1808.2363608515484,1819.1833274269882,10045.672568362847,5087.665059117928,5113.924092992991,10045.672568362847,219.8124449843203,132.1255468726853,86.84590907960933,155.9323597462645,1280.7570170255124,1467.238210920942,1153.8889984390241,1180.2368712085674,2.4475257344739014,0.30532019474577016,0.3053201947457697,0.738,0.291,0.165,0.282,-0.32670626554991306,1261,1552,1717,1914
FHOC,literature_cutoff,CMJ,4,10,50,P18,-505.9981973459342,-503.47232394900686,2230.5733057708712,1712.5717503708997,1717.8844287165143,6570.290586393909,4209.978358183293,4218.428095651472,6570.290586393909,207.6577343368009,132.44637709801458,74.43997901887028,150.49546242705102,1292.287908056213,1401.513097574103,1033.4618315573198,1152.306659275015,2.363781132962154,0.28478395741834067,0.2847839574183405,0.789,0.32,0.183,0.286,-0.31779983261244577,1210,1530,1713,1919
FHOC,literature_cutoff,CMJ,5,11,50,P18,-730.0833010212065,-730.0952483023196,2561.2141165068606,1637.525163599302,1646.1605611289917,7090.137948826188,4410.635630447633,4429.399409744671,7090.137948826188,212.92181655714978,131.27403931164258,80.846486224301,148.51645695423835,1270.7440909476811,1425.5503412459313,1073.0606119216038,1129.3559559788587,2.3342020364731546,0.2777012817061887,0.2777012817061889,0.772,0.295,0.181,0.296,-0.32576969769671066,1227,1522,1703,1915
FHOC,literature_cutoff,CMJ,6,13,50,P18,-963.5413249786318,-965.3826750159142,1938.581659776275,1775.633523009976,1784.3753527629108,8461.257265683904,5026.341023333805,5047.642409825733,8461.257265683904,211.79794000611935,128.94940479361836,82.01537412038175,146.9723388378942,1267.643767384043,1459.625936431467,1121.2150863025029,1147.5500648422303,2.3082047885516874,0.2715499156928104,0.27154991569281006,0.743,0.294,0.166,0.283,-0.3178100463080628,1256,1550,1716,1913
