sport,cutoff_type,jump_type,trial_num_in_block,overall_recording_number,cutoff_frequency,PID,propulsive_peakforce_rfd_slope_between_events,propulsive_peakforce_rfd_instantaneous_average_between_events,propulsive_peakforce_rfd_instantaneous_peak_between_events,total_net_vertical_impulse,peak_force,maximum_force,average_force_of_propulsive_phase,takeoff_velocity,jump_height_takeoff_velocity,jump_height_net_vertical_impulse,movement_time,propulsive_time,frame_start_of_propulsive_phase,frame_peak_force,frame_of_potential_unweighting_start
FHOC,literature_cutoff,SQT,6,13,50,P31,3474.3084016063995,3477.782814161246,7922.132980440685,134.466842901231,1382.0857562317015,1382.0857562317015,1048.6956423835688,2.1589244294885286,0.23756140123559472,0.23756140123559472,0.306,0.306,1693,1907,-1
FHOC,literature_cutoff,SQT,7,16,50,P31,3906.659563181009,3911.3076090953778,7601.610405867745,137.01381780708292,1421.179219005481,1421.179219005481,1059.2315144987392,2.1974950732443443,0.24612561656132345,0.24612561656132376,0.309,0.309,1690,1890,-1
FHOC,literature_cutoff,SQT,8,17,50,P31,3451.925922034386,3453.5215682669905,6533.768533703522,137.24198326757374,1427.6381618934145,1427.6381618934145,1047.2016530503765,2.2037711287078614,0.24753349580664225,0.24753349580664238,0.317,0.317,1682,1913,-1
FHOC,literature_cutoff,SQT,9,20,50,P31,3332.561474284969,3333.994695598661,7296.174669813656,139.2589395190653,1404.7642601075215,1404.7642601075215,1038.4391800115682,2.235480783609128,0.2547081719615536,0.2547081719615534,0.327,0.327,1672,1904,-1
FHOC,literature_cutoff,SQT,10,21,50,P31,3814.40111696198,3816.3242830752106,8210.58902832237,139.29313967479868,1451.252902718845,1451.252902718845,1053.2024217538014,2.2360771902598504,0.2548440979001217,0.25484409790012197,0.313,0.313,1686,1900,-1
FHOC,literature_cutoff,SQT,1,3,50,P32,1913.1277331736032,1918.4986385584582,5241.02450331155,134.84357158864228,1155.5528705778163,1155.5528705778163,913.0238586992632,2.3636926219161483,0.2847626305250171,0.28476263052501716,0.397,0.397,1602,1903,1446
FHOC,literature_cutoff,SQT,2,4,50,P32,1747.5028143541228,1752.6870351123791,4932.842162142799,132.8785903601609,1165.9401064060312,1165.9401064060312,897.084978361433,2.3212689629305143,0.2746324973631247,0.2746324973631247,0.414,0.414,1585,1913,-1
FHOC,literature_cutoff,SQT,3,5,50,P32,1528.7685430791944,1531.1001361005444,3868.4361209112103,128.809092895692,1123.7238987462756,1123.7238987462756,864.1026465486423,2.25506254765759,0.25918996400855965,0.25918996400856,0.437,0.437,1562,1906,-1
FHOC,literature_cutoff,SQT,4,9,50,P32,1611.9859860994227,1614.8272061785601,3776.1918463111506,123.76741498309939,1113.1837388855236,1113.1837388855236,867.4718681053898,2.160828922560583,0.23798071521785574,0.23798071521785663,0.418,0.418,1581,1899,1405
FHOC,literature_cutoff,SQT,5,11,50,P32,1517.260172730032,1520.7067619756344,4474.437244636181,128.94421385541307,1111.246892024887,1111.246892024887,873.7703181318551,2.2575655616448334,0.25976566081165914,0.2597656608116594,0.435,0.435,1564,1904,1395
FHOC,literature_cutoff,SQT,6,12,50,P32,1500.517054140485,1503.9581808063242,4179.675403048866,127.87577870483469,1144.0544312007569,1144.0544312007569,869.1803808762621,2.237646314065575,0.2552018871993504,0.25520188719935066,0.446,0.446,1553,1908,1320
FHOC,literature_cutoff,SQT,7,14,50,P32,1548.1630248145016,1552.6560725346278,3726.4567265503574,130.71516941351553,1135.3346937902586,1135.3346937902586,891.8484232705692,2.2978297574919733,0.26911425047989906,0.26911425047989906,0.417,0.417,1582,1909,1384
FHOC,literature_cutoff,SQT,8,18,50,P32,1691.21726278753,1694.5585938811307,3466.0558359047864,123.75643311175502,1158.8220698991063,1158.8220698991063,875.2832174440596,2.157580090578131,0.2372656395137174,0.23726563951371762,0.419,0.419,1580,1907,-1
FHOC,literature_cutoff,SQT,9,21,50,P32,3346.0496903484777,3364.063356660364,5974.612002254464,125.57303910935637,994.7387499122434,1107.0096814328112,904.417537796444,2.19090992970317,0.24465271763873342,0.244652717638733,0.406,0.406,1593,1711,1422
FHOC,literature_cutoff,SQT,10,22,50,P32,1933.6861783069987,1939.9159654127186,5375.3798826069105,131.30080359296943,1171.2537935974062,1171.2537935974062,905.886972543287,2.2964650308083656,0.26879468082189945,0.26879468082189945,0.386,0.386,1613,1904,-1
FHOC,literature_cutoff,SQT,1,3,50,P33,2520.6234243327963,2523.4631069956536,4737.330677615479,125.88542075875121,1236.2219968420961,1236.2219968420961,929.421269135886,2.1309505540444262,0.23144496757299934,0.23144496757299993,0.358,0.358,1641,1892,-1
FHOC,literature_cutoff,SQT,2,5,50,P33,2871.1108102946473,2873.708122401954,6624.1429498076905,131.6757174628988,1264.642162111617,1264.642162111617,966.5113860099275,2.239842229701304,0.2557030180404337,0.2557030180404339,0.331,0.331,1668,1898,-1
FHOC,literature_cutoff,SQT,3,6,50,P33,2762.7435946465275,2770.1029277454245,6905.46630258247,129.76166695158335,1232.0135435892375,1232.0135435892375,985.8996080194047,2.1876805618202013,0.2439320204162055,0.24393202041620568,0.344,0.344,1655,1887,1514
FHOC,literature_cutoff,SQT,4,7,50,P33,2713.922369878506,2717.3739751180597,3714.690903312585,122.57667320762546,1286.0572848152299,1286.0572848152299,928.1545324741018,2.0733471876048433,0.2191013537384767,0.21910135373847706,0.364,0.364,1635,1887,-1
FHOC,literature_cutoff,SQT,5,11,50,P33,3616.955765217404,3620.470563730107,5332.007829767943,125.22792606110042,1323.1803529137744,1323.1803529137744,971.3554237918069,2.1234153507315434,0.22981104748839773,0.2298110474883975,0.317,0.317,1682,1881,-1
FHOC,literature_cutoff,SQT,6,13,50,P33,3096.345944073488,3099.391686217129,5411.596842684143,128.40416478643357,1278.8595151387578,1278.8595151387578,956.5542135190741,2.1805836151610496,0.24235193184040937,0.2423519318404093,0.336,0.336,1663,1886,-1
FHOC,literature_cutoff,SQT,7,14,50,P33,3340.6059856601887,3348.6674135570784,6526.867756715277,126.1776382150838,1279.9521215385175,1279.9521215385175,971.9657976458411,2.136444001333272,0.23263980483348226,0.23263980483348226,0.333,0.333,1666,1878,-1
FHOC,literature_cutoff,SQT,8,18,50,P33,3496.700200535167,3501.0818409343838,6013.456195962615,120.95335211993982,1294.706390439568,1294.706390439568,963.4993572569903,2.0498886743382223,0.21417143614577544,0.21417143614577544,0.315,0.315,1684,1885,-1
FHOC,literature_cutoff,SQT,9,19,50,P33,2829.30778548143,2832.3493181778053,4276.454073700588,125.1310502302861,1298.8902013487548,1298.8902013487548,944.5147701136952,2.1188110356301446,0.22881550482711954,0.22881550482711985,0.351,0.351,1648,1894,-1
FHOC,literature_cutoff,SQT,10,20,50,P33,3005.5125821967335,3008.3668136082347,5547.576120121521,118.64350922896054,1230.6876994280742,1230.6876994280742,938.3237459260425,2.0101391225833747,0.20594593741795408,0.20594593741795417,0.33,0.33,1669,1878,-1
FHOC,literature_cutoff,SQT,1,2,50,P34,3148.809933091324,3151.4237715739837,8085.9455725285225,122.60409755186933,1420.7462378176913,1420.7462378176913,911.9646995460903,2.0646015410055796,0.21725685642826778,0.21725685642826806,0.36,0.36,1639,1895,-1
FHOC,literature_cutoff,SQT,2,3,50,P34,2740.18447384838,2741.0111070664634,8372.380001925165,120.58381068744023,1435.784825679324,1435.784825679324,885.7381921349112,2.019824257895945,0.20793527180351196,0.20793527180351204,0.404,0.404,1595,1895,-1
FHOC,literature_cutoff,SQT,3,5,50,P34,2681.1170119213234,2682.8831442998244,8695.049081033445,121.78563725964122,1384.560898752032,1384.560898752032,892.1359915329203,2.050145137821862,0.21422502987434358,0.2142250298743435,0.377,0.377,1622,1903,-1
FHOC,literature_cutoff,SQT,4,8,50,P34,3549.823630586931,3558.4806722305016,5626.385665285576,115.99716498111873,1342.03399796085,1342.03399796085,963.8749300262648,1.942536300726697,0.19232656878903975,0.19232656878903998,0.319,0.319,1680,1884,-1
FHOC,literature_cutoff,SQT,5,11,50,P34,2717.7495814695817,2718.6009324669953,8664.495015644236,121.06834066699743,1420.2612782206381,1420.2612782206381,881.3878291402541,2.0317671035843867,0.21040150678938266,0.21040150678938238,0.406,0.406,1593,1896,-1
FHOC,literature_cutoff,SQT,6,13,50,P34,2841.4530014868183,2845.164736527466,4109.700310454238,125.04988793523,1327.1013374597753,1327.1013374597753,943.4124337708006,2.097913556298053,0.22432422475530805,0.22432422475530805,0.357,0.357,1642,1902,1517
FHOC,literature_cutoff,SQT,7,14,50,P34,2708.7474156457392,2709.6336140344356,7731.622971787816,120.67522309169424,1409.6779484551141,1409.6779484551141,882.7008068968572,2.018694983542458,0.2077028255137352,0.2077028255137352,0.409,0.409,1590,1889,-1
FHOC,literature_cutoff,SQT,8,15,50,P34,2849.8129378493304,2851.4179607107653,6576.67165133229,125.19605357698293,1391.7059985577928,1391.7059985577928,923.4617167963057,2.1007683777862303,0.22493515683519824,0.22493515683519816,0.372,0.372,1627,1903,-1
FHOC,literature_cutoff,SQT,9,18,50,P34,3142.340595885185,3143.620775369545,6519.515106704086,119.46102317033242,1405.8214542110195,1405.8214542110195,918.4353158638893,2.0032284122271085,0.2045323176123314,0.2045323176123316,0.356,0.356,1643,1898,-1
FHOC,literature_cutoff,SQT,10,22,50,P34,2657.0679521943266,2658.680353367884,8637.306931300438,115.36080097223115,1393.689581864431,1393.689581864431,873.6207813126713,1.9357658519362237,0.19098824839563577,0.19098824839563586,0.4,0.4,1599,1898,-1
FHOC,literature_cutoff,SQT,1,3,50,P35,3869.575015157767,3876.6800192793803,6942.510034899984,141.96190029681944,1478.5700334194262,1478.5700334194262,1099.135198377876,2.2839636577292186,0.26587614627053163,0.2658761462705321,0.305,0.305,1694,1916,-1
FHOC,literature_cutoff,SQT,2,4,50,P35,3438.0459457663515,3444.4769893449584,6240.187434833904,132.89808496566394,1394.9527361710832,1394.9527361710832,1052.349942387459,2.1330255216797904,0.23189591621495118,0.23189591621495118,0.32,0.32,1679,1898,-1
FHOC,literature_cutoff,SQT,3,6,50,P35,3628.314638875102,3636.4236488159218,5587.826391838607,143.44397221708988,1446.109949621059,1446.109949621059,1066.5353119774722,2.3226923286142247,0.27496940129476904,0.2749694012947692,0.3,0.3,1699,1900,-1
FHOC,literature_cutoff,SQT,4,8,50,P35,3644.144624193262,3648.837433726966,5334.099855894281,146.11271249900773,1444.1830537713404,1444.1830537713404,1066.2472048427878,2.365386366897329,0.28517087995431933,0.28517087995431994,0.314,0.314,1685,1906,-1
FHOC,literature_cutoff,SQT,5,10,50,P35,3460.43372081209,3465.419368582338,5435.015831720084,140.66566865331623,1430.906275380333,1430.906275380333,1052.5053117965213,2.265528405235382,0.2616013738495603,0.26160137384955984,0.331,0.331,1668,1902,1513
FHOC,literature_cutoff,SQT,6,13,50,P35,3637.5080302762644,3644.7414739380797,6545.775736996089,143.0305141771939,1420.61080432617,1420.61080432617,1072.758609495066,2.3061938543926455,0.27107696707637136,0.27107696707637136,0.319,0.319,1680,1904,1545
FHOC,literature_cutoff,SQT,7,14,50,P35,3266.876853322562,3269.0902769312484,5704.444531905174,140.44746466396896,1462.3445350719942,1462.3445350719942,1011.9591727935446,2.269489994561578,0.26251706602523506,0.26251706602523567,0.344,0.344,1655,1908,-1
FHOC,literature_cutoff,SQT,8,16,50,P35,3113.303369671215,3115.83843819302,4778.579219308798,137.27753000144747,1421.7966293006493,1421.7966293006493,1020.5257164800897,2.2072243318313247,0.24830984969562883,0.24830984969562891,0.345,0.345,1654,1906,-1
FHOC,literature_cutoff,SQT,9,18,50,P35,3438.423431335101,3442.433598053774,6325.165579344612,134.95447918114806,1456.2626897293937,1456.2626897293937,1021.4034236073767,2.1735249740848315,0.24078546447352023,0.24078546447351995,0.33,0.33,1669,1905,-1
FHOC,literature_cutoff,SQT,10,20,50,P35,3130.6009674480383,3132.5194652301398,4925.32115243224,141.21666120988925,1415.1405245919625,1415.1405245919625,1021.9177693768721,2.2784167139815934,0.26458627535936197,0.26458627535936247,0.345,0.345,1654,1909,-1
FHOC,literature_cutoff,SQT,1,4,50,P36,3188.19698604833,3194.3780877596437,5888.881965383189,149.94844329006935,1080.8072320564188,1317.67202303925,983.6004730776415,2.3208481930095646,0.2745329426603344,0.2745329426603346,0.429,0.429,1570,1697,-1
FHOC,literature_cutoff,SQT,2,6,50,P36,2826.943718256331,2838.1245426043934,4401.363879394485,140.67322194779996,1072.841182539948,1339.5669146890634,978.9472933644563,2.164735690923665,0.23884202913143507,0.23884202913143565,0.42,0.42,1579,1703,-1
FHOC,literature_cutoff,SQT,3,8,50,P36,3321.2106976594787,3329.373679659168,5262.122109194868,153.28827901065964,1108.6356766051795,1316.759700545647,990.8227348843533,2.3827374859644257,0.2893699249245704,0.2893699249245704,0.416,0.416,1583,1708,-1
FHOC,literature_cutoff,SQT,4,9,50,P36,3431.3601996402517,3446.211141826284,5552.1580211898545,144.95017047059605,1094.3129652915713,1319.5567525131262,994.4820901909251,2.2366990556749156,0.2549858647123883,0.25498586471238843,0.411,0.411,1588,1692,-1
FHOC,literature_cutoff,SQT,5,11,50,P36,3900.3042717457506,3909.5940864522217,6420.885475936288,144.18889059958403,1151.04857704128,1323.311108893329,993.1081210330535,2.21339482135522,0.24970013431203394,0.24970013431203394,0.431,0.431,1568,1688,-1
FHOC,literature_cutoff,SQT,6,12,50,P36,2603.9255570076625,2611.5003199291177,4189.576332924247,140.75515015676774,1057.5404560783988,1318.6840436805248,970.773015631297,2.155974087742717,0.23691255183578191,0.23691255183578164,0.445,0.445,1554,1682,-1
FHOC,literature_cutoff,SQT,7,14,50,P36,3053.2423670422704,3063.2475341827508,5056.517887898255,151.0890270544735,1081.0177885156213,1312.20324607666,978.8972174713712,2.331161246383144,0.2769782240896337,0.2769782240896338,0.46,0.46,1539,1670,-1
FHOC,literature_cutoff,SQT,8,15,50,P36,2286.2971251937147,2291.129146058046,3110.2807497499743,156.50245639368046,1035.3118193729933,1336.0596100365071,959.2789295851071,2.427155341928267,0.30025907511982275,0.3002590751198234,0.475,0.475,1524,1667,-1
FHOC,literature_cutoff,SQT,9,16,50,P36,3228.03138636317,3238.944977570472,4969.002435558592,154.3516915133941,1090.8026103744398,1269.3452338136099,991.7823726295561,2.388564574232595,0.2907869890560111,0.29078698905601097,0.44,0.44,1559,1682,-1
FHOC,literature_cutoff,SQT,10,18,50,P36,3173.050142407987,3183.387493246394,4645.80406926584,155.33620575045938,1112.833793119889,1320.6414911106278,1004.7326979022267,2.4016793958381073,0.2939889867682618,0.29398898676826185,0.456,0.456,1543,1686,1261
FHOC,literature_cutoff,SQT,1,2,50,P37,1873.657441898104,1874.5918796725457,3797.1070720496355,137.5206169003201,1227.5420847772607,1227.5420847772607,905.9081189897788,2.348195622099671,0.2810409112970469,0.2810409112970468,0.415,0.415,1584,1923,-1
FHOC,literature_cutoff,SQT,2,7,50,P37,1845.0829604727924,1846.199468685324,3871.098234553123,139.55225424865674,1247.3256806797276,1247.3256806797276,896.5990272417082,2.383432574967913,0.2895387787674911,0.28953877876749096,0.432,0.432,1567,1920,-1
FHOC,literature_cutoff,SQT,3,8,50,P37,2006.5024076903208,2008.2891220913452,4726.010915794759,137.36338378547836,1261.1555760299873,1261.1555760299873,916.5116904345663,2.344589370550998,0.2801783545617087,0.280178354561709,0.402,0.402,1597,1926,-1
FHOC,literature_cutoff,SQT,4,9,50,P37,1844.6589623576099,1845.9026677212937,3860.6339922136976,140.76145966287103,1218.9071225287698,1218.9071225287698,911.1237416678301,2.407148206514621,0.29532938267719444,0.29532938267719455,0.415,0.415,1584,1924,-1
FHOC,literature_cutoff,SQT,5,10,50,P37,1876.5862890720146,1878.1699099149012,4921.453861933318,137.90889766559346,1237.8601674777149,1237.8601674777149,906.261886663697,2.3504855667234374,0.28158931699160034,0.2815893169916002,0.421,0.421,1578,1921,-1
FHOC,literature_cutoff,SQT,6,12,50,P37,1718.9222120501227,1722.4344539081326,3769.394086968736,139.96586694500135,1186.9310326935388,1186.9310326935388,930.5114698917108,2.382481505409842,0.2893077534974488,0.28930775349744864,0.41,0.41,1589,1926,1451
FHOC,literature_cutoff,SQT,7,14,50,P37,2737.967651944144,2746.4536371686513,3840.972170985071,141.90998639042496,977.6678799455826,1256.2194122674805,912.2774741362205,2.431134002091854,0.3012442678963891,0.301244267896389,0.419,0.419,1580,1710,-1
FHOC,literature_cutoff,SQT,8,17,50,P37,1810.95692763803,1811.7119657554774,4778.818244207883,142.5656502632989,1256.8504729084455,1256.8504729084455,889.4693056990511,2.440773631666073,0.3036379164646478,0.30363791646464816,0.442,0.442,1557,1920,-1
FHOC,literature_cutoff,SQT,9,18,50,P37,1960.0902204769122,1961.7274930965982,5009.692398458486,134.85579182724,1269.435457868282,1269.435457868282,895.6360499776176,2.300863077212728,0.2698252242650776,0.26982522426507827,0.424,0.424,1575,1919,-1
FHOC,literature_cutoff,SQT,10,19,50,P37,1841.9160406896283,1843.601426547009,3965.4961228524335,140.1894352088444,1260.085937303551,1260.085937303551,895.1009936494429,2.3975151356646855,0.29297037847814755,0.2929703784781479,0.434,0.434,1565,1923,-1
