acceleration,velocity,displacement
0.0436768577328757,0.0,0.0
0.04336283277735244,2.1759922627557036e-05,5.439980656889259e-09
0.04304901935726672,4.3362885661211825e-05,2.1720682729081473e-08
0.04273562782802593,6.480904745753498e-05,4.876366600876817e-08
0.04242286619507611,8.60986709633105e-05,8.649059561397955e-08
0.04211093896344905,0.00010723212225294178,1.3482329391804262e-07
0.04180004601587706,0.00012820986849777332,1.936837916057214e-07
0.04149038152790918,0.0001490324753837199,2.629943775760947e-07
0.0411821329280113,0.0001697006039977,3.4267764742144964e-07
0.040875479910056745,0.000190215007207217,4.326565502226789e-07
0.04057059350495857,0.00021057652556097083,5.328544334147259e-07
0.04026763521737818,0.000230786082741555,6.431950854903573e-07
0.03996675623261541,0.0002508446806040534,7.636027763267594e-07
0.039668096698026255,0.00027075339383671377,8.940022949369512e-07
0.039371785082543874,0.0002905133642818563,1.0343189844665936e-06
0.03907793761718021,0.0003101257949567873,1.1844787742762544e-06
0.03878665781875362,0.00032959194381577077,1.344408208969394e-06
0.038498036098637,0.00034891311729511845,1.5140344742471163e-06
0.03821214945788659,0.00036809066368424933,1.6932854194919583e-06
0.03792906126960499,0.0003871259663661222,1.8820895770045513e-06
0.03764882114874234,0.00040602043697070907,2.080376177838759e-06
0.037371464908740805,0.00042477550848507985,2.2880751642027063e-06
0.03709701460358388,0.000443392628363161,2.5051171984147665e-06
0.036825478653127595,0.00046187325167733887,2.7314336684248916e-06
0.03655685204902146,0.00048021883435287615,2.9669566899324453e-06
0.03629111663812837,0.0004984308265246636,3.2116191051518303e-06
0.03602824148006851,0.0005165106660542128,3.4653544782965493e-06
0.03576818327527659,0.0005344597722430491,3.7280970878708647e-06
0.03551088685980994,0.0005522795397768207,3.999781915875832e-06
0.03525628576295225,0.0005699713329325113,4.280344634053165e-06
0.03500430282344378,0.0005875364800791103,4.56972158730607e-06
0.034754850859957054,0.0006049762684999605,4.867849774450838e-06
0.03450783339116712,0.0006222919395627415,5.174666826466514e-06
0.034263145400580924,0.0006394846842606785,5.490110982422369e-06
0.03402067414113356,0.0006565556391461071,5.814121063274066e-06
0.03378029997450371,0.0006735058826750164,6.146636443729347e-06
0.033541897240070104,0.0006903364319786599,6.487597022392766e-06
0.033305335148532976,0.0007070482400758107,6.8369431904063834e-06
0.03307047869539182,0.000723642193536792,7.194615798809534e-06
0.03283718958966401,0.0007401191106080559,7.560556124845746e-06
0.03260532719326037,0.000756479739803787,7.934705837448708e-06
0.03237474946637039,0.0007727247589686948,8.317006962141828e-06
0.03214531391423172,0.0007888547748138453,8.707401845587464e-06
0.03191687853079766,0.0008048703229251026,9.1058331200222e-06
0.031689302735050565,0.0008207718682415647,9.512243667813867e-06
0.03146244829586561,0.0008365598059992937,9.92657658637408e-06
0.031236180241407223,0.000852234463133612,1.0348775153657308e-05
0.031010367749163652,0.0008677961001312547,1.0778782794473525e-05
0.030784885012952845,0.0008832449133217839,1.1216543047836785e-05
0.0305596120836111,0.0008985810375959249,1.1661999535566212e-05
0.030334435680479263,0.0009138045495369476,1.211509593234943e-05
0.030109249971203282,0.0009289154709498682,1.2575775937471133e-05
0.029883957317595484,0.0009439137727720679,1.3043983248401618e-05
0.02965846898539553,0.0009587993793478156,1.3519661536431588e-05
0.02943270581579232,0.0009735721730481125,1.400275442453057e-05
0.029206598856556867,0.0009882319992161998,1.4493205467596648e-05
0.028980089950717682,0.0010027786714180184,1.4990958135255203e-05
0.02875313228078651,0.0010172119769758944,1.549595579735368e-05
0.028525690866599954,0.001031531682762741,1.600814171228834e-05
0.028297743014864624,0.001045737541233107,1.6527459018287304e-05
0.02806927871850631,0.0010598292966664498,1.7053850727762193e-05
0.02784030100398593,0.0010738066915970729,1.7587259724828073e-05
0.027610826224854897,0.001087669473404283,1.8127628766078413e-05
0.027380884299961435,0.001101417401035487,1.8674900484688356e-05
0.027150518894776793,0.0011150502518341716,1.922901739790577e-05
0.026919787544458507,0.0011285678284439803,1.9789921917975307e-05
0.026688761717478526,0.0011419699657594646,2.035755636652617e-05
0.02645752681885286,0.0011552565378935475,2.0931862992439422e-05
0.026226182132231136,0.0011684274651313185,2.151278399319564e-05
0.02599484070032774,0.0011814827208394582,2.2100261539688336e-05
0.025763629143444086,0.0011944223383004013,2.26942378044733e-05
0.025532687416048624,0.0012072464174402743,2.329465499340847e-05
0.025302168501693565,0.00121995513141971,2.3901455380623465e-05
0.02507223804693033,0.0012325487330568658,2.451458134674261e-05
0.024843073935400646,0.0012450275610524485,2.5133975420269937e-05
0.024614865803762025,0.0012573920459872392,2.575958032202986e-05
0.024387814501460405,0.0012696427160635447,2.6391339012542555e-05
0.02416213149651573,0.0012817802025630388,2.7029194742199202e-05
0.023938038229433772,0.001293805244994526,2.7673091104088592e-05
0.02371576541730158,0.0013057186959062098,2.8322972089313776e-05
0.02349555231011595,0.0013175215253380642,2.8978782144624843e-05
0.023277645901718224,0.0013292148248910227,2.9640466232182114e-05
0.023062300098076853,0.0013407998113909715,3.0307969891252614e-05
0.022849774846107694,0.0013522778301270177,3.098123930163211e-05
0.02264033522648006,0.0013636503576451647,3.1660221348575155e-05
0.02243425051405609,0.0013749190040802987,3.234486368900652e-05
0.02223179320978797,0.0013860855150112598,3.303511481877941e-05
0.022033238048071436,0.0013971517728257245,3.3730924140738656e-05
0.021838860983667063,0.0014081197975836593,3.4432242033341e-05
0.021648938162379294,0.0014189917473701708,3.513901991957946e-05
0.021463744879681224,0.001429769918130686,3.5851210335954674e-05
0.021283554531417604,0.0014404567429834607,3.656876700123321e-05
