acceleration,velocity,displacement
-0.006344704498660975,0.0,0.0
-0.011577009078880507,-8.960856788770742e-06,-4.480428394385371e-09
-0.01658555437116682,-2.3042138513794405e-05,-2.0481926045667944e-08
-0.021165053361144884,-4.191744237995026e-05,-5.296171649254027e-08
-0.025145273958738286,-6.507260603989184e-05,-1.0645674070246133e-07
-0.02840403466716126,-9.184726035284162e-05,-1.8491667389882808e-07
-0.030875292894001975,-0.00012148692413342324,-2.915837661419605e-07
-0.03255161607564424,-0.00015320037861824633,-4.2892741751779533e-07
-0.03348112979965342,-0.00018621675155589516,-5.986359826048661e-07
-0.03375975303856666,-0.0002198371929750052,-8.016629548703163e-07
-0.03351984257065674,-0.00025347699077961686,-1.0383200467476272e-06
-0.032916297381311375,-0.0002866950607556009,-1.3084060725152362e-06
-0.03211109630213954,-0.00031920875759732637,-1.6113579816917e-06
-0.03125745049316774,-0.00035089303099498004,-1.9464088759878533e-06
-0.030485121810104276,-0.00038176431714661603,-2.3127375500586515e-06
-0.02988866896388469,-0.00041195121253361053,-2.7095953148987646e-06
-0.02952022009868306,-0.0004416556570648944,-3.136398749698017e-06
-0.029387703224056524,-0.0004711096187262642,-3.5927813875935965e-06
-0.029458361733218905,-0.0005005326512049019,-4.07860252255918e-06
-0.029666311555331434,-0.0005300949878491771,-4.593916342086219e-06
-0.029922394278102882,-0.0005598893407658943,-5.1389085063937545e-06
-0.03012471958930102,-0.0005899128976995962,-5.713809625626499e-06
-0.030168769613296256,-0.0006200596423008949,-6.318795895626745e-06
-0.02995645104182269,-0.0006501222526284544,-6.95388684309142e-06
-0.029403802579092978,-0.0006798023794389123,-7.618849159125103e-06
-0.028447118975016256,-0.0007087278402159669,-8.313114268952543e-06
-0.027047239348294495,-0.0007364750193776223,-9.035715698749337e-06
-0.025191914397659502,-0.0007625945962505994,-9.785250506563447e-06
-0.022896455201051658,-0.000786638781049955,-1.0559867195213725e-05
-0.020203015086306297,-0.0008081885161936339,-1.1357280843835519e-05
-0.017178729584055863,-0.000826879388528815,-1.2174814796196743e-05
-0.013912594963452377,-0.0008424250508025691,-1.3009467015862435e-05
-0.010510641425281679,-0.0008546366689969362,-1.3857997875762188e-05
-0.007089029191369003,-0.0008634365043052615,-1.4717034462413287e-05
-0.0037653261895394456,-0.0008688636819957158,-1.5583184555563777e-05
-0.0006490678175435834,-0.0008710708789992572,-1.6453151836061265e-05
0.0021668240734258304,-0.0008703120008713161,-1.732384327599655e-05
0.004612394928202379,-0.000866922391370502,-1.819246047211746e-05
0.006644197548134044,-0.0008612940951323337,-1.9056568715368878e-05
0.008246322229009995,-0.0008538488352437617,-1.9914140180556927e-05
0.00942965873320811,-0.0008450108447626526,-2.0763570020560133e-05
0.010229887549841638,-0.0008351810716211277,-2.1603665978752024e-05
0.01070411500343474,-0.0008247140703444895,-2.2433613549734832e-05
0.01092573264043355,-0.0008138991465225554,-2.3252920158168353e-05
0.01097728666885739,-0.0008029476368679099,-2.4061343549863585e-05
0.010941757353007996,-0.0007919881148569772,-2.4858811425726027e-05
0.010893323307127601,-0.0007810705745269094,-2.564534077041797e-05
