frame_number,force
0,489.2651409342634
1,489.27704656617146
2,489.2903946139737
3,489.30515893815874
4,489.32131313972235
5,489.3388306798689
6,489.3576850011036
7,489.37784964496564
8,489.3992983613209
9,489.4220052046679
10,489.44594461370207
11,489.47109147108534
12,489.49742114075895
13,489.5249094801261
14,489.5535328243343
15,489.5832679402175
16,489.61409194844725
17,489.64598221400655
18,489.6789162068525
19,489.71287133596667
20,489.74782476056646
21,489.7837531823923
22,489.8206326232705
23,489.85843819260805
24,489.8971438496829
25,489.93672216524794
26,489.9771440861217
27,490.018378705314
28,490.06039303907176
29,490.1031518113892
30,490.14661724642264
31,490.1907488701911
32,490.2355033248004
33,490.28083420045857
34,490.32669189162965
35,490.3730234831036
36,490.41977266982303
37,490.4668797120901
38,490.5142814263753
39,490.5619112116664
40,490.60969911164403
41,490.65757191335547
42,490.7054532833495
43,490.7532639425142
44,490.8009218808668
45,490.84834261294515
46,490.8954394734839
47,490.94212395223377
48,490.9883060662597
49,491.0338947677639
50,491.07879838548484
51,491.12292509788296
52,491.16618343622696
53,491.20848281524036
54,491.2497340884653
55,491.28985012510617
56,491.32874640469447
57,491.3663416255013
58,491.4025583224082
59,491.4373234897907
60,491.4705692044981
61,491.5022332430884
62,491.5322596862422
63,491.56059950201814
64,491.5872110988323
65,491.6120608391122
66,491.6351235051869
67,491.6563827095357
68,491.675831242121
69,491.69347134862824
70,491.70931493502655
71,491.7233836956667
72,491.7357091639205
73,491.7463326857618
74,491.75530531717436
75,491.76268764579316
76,491.76854953651963
77,491.7729698009098
78,491.7760357910161
79,491.7778429193514
80,491.7784941073097
81,491.77809916506135
82,491.776774106856
83,491.77464040647607
84,491.7718241982162
85,491.7684554296407
86,491.76466697350213
87,491.7605937070398
88,491.75637156704227
89,491.75213658858837
90,491.7480239344697
91,491.7441669213513
92,491.74069604847745
93,491.7377380357529
94,491.73541487998676
95,491.73384293968144
96,491.7331320587742
97,491.733384738328
98,491.73469536353883
99,491.7371494925327
100,491.74082321327677
101,491.745782575018
102,491.75208310064335
103,491.7597693861103
104,491.768874792444
105,491.7794212345094
106,491.791419068835
107,491.8048670804691
108,491.8197525666743
109,491.836051513777
110,491.85372886284784
111,491.8727388595912
112,491.89302548328766
113,491.91452294894214
114,491.93715627640154
115,491.96084192042986
116,491.98548845641386
117,492.0109973168904
118,492.0372635737645
119,492.06417675997295
120,492.0916217231964
121,492.1194795038096
122,492.1476282298015
123,492.17594402244765
124,492.2043019072184
125,492.23257672408727
126,492.2606440300331
127,492.2883809846514
128,492.315667208186
129,492.34238560065467
130,492.3684231114426
131,492.3936714507265
132,492.4180277369513
133,492.44139507769853
134,492.4636830839589
135,492.48480831963417
136,492.5046946891194
137,492.523273766264
138,492.54048506776456
139,492.55627627291574
140,492.5706033899492
141,492.5834308676498
142,492.59473165016476
143,492.60448717311243
144,492.6126873001872
145,492.6193302013315
146,492.624422176003
147,492.6279774275515
148,492.6300177964464
149,492.6305724604743
150,492.6296776092124
151,492.6273760988559
152,492.623717092504
153,492.6187556902838
154,492.61255255290905
155,492.605173521309
156,492.5966892338269
157,492.5871747412645
158,492.57670911906814
159,492.5653750756434
160,492.5532585561962
161,492.54044834222555
162,492.52703564746855
163,492.5131137116896
164,492.49877739413637
165,492.4841227685325
166,492.46924672115875
167,492.4542465533132
168,492.4392195895701
169,492.4242627935661
170,492.4094723929673
171,492.3949435146392
172,492.3807698303506
173,492.3670432131444
174,492.35385340471447
175,492.3412876943249
176,492.3294306097697
177,492.3183636205408
178,492.3081648528928
179,492.2989088162859
180,492.29066614094774
181,492.28350332650103
182,492.27748250115326
183,492.2726611900179
184,492.269092090358
185,492.26682285129124
186,492.26589585597253
187,492.26634800558526
188,492.2682105062908
189,492.2715086619226
190,492.2762616763634
191,492.2824824703129
192,492.2901775173672
193,492.29934670365526
194,492.3099832140386
195,492.322073447051
196,492.33559696093624
197,492.3505264540108
198,492.3668277832972
199,492.38446002525563
200,492.40337558136025
201,492.42352032951123
202,492.44483382021224
203,492.4672495143563
204,492.49069505759263
205,492.5150925851062
206,492.5403590509925
207,492.5664065786208
208,492.5931428316428
209,492.6204714080551
210,492.64829226084413
211,492.67650214827296
212,492.704995115465
213,492.73366300711996
214,492.7623960091916
215,492.79108321557425
216,492.8196132147365
217,492.84787469073757
218,492.87575703269573
219,492.90315094636765
220,492.9299490612615
221,492.95604652683284
222,492.98134159180626
223,493.00573616127195
224,493.029136326523
225,493.05145286249456
226,493.07260168747473
227,493.09250427996494
228,493.11108804831406
229,493.12828664956146
230,493.14404025416917
231,493.1582957530584
232,493.1710069033968
233,493.18213441044963
234,493.1916459440448
235,493.19951608892177
236,493.2057262283463
237,493.21026436072015
238,493.2131248502097
239,493.2143081145696
240,493.21382025576156
241,493.2116726410061
242,493.2078814430868
243,493.2024671490587
244,493.19545404656174
245,493.18686969738724
246,493.17674440891085
247,493.1651107149168
248,493.1520028773894
249,493.13745641968694
250,493.12150769939825
251,493.1041935267142
252,493.08555083192675
253,493.0656163840266
254,493.0444265610221
255,493.0220171709035
256,492.9984233200138
257,492.9736793236951
258,492.9478186530529
259,492.9208739112299
260,492.89287683211535
261,492.8638582937715
262,492.8338483382871
263,492.80287618968754
264,492.77097026238084
265,492.7381581543644
266,492.70446662139926
267,492.669921530185
268,492.6345477906112
269,492.59836926969575
270,492.5614086923241
271,492.52368753567254
272,492.48522592486233
273,492.446042536912
274,492.4061545189095
275,492.36557742519676
276,492.3243251775265
277,492.28241005152466
278,492.2398426923523
279,492.1966321619817
280,492.1527860193481
281,492.1083104326291
282,492.06321032113925
283,492.0174895241667
284,491.9711509953499
285,491.9241970224311
286,491.87662947247276
287,491.82845006213984
288,491.77966065198024
289,491.73026356305564
290,491.68026191394426
291,491.6296599759862
292,491.5784635442069
293,491.52668032024764
294,491.47432030196757
295,491.4213961725003
296,491.3679236795874
297,491.3139219941862
298,491.2594140362437
299,491.204426755782
300,491.1489913593373
301,491.0931434751104
302,491.03692325407354
303,490.98037540765944
304,490.92354918511944
305,490.8664982952979
306,490.8092807783156
307,490.7519588321934
308,490.69459859803817
309,490.637269905907
310,490.5800459825195
311,490.52300312171604
312,490.466220318861
313,490.40977887123387
314,490.35376194780065
315,490.298254133624
316,490.2433409565361
317,490.1891084059943
318,490.1356424550905
319,490.08302859579055
320,490.0313513950399
321,489.9806940763598
322,489.9311381289836
323,489.8827629449854
324,489.83564548412085
325,489.78985996581434
326,489.7454775877445
327,489.7025662708648
328,489.66119043137076
329,489.6214107806777
330,489.583284154411
331,489.5468633704826
332,489.5121971147192
333,489.4793298508412
334,489.44830175062737
335,489.41914864027893
336,489.3919019602166
337,489.366588737279
338,489.3432315698904
339,489.3218486276939
340,489.30245366723034
341,489.28505606479274
342,489.26966086716476
343,489.25626886096006
344,489.24487666165277
345,489.2354768236123
346,489.2280579718624
347,489.22260495460404
348,489.2190990134176
349,489.2175179666539
350,489.2178364015053
351,489.2200258712183
352,489.22405509504085
353,489.2298901593899
354,489.23749471947457
355,489.2468302012492
356,489.25785600389577
357,489.27052970291794
358,489.2848072535542
359,489.3006431938518
360,489.3179908465728
361,489.33680251916957
362,489.3570297012147
363,489.37862325855355
364,489.40153362296337
365,489.4257109757306
366,489.451105423833
367,489.4776671681817
368,489.50534666390814
369,489.5340947724959
370,489.5638629049801
371,489.5946031552452
372,489.62626842298846
373,489.658812526523
374,489.6921903052596
375,489.72635771017525
376,489.761271878708
377,489.7968911895387
378,489.83317529323057
379,489.8700851162352
380,489.90758283720885
381,489.9456318352881
382,489.984196610371
383,490.0232426763058
384,490.06273642925805
385,490.1026449946808
386,490.1429360567336
387,490.18357767414454
388,490.2245380872259
389,490.2657855219084
390,490.3072879973061
391,490.34901314295814
392,490.3909280308178
393,490.43299902571977
394,490.4751916567825
395,490.51747051135965
396,490.5597991528022
397,490.6021400629477
398,490.64445460945416
399,490.68670303704766
400,490.72884448099177
401,490.7708370007529
402,490.8126376316783
403,490.85420245255295
404,490.8954866676127
405,490.93644470287524
406,490.97703031759767
407,491.01719673163757
408,491.0568967688362
409,491.0960830158488
410,491.1347079953278
411,491.1727243519015
412,491.21008504869855
413,491.24674357134114
414,491.2826541360131
415,491.31777189886765
416,491.35205316539975
417,491.38545559985226
418,491.41793843567643
419,491.44946268803454
420,491.4799913680999
421,491.50948969671066
422,491.53792531237053
423,491.5652684664512
424,491.59149219755545
425,491.61657247767204
426,491.6404883244606
427,491.6632218759361
428,491.68475842564965
429,491.70508641827337
430,491.72419740724155
431,491.7420859775618
432,491.75874963797855
433,491.77418868743575
434,491.7884060613484
435,491.8014071634601
436,491.81319968878137
437,491.8237934421918
438,491.83320015604596
439,491.84143330912946
440,491.8485079489911
441,491.85444051963805
442,491.8592486958292
443,491.86295122343
444,491.86556776355815
445,491.86711873783275
446,491.86762517318306
447,491.86710854666467
448,491.8655906325533
449,491.8630933547974
450,491.85963864745014
451,491.8552483244966
452,491.8499439593197
453,491.8437467731015
454,491.83667753043005
455,491.8287564391999
456,491.8200030510132
457,491.81043615829867
458,491.8000736854883
459,491.78893257361983
460,491.7770286600409
461,491.76437655681207
462,491.7509895327451
463,491.7368794050313
464,491.72205644716365
465,491.70652931978333
466,491.69030502968303
467,491.67338891987623
468,491.6557846915206
469,491.63749445745503
470,491.61851882705565
471,491.5988570220985
472,491.5785070224965
473,491.557465739211
474,491.53572921028905
475,491.5132928157148
476,491.49015150739535
477,491.46630005105754
478,491.4417332762439
479,491.41644632893036
480,491.3904349194054
481,491.36369555714475
482,491.3362257649676
483,491.3080242661142
484,491.2790911393786
485,491.2494279390355
486,491.2190377781329
487,491.1879253756086
488,491.15609706975994
489,491.12356080330727
490,491.090326088361
491,491.0564039616277
492,491.021806940122
493,490.9865489858306
494,490.95064548524675
495,490.9141132471031
496,490.87697051923607
497,490.8392370234868
498,490.80093400607643
499,490.76208430006653
500,490.72271239620886
501,490.6828445186035
502,490.6425087022597
503,490.60173487078055
504,490.5605549134332
505,490.51900276137945
506,490.47711446281664
507,490.434928256293
508,490.3924846405283
509,490.34982643802726
510,490.30699884937223
511,490.2640494958512
512,490.22102844965974
513,490.17798825221877
514,490.13498392138087
515,490.0920729475481
516,490.04931527753087
517,490.0067732839262
518,489.96451171742507
519,489.92259763983395
520,489.8811003361858
521,489.8400912047119
522,489.7996436237191
523,489.75983279472894
524,489.72073556156795
525,489.6824302053149
526,489.6449962149081
527,489.60851403296243
528,489.5730647765588
529,489.5387299336971
530,489.5055910371268
531,489.4737293177299
532,489.44322533964976
533,489.41415861937287
534,489.38660723086645
535,489.36064739830636
536,489.3363530772462
537,489.3137955251868
538,489.2930428638282
539,489.2741596372728
540,489.25720637213345
541,489.242239146205
542,489.22930917197783
543,489.2184624001274
544,489.2097391467234
545,489.2031737468354
546,489.19879423706647
547,489.19662207047054
548,489.19667186883044
549,489.1989512187356
550,489.2034605188693
551,489.2101928860262
552,489.2191341263233
553,489.23026277600843
554,489.243550213864
555,489.2589608449431
556,489.27645235345284
557,489.2959760211396
558,489.31747710639735
559,489.34089527814757
560,489.36616509724985
561,489.3932165371789
562,489.42197553507896
563,489.4523645637807
564,489.48430321479395
565,489.5177087820698
566,489.5524968369119
567,489.58858178570955
568,489.6258774036413
569,489.66429733890186
570,489.70375558349133
571,489.7441669083452
572,489.7854472623216
573,489.8275141359083
574,489.87028689139424
575,489.9136870619163
576,489.9576386223098
577,490.00206823489907
578,490.04690547312254
579,490.0920830251564
580,490.13753687857576
581,490.18320648572467
582,490.2290349078092
583,490.2749689336213
584,490.3209591665618
585,490.3669600721273
586,490.4129299781889
587,490.4588310223668
588,490.5046290437279
589,490.55029341878
590,490.59579684402627
591,490.6411150695348
592,490.68622658994815
593,490.7311123005036
594,490.77575512599475
595,490.8201396310624
596,490.8642516212421
597,490.90807774529503
598,490.95160510975944
599,490.9948209162424
600,491.0377121309094
601,491.0802651939265
602,491.1224657743222
603,491.1642985733673
604,491.20574717770427
605,491.2467939620533
606,491.2874200398531
607,491.3276052584014
608,491.36732823319335
609,491.40656641471026
610,491.4452961803856
611,491.48349294501884
612,491.5211312839157
613,491.5581850636052
614,491.59462757497886
615,491.6304316638194
616,491.66556985455594
617,491.7000144644972
618,491.7337377070833
619,491.76671178340325
620,491.7989089616434
621,491.83030164486627
622,491.860862428569
623,491.8905641501309
624,491.91937993206034
625,491.9472832203518
626,491.97424781906085
627,492.0002479225977
628,492.025258147629
629,492.0492535662589
630,492.0722097413706
631,492.09410276412626
632,492.1149092930506
633,492.134606594027
634,492.1531725808836
635,492.17058585685515
636,492.1868257578602
637,492.2018723992141
638,492.2157067282684
639,492.2283105864933
640,492.2396667853146
641,492.2497592002496
642,492.25857288752576
643,492.2660942266493
644,492.27231109150637
645,492.27721305133934
646,492.2807916008943
647,492.2830404161894
648,492.2839556294399
649,492.28353611450444
650,492.2817837730467
651,492.2787038110883
652,492.27430499515486
653,492.2685998765352
654,492.2616049718908
655,492.2533408894364
656,492.24383239228047
657,492.2331083935683
658,492.2212018811144
659,492.2081497719492
660,492.1939926995219
661,492.17877473828247
662,492.16254307237864
663,492.14534761752145
664,492.127240607431
665,492.1082761581455
666,492.0885098245066
667,492.06799816317243
668,492.0467983153152
669,492.0249676196124
670,492.00256326269414
671,491.97964197081217
672,491.95625974384456
673,491.93247163088654
674,491.90833154534727
675,491.8838921166918
676,491.8592045759533
677,491.8343186726931
678,491.80928262138667
679,491.7841430746367
680,491.75894511948616
681,491.7337322921809
682,491.7085466062008
683,491.6834285879522
684,491.6584173141712
685,491.63355044529055
686,491.6088642502312
687,491.5843936203072
688,491.56017207257685
689,491.53623174498887
690,491.5126033862075
691,491.48931634203467
692,491.46639853888576
693,491.44387646386974
694,491.4217751408028
695,491.4001181014325
696,491.3789273510393
697,491.35822332770954
698,491.33802485537046
699,491.3183490923508
700,491.2992114794488
701,491.28062569339795
702,491.26260361235194
703,491.24515529928294
704,491.2282890073803
705,491.21201120924
706,491.1963266494268
707,491.18123841832085
708,491.1667480440876
709,491.15285559876844
710,491.1395598137519
711,491.1268581996204
712,491.1147471658755
713,491.10322213716427
714,491.09227766392223
715,491.0819075262804
716,491.07210483017974
717,491.06286209389725
718,491.0541713223955
719,491.0460240669652
720,491.038411468572
721,491.0313242843663
722,491.02475289734514
723,491.0186873093273
724,491.01311711784547
725,491.00803147876775
726,491.003419058173
727,490.9992679782543
728,490.99556576197926
729,490.992299279995
730,490.9894547015746
731,490.9870174499268
732,490.98497216115163
733,490.9833026454563
734,490.9819918490498
735,490.9810218157186
736,490.98037364839615
737,490.98002747250473
738,490.9799624039865
739,490.9801565256047
740,490.9805868751869
741,490.9812294490095
742,490.9820592228073
743,490.98305019223574
744,490.9841754339985
745,490.98540718815445
746,490.986716961505
747,490.98807565184467
748,490.98945369341703
749,490.99082122472686
750,490.99214828027186
751,490.99340500752487
752,490.9945619098097
753,490.9955901148708
754,490.99646166804916
755,490.9971498479351
756,490.99762950107277
757,490.99787739084286
758,490.9978725542247
759,490.99759665887626
760,490.997034352007
761,490.996173592094
762,490.99500595481373
763,490.99352690538274
764,490.99173603
765,490.98963721873235
766,490.9872387916742
767,490.9845535608752
768,490.9815988228952
769,490.9783962803348
770,490.9749718944339
771,490.9713556740583
772,490.9675814084019
773,490.9636863512853
774,490.95971086454267
775,490.9556980274506
776,490.9516932188461
777,490.94774367824914
778,490.9438980515415
779,490.94020592558115
780,490.93671735483184
781,490.9334823819131
782,490.93055055312703
783,490.9279704297614
784,490.92578909649524
785,490.9240516696177
786,490.92280080974905
787,490.9220762456113
788,490.92191431646324
789,490.92234754108034
790,490.9234042211722
791,490.9251080873665
792,490.92747799632593
793,490.9305276877255
794,490.93426560938025
795,490.93869481791853
796,490.9438129612893
797,490.94961234787263
798,490.95608010455925
799,490.963198422825
800,490.97094488811535
801,490.97929288465224
802,490.9882120657507
803,490.9976688790914
804,491.007627136737
805,491.0180486202001
806,491.02889371080704
807,491.04012203477134
808,491.0516931112562
809,491.063566990985
810,491.0757048731358
811,491.08806968940223
812,491.10062664576094
813,491.1133437140141
814,491.12619206635134
815,491.1391464473664
816,491.1521854797124
817,491.1652919019597
818,491.1784527395887
819,491.1916594114887
820,491.20490777440887
821,491.2181981068658
822,491.2315350327598
823,491.2449273839685
824,491.2583880008001
825,491.2719334694999
826,491.28558379690526
827,491.29936202351905
828,491.3132937774138
829,491.3274067724925
830,491.34173025610176
831,491.35629441300324
832,491.371129734854
833,491.3862663658801
834,491.4017334360326
835,491.4175583928553
836,491.43376634304093
837,491.4503794144985
838,491.4674161497104
839,491.48489094102297
840,491.50281351808377
841,491.5211884967437
842,491.5400149973269
843,491.5592863384462
844,491.5789898107992
845,491.599106533526
846,491.619611393438
847,491.64047306493086
848,491.66165410640315
849,491.6831111279608
850,491.70479502494067
851,491.7266512719507
852,491.7486202724712
853,491.7706377595299
854,491.79263524336216
855,491.8145405019111
856,491.8362781092161
857,491.8577699953823
858,491.87893603046905
859,491.89969462375973
860,491.9199633297715
861,491.93965945301863
862,491.9587006444516
863,491.9770054830187
864,491.99449403591876
865,492.0110883915611
866,492.0267131605796
867,492.0412959420714
868,492.0547677535043
869,492.06706342298844
870,492.07812194235345
871,492.08788677958245
872,492.096306149943
873,492.10333324634996
874,492.1089264308021
875,492.11304939012666
876,492.1156712605665
877,492.11676672649037
878,492.1163160983676
879,492.114305374338
880,492.1107262886971
881,492.1055763496965
882,492.09885886824196
883,492.0905829781816
884,492.0807636479866
885,492.0694216830227
886,492.05658371735177
887,492.0422821937968
888,492.0265553305926
889,492.00944707241933
890,491.9910070231887
891,491.97129035757433
